Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
11:30 - 11:45,-17.00,0.00,-1.00,15.36,-10.00,0.00,22.07
11:45 - 12:00,-18.00,0.00,-1.00,14.39,-10.00,0.00,14.40
12:00 - 12:15,-9.00,4.80,-1.00,15.36,-10.00,0.00,20.15
12:15 - 12:30,-22.00,4.80,-1.00,15.35,-10.00,0.00,5.76
12:30 - 12:45,17.27,9.60,-1.00,15.36,-10.00,0.00,-8.00
12:45 - 13:00,0.00,9.60,-1.00,15.35,-10.00,0.00,-13.00
13:00 - 13:15,0.00,13.44,-1.00,14.39,-10.00,0.00,-27.00
13:15 - 13:30,-27.00,12.48,-1.00,14.39,-10.00,0.00,-30.00
13:30 - 13:45,-32.00,9.60,-1.00,13.44,-10.00,0.00,-17.00
13:45 - 14:00,-38.00,9.60,-1.00,13.44,-10.00,0.00,-11.00
14:00 - 14:15,0.00,9.60,-1.00,12.47,-10.00,0.00,3.84
14:15 - 14:30,0.00,9.60,-1.00,12.47,-10.00,0.00,7.68
14:30 - 14:45,0.00,9.60,-1.00,13.43,-10.00,0.00,9.60
14:45 - 15:00,0.00,0.00,-1.00,13.44,-10.00,0.00,8.64
15:00 - 15:15,43.19,-20.00,-1.00,14.40,-10.00,0.00,-40.00
15:15 - 15:30,56.63,-55.00,-1.00,14.40,-10.00,0.00,-38.00
15:30 - 15:45,0.00,-65.00,-1.00,15.36,-10.00,0.00,-46.00
15:45 - 16:00,0.00,-45.00,-1.00,15.36,-10.00,0.00,40.31
16:00 - 16:15,-12.00,4.80,-1.00,16.32,-10.00,0.00,27.83
16:15 - 16:30,-27.00,9.60,-1.00,16.32,-10.00,0.00,28.79
16:30 - 16:45,-16.00,14.40,-1.00,16.31,-10.00,0.00,4.80
16:45 - 17:00,-18.00,14.40,-1.00,16.31,-10.00,0.00,4.80
17:00 - 17:15,-53.00,0.00,-1.00,16.31,0.00,0.00,8.64
17:15 - 17:30,-50.00,-4.00,-1.00,17.28,0.00,0.00,3.84
17:30 - 17:45,-84.00,-12.00,-1.00,17.28,0.00,0.00,-20.00
17:45 - 18:00,-118.00,-81.00,-1.00,18.24,0.00,0.00,-60.00
18:00 - 18:15,36.47,-39.00,-1.00,18.24,0.00,0.00,-110.00
18:15 - 18:30,7.68,0.00,-1.00,18.23,0.00,0.00,-10.00
18:30 - 18:45,0.00,-40.00,-1.00,18.24,0.00,0.00,-10.00
18:45 - 19:00,0.00,-67.00,-1.00,19.20,-23.00,1.82,-5.00
19:00 - 19:15,-17.00,-61.00,-1.00,18.73,-23.00,3.66,0.00
19:15 - 19:30,-79.00,-56.00,-1.00,16.64,-23.00,3.42,4.17
19:30 - 19:45,-115.00,-59.00,-1.00,19.20,-23.00,7.29,14.40
19:45 - 20:00,-106.00,-72.00,-1.00,19.19,-29.00,6.53,14.40
20:00 - 20:15,-120.00,-30.00,-1.00,18.81,-30.00,4.99,19.20
20:15 - 20:30,-108.00,-41.00,-1.00,18.62,-32.00,4.61,23.99
20:30 - 20:45,-27.00,39.35,-1.00,16.51,-36.00,0.00,9.60
20:45 - 21:00,-15.00,28.79,-1.00,15.93,-39.00,0.10,9.60
21:00 - 21:15,-14.00,76.78,-1.00,15.64,-42.00,0.10,28.79
21:15 - 21:30,0.00,78.70,-1.00,15.36,-43.00,0.00,28.79
21:30 - 21:45,66.22,9.60,-1.00,14.78,-44.00,0.00,19.20
21:45 - 22:00,63.34,9.60,-1.00,14.40,-47.00,0.00,19.20
22:00 - 22:15,106.54,-24.00,-1.00,13.92,-36.00,0.00,38.39
22:15 - 22:30,105.58,-30.00,-1.00,13.05,-36.00,0.00,38.39
22:30 - 22:45,55.67,-37.00,-1.00,12.38,-36.00,0.29,40.31
22:45 - 23:00,53.75,-44.00,-1.00,11.71,-37.00,0.00,40.31
23:00 - 23:15,33.59,0.00,-1.00,11.33,-37.00,0.00,38.39
23:15 - 23:30,31.67,0.00,-1.00,11.04,-37.00,0.00,38.39
23:30 - 23:45,17.28,-6.00,-1.00,10.37,-37.00,0.00,86.37
23:45 - 24:00,33.59,-19.00,-1.00,9.79,-37.00,0.00,187.16
