Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
Revision No,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCGT-Bawana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Schedule,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,280.2064,280.2064,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,271.6400,271.6400,271.6400,271.6400,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,287.2496,306.8560,310.0002,310.0002,310.0002,310.0002,310.0002,310.0002,310.0001,310.0001,299.8464,299.8464,291.2464,291.2464,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000,270.0000
DC Considered for Schedule,1320.00,1320.00,1320.00,1320.00,1320.00,1320.00,1320.00,1320.00,1320.00,1320.00,1320.00,1320.00,1320.00,1320.00,1320.00,1320.00,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,990.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1010.00,1020.00,1020.00,1020.00,1020.00,1020.00,1020.00,1020.00,1020.00,1020.00,1020.00,1020.00,1020.00,1020.00,1020.00,1055.00,1055.00,1055.00,1055.00,1055.00,1055.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1050.00,1045.00,1045.00,1045.00,1045.00
