Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-26.00,20.19,10.38,-35.00,0.00,-51.00
00:15 - 00:30,-45.00,18.26,10.00,-35.00,0.00,-49.00
00:30 - 00:45,-10.00,18.27,9.90,-35.00,0.00,-48.00
00:45 - 01:00,-13.00,16.34,9.81,-35.00,0.00,-48.00
01:00 - 01:15,-8.00,26.92,9.71,-35.00,0.00,-43.00
01:15 - 01:30,-10.00,26.92,9.61,-35.00,0.00,-39.00
01:30 - 01:45,-17.00,9.61,9.52,-35.00,0.00,-33.00
01:45 - 02:00,-17.00,0.00,9.42,-35.00,0.00,-35.00
02:00 - 02:15,-21.00,0.00,9.42,-40.00,0.00,-37.00
02:15 - 02:30,-19.00,0.00,9.42,-40.00,0.00,-36.00
02:30 - 02:45,-15.00,-18.00,9.42,-40.00,0.00,-29.00
02:45 - 03:00,-13.00,-21.00,9.42,-40.00,0.00,-26.00
03:00 - 03:15,-28.00,-24.00,9.42,0.00,0.00,-39.00
03:15 - 03:30,-28.00,-26.00,9.52,0.00,0.00,-39.00
03:30 - 03:45,-35.00,-28.00,9.71,-40.00,0.00,-39.00
03:45 - 04:00,-38.00,-20.00,9.90,-40.00,0.00,-37.00
04:00 - 04:15,-38.00,-19.00,10.19,-40.00,0.00,-42.00
04:15 - 04:30,-36.00,-20.00,10.57,-40.00,0.00,-40.00
04:30 - 04:45,-46.00,-30.00,10.96,-40.00,0.00,-44.00
04:45 - 05:00,-86.00,-38.00,12.11,-40.00,0.00,11.54
05:00 - 05:15,-77.00,-40.00,14.03,-30.00,0.00,-21.00
05:15 - 05:30,-62.00,-111.00,16.82,-30.00,0.00,-20.00
05:30 - 05:45,-36.00,-109.00,19.90,-30.00,0.00,-69.00
05:45 - 06:00,-26.00,-89.00,21.73,-30.00,0.00,-135.00
06:00 - 06:15,-31.00,-97.00,24.13,-50.00,0.00,14.42
06:15 - 06:30,-47.00,-102.00,25.57,-50.00,0.00,-1.00
06:30 - 06:45,-54.00,-112.00,25.96,-50.00,0.00,-13.00
06:45 - 07:00,-49.00,-111.00,26.44,-50.00,0.48,-27.00
07:00 - 07:15,-116.00,-124.00,27.40,-25.00,2.50,-38.00
07:15 - 07:30,-75.00,-106.00,16.98,-25.00,2.41,-35.00
07:30 - 07:45,-60.00,-118.00,27.98,-25.00,4.42,-49.00
07:45 - 08:00,-36.00,-115.00,27.39,-25.00,3.85,-54.00
08:00 - 08:15,-32.00,-120.00,26.82,-15.00,0.00,-45.00
08:15 - 08:30,-29.00,-111.00,25.86,-15.00,0.00,-40.00
08:30 - 08:45,10.57,-86.00,25.57,-15.00,0.00,-19.00
08:45 - 09:00,12.50,-80.00,24.61,-15.00,0.00,-17.00
09:00 - 09:15,64.41,0.00,23.26,-15.00,0.00,-23.00
