Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
12:30 - 12:45,143.81,142.85,8.69,-10.00,0.00,0.00,57.91
12:45 - 13:00,158.29,142.85,8.69,-10.00,0.00,0.00,57.91
13:00 - 13:15,84.94,119.68,8.69,-10.00,0.00,0.00,57.91
13:15 - 13:30,71.42,121.61,8.69,-10.00,0.00,0.00,53.09
13:30 - 13:45,66.60,123.55,8.69,-10.00,0.00,0.00,43.43
13:45 - 14:00,81.08,124.50,8.69,-10.00,0.00,0.00,48.26
14:00 - 14:15,249.99,216.20,8.69,0.00,0.00,0.00,14.48
14:15 - 14:30,247.09,217.17,8.69,0.00,0.00,0.00,14.48
14:30 - 14:45,270.25,150.57,8.69,0.00,0.00,0.00,1.93
14:45 - 15:00,247.09,135.13,8.69,0.00,0.00,0.00,20.27
15:00 - 15:15,239.37,154.43,11.58,0.00,0.00,0.00,14.48
15:15 - 15:30,254.81,148.64,11.58,0.00,0.00,0.00,28.96
15:30 - 15:45,203.67,141.88,13.51,0.00,0.00,0.00,63.70
15:45 - 16:00,213.31,133.20,13.51,0.00,0.00,0.00,70.46
16:00 - 16:15,206.56,132.23,5.79,0.00,0.00,0.00,9.65
16:15 - 16:30,193.03,123.55,5.79,0.00,0.00,0.00,14.48
16:30 - 16:45,147.66,129.34,4.83,0.00,0.00,0.00,4.83
16:45 - 17:00,156.36,131.27,3.86,0.00,0.00,0.00,4.83
17:00 - 17:15,148.64,105.21,7.24,0.00,0.00,0.00,-2.00
17:15 - 17:30,93.63,82.04,6.08,0.00,0.00,0.00,-2.00
17:30 - 17:45,35.71,78.18,3.86,0.00,0.00,0.00,-20.00
17:45 - 18:00,-12.00,89.76,2.90,-20.00,0.00,0.00,-20.00
18:00 - 18:15,-109.00,98.45,1.93,-20.00,0.00,0.00,-60.00
18:15 - 18:30,-160.00,55.02,1.93,-20.00,0.00,0.00,-50.00
18:30 - 18:45,-152.00,48.26,5.79,-20.00,0.00,0.00,-50.00
18:45 - 19:00,0.00,37.48,4.89,-20.00,0.00,-16.60,28.52
19:00 - 19:15,-89.00,-59.00,3.40,-15.00,0.00,0.00,2.62
19:15 - 19:30,-70.00,-52.00,3.09,-15.00,0.00,0.00,-4.00
19:30 - 19:45,-170.00,-40.00,3.13,-15.00,0.00,0.00,-40.00
19:45 - 20:00,-123.00,-40.00,2.88,-15.00,0.00,0.00,-40.00
20:00 - 20:15,-432.00,-68.00,3.36,-15.00,0.53,0.00,-54.00
20:15 - 20:30,-389.00,-67.00,2.82,-15.00,0.41,0.00,-55.00
20:30 - 20:45,-358.00,-69.00,2.73,-15.00,0.63,0.00,-100.00
20:45 - 21:00,-321.00,-66.00,2.71,-15.00,1.43,0.00,-100.00
21:00 - 21:15,-152.00,-14.00,2.22,0.00,0.76,0.00,-70.00
21:15 - 21:30,-68.00,-7.00,1.48,0.00,0.90,0.00,-56.00
21:30 - 21:45,2.06,-5.00,1.45,0.00,0.51,0.00,-105.00
21:45 - 22:00,4.42,-5.00,1.54,0.00,0.26,0.00,-105.00
22:00 - 22:15,0.00,-15.00,1.39,0.00,0.41,0.00,-88.00
22:15 - 22:30,79.89,-10.00,1.19,0.00,0.02,0.00,-95.00
22:30 - 22:45,71.71,0.00,0.68,0.00,0.44,0.00,-84.00
22:45 - 23:00,159.82,0.00,0.63,0.00,0.62,0.00,-74.00
23:00 - 23:15,168.32,3.76,0.56,0.00,0.29,0.00,-50.00
23:15 - 23:30,209.96,6.21,0.52,0.00,0.14,0.00,-30.00
23:30 - 23:45,289.75,77.83,0.72,0.00,0.17,0.00,0.00
23:45 - 24:00,306.51,99.44,0.81,0.00,0.00,0.00,4.89
