Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,116.28,4.97,0.00,-25.00,0.00,0.00,0.49
00:15 - 00:30,142.28,5.39,0.00,-24.00,0.00,0.00,1.08
00:30 - 00:45,129.04,23.32,0.00,-23.00,0.00,0.00,3.89
00:45 - 01:00,85.73,29.70,0.00,-24.00,0.00,0.00,4.95
01:00 - 01:15,126.78,23.28,0.00,-48.00,0.00,-30.00,17.90
01:15 - 01:30,71.84,21.71,-1.00,-48.00,0.00,-30.00,11.84
01:30 - 01:45,103.34,70.06,-2.00,0.00,0.00,-8.00,40.88
01:45 - 02:00,69.77,78.25,-2.00,0.00,0.00,-8.00,52.17
02:00 - 02:15,40.08,69.52,-3.00,0.00,0.00,-30.00,81.79
02:15 - 02:30,11.09,55.47,-3.00,0.00,0.00,-30.00,129.42
02:30 - 02:45,-27.00,82.04,-4.00,0.00,0.00,0.00,35.71
02:45 - 03:00,-44.00,82.04,-4.00,0.00,0.00,0.00,35.71
03:00 - 03:15,-77.00,98.45,-4.00,0.00,0.00,0.00,38.61
03:15 - 03:30,-76.00,95.56,-4.00,0.00,0.00,0.00,35.71
03:30 - 03:45,-52.00,92.66,-5.00,0.00,0.00,0.00,22.20
03:45 - 04:00,-7.00,86.87,-5.00,0.00,0.00,0.00,22.20
04:00 - 04:15,38.61,53.08,-5.00,-15.00,0.00,0.00,-35.00
04:15 - 04:30,44.40,48.26,-6.00,-15.00,0.00,0.00,-35.00
04:30 - 04:45,19.30,44.40,-6.00,-15.00,0.00,0.00,-54.00
04:45 - 05:00,0.00,55.02,-6.00,-15.00,0.00,0.00,-10.00
05:00 - 05:15,-11.00,39.57,-6.00,-15.00,0.00,0.00,-50.00
05:15 - 05:30,-7.00,47.29,-6.00,-15.00,0.00,0.00,4.83
05:30 - 05:45,0.00,45.36,-6.00,-15.00,0.00,0.00,14.48
05:45 - 06:00,18.34,63.70,-6.00,-15.00,0.00,0.00,40.54
06:00 - 06:15,0.00,47.29,-2.00,-15.00,0.00,0.00,48.26
06:15 - 06:30,0.00,40.54,-2.00,-15.00,0.00,0.00,48.26
06:30 - 06:45,-30.00,38.61,-2.00,-15.00,0.00,0.00,53.08
06:45 - 07:00,-38.00,4.83,-1.00,-15.00,0.00,0.00,53.08
07:00 - 07:15,-107.00,-20.00,0.00,-24.00,0.00,0.00,-65.00
07:15 - 07:30,-88.00,-18.00,0.00,-32.00,0.00,0.00,-25.00
07:30 - 07:45,-71.00,-16.00,0.00,-32.00,0.00,0.00,-2.00
07:45 - 08:00,-60.00,-15.00,0.00,-31.00,0.00,0.00,24.13
08:00 - 08:15,-34.00,-35.00,-5.00,-32.00,0.00,0.00,12.55
08:15 - 08:30,-38.00,-30.00,-3.00,-38.00,0.00,0.00,12.55
08:30 - 08:45,-28.00,0.00,-2.00,-73.00,0.00,0.00,-10.00
08:45 - 09:00,-30.00,0.00,0.00,-66.00,0.00,0.00,-15.00
09:00 - 09:15,0.00,15.45,7.14,-93.00,0.00,0.00,-5.00
09:15 - 09:30,0.00,19.30,8.11,-80.00,0.00,0.00,-5.00
09:30 - 09:45,0.00,48.26,11.00,-66.00,0.00,0.00,-15.00
09:45 - 10:00,0.00,62.73,11.97,-53.00,0.00,0.00,28.96
10:00 - 10:15,27.99,24.13,12.55,-44.00,0.00,0.00,24.13
10:15 - 10:30,34.74,27.03,12.55,-38.00,0.00,0.00,28.96
10:30 - 10:45,51.15,34.75,13.51,-33.00,0.00,0.00,42.47
10:45 - 11:00,48.26,39.57,13.51,-29.00,0.00,0.00,42.47
11:00 - 11:15,129.34,48.26,13.51,-31.00,0.00,0.00,28.96
11:15 - 11:30,136.09,48.26,13.51,-30.00,0.00,0.00,28.96
11:30 - 11:45,118.71,57.91,13.51,-20.00,0.00,0.00,48.26
11:45 - 12:00,127.41,66.60,13.51,-20.00,0.00,0.00,48.26
12:00 - 12:15,271.22,130.30,8.69,-20.00,0.00,0.00,33.78
12:15 - 12:30,267.36,157.33,8.69,-20.00,0.00,0.00,43.43
