Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-70.00,-10.00,-1.50,15.26,-9.00,-54.00
00:15 - 00:30,-80.00,-10.00,-1.50,14.98,-11.00,-38.00
00:30 - 00:45,-102.00,-10.00,-1.50,14.98,-12.00,-43.00
00:45 - 01:00,0.00,-10.00,-1.50,14.98,-13.00,-40.00
01:00 - 01:15,-175.00,-20.00,-1.50,14.98,-15.00,-55.00
01:15 - 01:30,0.00,-25.00,-1.50,14.98,-15.00,-54.00
01:30 - 01:45,37.44,-30.00,-1.50,14.98,-16.00,-53.00
01:45 - 02:00,90.24,-28.00,-1.50,14.98,-17.00,-51.00
02:00 - 02:15,5.76,-16.00,-1.50,14.40,-17.00,-46.00
02:15 - 02:30,42.24,0.00,-1.50,14.40,-18.00,-46.00
02:30 - 02:45,40.32,-29.00,-1.50,14.40,-19.00,-38.00
02:45 - 03:00,42.24,-52.00,-1.50,14.40,-19.00,-35.00
03:00 - 03:15,38.40,-86.00,-1.50,14.40,-20.00,-74.00
03:15 - 03:30,23.04,-102.00,-1.50,14.40,-20.00,-133.00
03:30 - 03:45,-27.00,-43.00,-0.10,14.40,-19.00,-75.00
03:45 - 04:00,-12.00,-8.00,-0.10,14.02,-19.00,-100.00
04:00 - 04:15,-13.00,51.84,-0.10,14.02,-19.00,-52.00
04:15 - 04:30,-30.00,60.48,-0.10,14.02,-19.00,-50.00
04:30 - 04:45,-60.00,0.00,-0.10,14.40,-19.00,-47.00
04:45 - 05:00,-117.00,-35.00,-0.10,14.40,-19.00,-45.00
05:00 - 05:15,26.88,-50.00,-1.50,15.36,-18.00,-23.00
05:15 - 05:30,27.84,-24.00,-1.50,15.36,-17.00,-26.00
05:30 - 05:45,72.00,-11.00,-1.50,16.32,-16.00,-42.00
05:45 - 06:00,67.20,-57.00,-1.50,17.28,-15.00,-68.00
06:00 - 06:15,-47.00,-40.00,-1.50,18.24,-13.00,-51.00
06:15 - 06:30,-15.00,-60.00,-1.50,19.20,-11.00,-42.00
06:30 - 06:45,0.00,-48.00,-1.50,20.16,0.00,-67.00
06:45 - 07:00,0.00,-45.00,-1.50,21.12,0.00,-78.00
07:00 - 07:15,-32.00,-48.00,-1.50,21.12,0.00,-80.00
07:15 - 07:30,-24.00,-93.00,-1.50,22.08,0.00,-80.00
07:30 - 07:45,-53.00,-20.00,-1.50,23.04,0.00,-100.00
07:45 - 08:00,-141.00,-10.00,-1.50,23.04,0.00,-110.00
08:00 - 08:15,-119.00,-9.00,-1.50,24.00,0.00,-150.00
08:15 - 08:30,-86.00,-12.00,-1.50,24.00,0.00,-145.00
08:30 - 08:45,-56.00,30.72,-1.50,24.00,0.00,-121.00
08:45 - 09:00,-68.00,24.00,-1.50,24.00,0.00,-130.00
09:00 - 09:15,-73.00,21.12,-1.50,24.48,-40.00,-132.00
09:15 - 09:30,-53.00,21.12,-1.50,24.00,-40.00,-116.00
09:30 - 09:45,-81.00,72.96,-1.50,24.00,-40.00,-65.00
09:45 - 10:00,-69.00,87.36,-1.50,23.04,-40.00,-50.00
10:00 - 10:15,-59.00,65.28,0.00,23.04,-40.00,-14.00
10:15 - 10:30,-28.00,65.28,0.00,22.08,-40.00,-23.00
10:30 - 10:45,-27.00,12.48,0.00,22.08,-40.00,-32.00
10:45 - 11:00,-43.00,-99.00,0.00,21.12,-40.00,-39.00
11:00 - 11:15,-47.00,-126.00,0.00,21.12,-40.00,-45.00
11:15 - 11:30,-57.00,-128.00,0.00,21.12,-40.00,-56.00
11:30 - 11:45,-90.00,-136.00,0.00,19.20,-40.00,-53.00
11:45 - 12:00,-106.00,-135.00,0.00,19.20,-40.00,-17.00
12:00 - 12:15,72.00,-133.00,0.00,18.24,-40.00,26.88
12:15 - 12:30,56.63,-129.00,0.00,18.24,-40.00,16.32
12:30 - 12:45,61.44,-125.00,0.00,17.28,-40.00,17.28
12:45 - 13:00,39.36,-78.00,0.00,16.32,-40.00,-10.00
13:00 - 13:15,23.04,8.64,0.00,15.94,-40.00,-69.00
13:15 - 13:30,16.32,10.56,0.00,15.74,-40.00,-100.00
13:30 - 13:45,0.00,62.40,0.00,14.88,-40.00,-50.00
13:45 - 14:00,0.00,64.32,0.00,14.88,-40.00,-21.00
14:00 - 14:15,0.00,75.84,0.00,14.40,-40.00,-19.00
14:15 - 14:30,0.00,76.80,0.00,13.82,-40.00,-10.00
14:30 - 14:45,10.56,80.64,0.00,13.73,-40.00,11.52
14:45 - 15:00,18.24,87.36,0.00,13.44,-40.00,12.48
15:00 - 15:15,55.68,89.28,0.00,13.15,-40.00,17.28
15:15 - 15:30,59.52,82.56,0.00,13.44,-40.00,22.08
15:30 - 15:45,81.60,92.16,0.00,13.44,-40.00,44.16
15:45 - 16:00,79.68,86.40,0.00,13.44,-40.00,55.68
16:00 - 16:15,46.08,89.28,0.00,13.44,-40.00,-6.00
16:15 - 16:30,51.84,76.80,0.00,13.73,-40.00,-3.00
16:30 - 16:45,24.00,0.00,0.00,13.82,-40.00,24.00
16:45 - 17:00,53.76,-44.00,0.00,14.88,-40.00,0.00
17:00 - 17:15,32.64,-37.00,0.00,15.94,0.00,-90.00
17:15 - 17:30,39.36,-45.00,0.00,16.99,0.00,-75.00
17:30 - 17:45,35.52,-61.00,0.00,18.05,0.00,-90.00
17:45 - 18:00,-40.00,-41.00,0.00,19.10,0.00,-105.00
18:00 - 18:15,-144.00,33.60,0.00,19.39,0.00,-125.00
18:15 - 18:30,-29.00,31.68,0.00,19.87,0.00,-125.00
18:30 - 18:45,-34.00,-26.00,0.00,20.16,0.00,-130.00
18:45 - 19:00,-119.00,27.84,0.00,20.93,0.00,-110.00
19:00 - 19:15,-86.00,25.92,0.00,21.60,0.00,-115.00
19:15 - 19:30,-94.00,23.04,0.00,21.60,0.00,-120.00
19:30 - 19:45,-63.00,-25.00,0.00,21.12,0.00,-130.00
19:45 - 20:00,-97.00,-48.00,0.00,21.12,0.00,-125.00
20:00 - 20:15,-10.00,-30.00,0.00,20.64,0.00,-100.00
20:15 - 20:30,-6.00,-36.00,0.00,20.35,0.00,-90.00
20:30 - 20:45,0.00,-48.00,0.00,15.84,0.00,-80.00
20:45 - 21:00,0.00,-55.00,0.00,15.65,0.00,-70.00
21:00 - 21:15,0.00,-44.00,0.00,15.17,0.00,-60.00
21:15 - 21:30,0.00,-56.00,0.00,14.88,0.00,-30.00
21:30 - 21:45,0.00,-56.00,0.00,14.11,0.00,-50.00
21:45 - 22:00,0.00,-77.00,0.00,13.92,0.00,-120.00
22:00 - 22:15,30.72,-24.00,-1.00,12.96,0.00,9.60
22:15 - 22:30,40.32,-25.00,-1.00,12.29,0.00,14.40
22:30 - 22:45,58.56,-35.00,-1.00,12.19,0.00,26.88
22:45 - 23:00,52.80,-42.00,-1.00,11.42,0.00,16.32
23:00 - 23:15,102.72,-99.00,-1.00,10.85,0.00,10.56
23:15 - 23:30,98.88,-92.00,-1.00,10.27,0.00,-6.00
23:30 - 23:45,41.28,-84.00,-1.00,9.50,0.00,-37.00
23:45 - 24:00,-25.00,-62.00,-1.00,9.50,0.00,-19.00
