genconame,ANTA_CRF,ANTA_GF,ANTA_LF,ANTA_RF,AURY_CRF,AURY_GF,AURY_LF,AURY_RF,BRBCL,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,DADR_CRF,DADRI_GF,DADRI_LF,DADRI_RF,DADRI_T2,DHAULIGNGA,DULHASTI,FARAKKA,JHAJJAR,KGSU1AND2,KGSU3AND4,KAHLGAN1,KAHLGAN2,KISHANGANGA,KKNP,KKNPPU2,KOLDAM,KOTESHWR,KUDGI,MAPS,NAPP,NJPC,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI2,PARBATI3,RAMPUR,RAPPB,RAPPC,RIHAND1,RIHAND2,RIHAND3,RSTPS1TO6,RSTOSU7,SALAL,SASAN,SEWA2,SIMHST1,SIMHST2,SNGRAULI,SINGRAULI_HYDRO,TALA,TALST2,TANAKPUR,TANDA2,TEHRI,TelanganaSTPP,UNCHHAR1,UNCHHAR2,UNCHHAR3,UNCHAHAR4,URI,URI2,VALLURNTECL
1,0,0,0,5.9783328,0,0,0,9.62790675,,1.821688,5.888355,3.6775431,2.7026835,0,0,0,8.3372542,89.7192351,0,2.3011296,2.136013,26.72973655,,,6.402451,20.71751,,,,0,,0,,0,3.04115735,,,,,,,0,2.3106204,0,0,7.2605258,0,16.5886413,27.85171125,,,9.901936,121.376475,2.2066,,,36.378188,,0,,0.071247,0,,,2.9098839,5.9211999,3.68744255,0,4.781931,4.64047485,
2,0,0,0,5.9783328,0,0,0,9.62790675,,1.821688,5.888355,3.6775431,2.7026835,0,0,0,8.3372542,89.7192351,0,2.3011296,2.136013,26.72973655,,,6.402451,20.71751,,,,0,,0,,0,3.04115735,,,,,,,0,2.3106204,0,0,7.2605258,0,16.5886413,27.85171125,,,9.901936,121.376475,2.2066,,,36.378188,,0,,0.071247,0,,,2.9098839,5.9211999,3.68744255,0,4.781931,4.64047485,
3,0,0,0,5.9783328,0,0,0,9.62790675,,1.821688,5.888355,3.6775431,2.7026835,0,0,0,8.3372542,89.7192351,0,2.3011296,2.136013,26.72973655,,,6.402451,20.71751,,,,0,,0,,0,3.04115735,,,,,,,0,0.49761855,0,0,7.2605258,0,16.5886413,27.85171125,,,9.901936,121.376475,2.2066,,,36.378188,,0,,0.071247,0,,,2.9098839,5.9211999,3.68744255,0,4.781931,4.64047485,
4,0,0,0,5.9783328,0,0,0,9.62790675,,1.821688,5.888355,3.6775431,2.7026835,0,0,0,8.3372542,89.7192351,0,2.3011296,2.136013,26.72973655,,,6.402451,20.71751,,,,0,,0,,0,3.04115735,,,,,,,0,0,0,0,7.2605258,0,16.5886413,27.85171125,,,9.901936,121.376475,2.2066,,,36.378188,,0,,0.071247,0,,,2.9098839,5.9211999,3.68744255,0,4.781931,4.64047485,
5,0,0,0,5.9783328,0,0,0,9.62790675,,2.732532,5.888355,3.6775431,2.7026835,0,0,0,8.3372542,89.7192351,0,4.6022592,2.136013,26.72973655,,,6.402451,20.71751,,,,0,,0,,0,3.04115735,,,,,,,0,0,0,0,7.2605258,0,16.5886413,27.85171125,,,9.901936,121.376475,2.2066,,,36.378188,,0,,0.286385,0,,,2.9098839,5.9211999,3.68744255,0,4.781931,4.64047485,
6,0,0,0,6.007419,0,0,0,9.62790675,,2.732532,4.410329,3.6775431,2.7026835,0,0,0,8.3372542,89.7192351,0,4.6022592,2.136013,26.72973655,,,6.402451,20.71751,,,,0,,0,,0,3.04115735,,,,,,,0,0,0,0,7.2605258,0,16.5886413,27.85171125,,,9.901936,121.376475,2.2066,,,36.378188,,0,,0.286385,0,,,2.9098839,5.9211999,3.68744255,0,4.781931,4.64047485,
7,0,0,0,6.007419,0,0,0,9.62790675,,2.732532,3.92557,3.6775431,2.7026835,0,0,0,8.3372542,90.28674655,0,4.6022592,2.136013,26.72973655,,,6.402451,20.71751,,,,0,,0,,0,3.04115735,,,,,,,0,0,0,0,7.2605258,0,16.5886413,27.85171125,,,9.901936,121.376475,2.2066,,,36.378188,,0,,0.286385,0,,,2.9098839,5.9211999,3.68744255,0,4.781931,4.64047485,
8,0,0,0,6.007419,0,0,0,9.62790675,,2.732532,1.962785,3.6775431,2.7026835,0,0,0,8.3372542,90.28674655,0,4.6022592,2.136013,26.72973655,,,6.402451,20.71751,,,,0,,0,,0,3.04115735,,,,,,,0,0,0,0,7.2605258,0,16.5886413,27.85171125,,,9.901936,121.376475,2.2066,,,36.378188,,0,,0.286385,0,,,2.9098839,5.9211999,3.68744255,0,4.781931,4.64047485,
9,0,0,0,6.007419,0,0,0,9.62790675,,2.732532,0,3.6775431,2.7026835,0,0,0,8.3372542,90.28674655,0,4.6022592,2.136013,26.72973655,,,6.402451,20.71751,,,,0,,0,,0,0,,,,,,,0,0,0,0,7.2605258,0,16.5886413,27.85171125,,,9.901936,121.376475,2.2066,,,36.378188,,0,,0.071247,0,,,2.9098839,5.9211999,3.68744255,0,4.781931,4.64047485,
10,0,0,0,6.007419,0,0,0,9.62790675,,2.732532,0,3.6775431,2.7026835,0,0,0,8.3372542,90.28674655,0,4.6022592,2.136013,26.72973655,,,6.402451,20.71751,,,,0,,0,,0,0,,,,,,,0,0,0,0,7.2605258,0,16.5886413,27.85171125,,,9.901936,121.376475,2.2066,,,36.378188,,0,,0.071247,0,,,2.9098839,5.9211999,3.68744255,0,4.781931,4.64047485,
