Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
08:15 - 08:30,30.89,19.30,-4.00,-21.00,0.00,51.16
08:30 - 08:45,0.00,70.46,-2.70,-18.00,0.00,43.43
08:45 - 09:00,0.00,73.35,-2.00,0.00,0.00,44.40
09:00 - 09:15,19.30,28.96,-4.00,-35.00,0.00,33.78
09:15 - 09:30,20.27,19.30,-3.50,-25.00,0.00,32.82
09:30 - 09:45,20.27,-73.00,-3.30,-12.00,3.28,4.83
09:45 - 10:00,-15.00,-64.00,-3.30,-15.00,0.00,2.90
10:00 - 10:15,-45.00,-62.00,-6.00,-15.00,0.00,2.90
10:15 - 10:30,-32.00,-63.00,-6.00,0.00,0.00,-1.00
10:30 - 10:45,-91.00,-70.00,-6.00,0.00,0.00,-19.00
10:45 - 11:00,-101.00,-79.00,-6.00,0.00,0.00,-20.00
11:00 - 11:15,-246.00,-92.00,-7.00,0.00,0.00,-5.00
11:15 - 11:30,-232.00,-83.00,-7.00,0.00,0.00,-5.00
11:30 - 11:45,-177.00,-76.00,-7.00,0.00,0.00,-60.00
11:45 - 12:00,-180.00,-73.00,-7.00,0.00,0.00,-70.00
12:00 - 12:15,-196.00,-78.00,-7.00,0.00,0.00,0.00
12:15 - 12:30,-212.00,-67.00,-7.00,0.00,0.00,19.30
12:30 - 12:45,-171.00,-58.00,-7.00,0.00,0.00,14.48
12:45 - 13:00,-200.00,-51.00,-7.00,0.00,0.00,-10.00
13:00 - 13:15,-212.00,-57.00,-7.00,0.00,0.00,-53.00
13:15 - 13:30,-207.00,-61.00,-7.00,0.00,0.00,-35.00
13:30 - 13:45,-199.00,-49.00,-7.00,0.00,0.00,-46.00
13:45 - 14:00,-218.00,-40.00,-7.00,0.00,0.00,6.76
14:00 - 14:15,-210.00,-44.00,-6.50,0.00,1.83,-22.00
14:15 - 14:30,-230.00,-65.00,-7.00,0.00,4.92,-23.00
14:30 - 14:45,-290.00,-45.00,-7.00,0.00,3.28,0.00
14:45 - 15:00,-297.00,-33.00,-7.00,0.00,1.16,-15.00
15:00 - 15:15,-275.00,-28.00,-4.00,0.00,0.00,-40.00
15:15 - 15:30,-277.00,-22.00,-4.00,0.00,0.00,-45.00
15:30 - 15:45,-236.00,11.58,-4.00,0.00,0.00,-30.00
15:45 - 16:00,-204.00,20.27,-4.00,0.00,0.00,-20.00
16:00 - 16:15,-75.00,29.92,-1.00,0.00,0.00,-14.00
16:15 - 16:30,-45.00,41.50,-1.00,0.00,0.00,-6.00
16:30 - 16:45,-186.00,60.80,-2.00,-14.00,0.00,34.75
16:45 - 17:00,-156.00,62.74,-2.00,-14.00,0.00,46.33
17:00 - 17:15,-149.00,73.35,3.38,-14.00,0.00,-12.00
17:15 - 17:30,-131.00,82.05,2.41,-14.00,0.00,-11.00
17:30 - 17:45,-86.00,77.21,0.97,-11.00,0.00,-7.00
17:45 - 18:00,-119.00,72.39,0.00,-26.00,0.00,-51.00
18:00 - 18:15,10.62,33.78,-1.00,-39.00,0.00,67.56
18:15 - 18:30,0.00,80.11,-1.50,-44.00,0.00,86.87
18:30 - 18:45,-31.00,75.29,-2.00,-46.00,0.00,77.21
18:45 - 19:00,-64.00,87.83,-2.00,-46.00,0.68,57.91
19:00 - 19:15,-132.00,84.94,-2.00,-80.00,0.00,143.81
19:15 - 19:30,-118.00,101.35,-2.00,-86.00,0.00,103.27
19:30 - 19:45,-114.00,33.78,-1.00,-86.00,0.00,53.09
19:45 - 20:00,-85.00,4.83,0.00,-87.00,0.00,38.60
20:00 - 20:15,-92.00,4.83,0.00,-87.00,0.00,27.99
20:15 - 20:30,-75.00,-5.00,0.00,-87.00,0.00,15.44
20:30 - 20:45,-60.00,-20.00,-2.00,-87.00,0.00,17.37
20:45 - 21:00,-35.00,-25.00,-2.00,-87.00,3.67,16.41
21:00 - 21:15,-77.00,-55.00,-2.00,-88.00,4.63,6.76
21:15 - 21:30,10.61,-60.00,-2.00,-81.00,1.16,8.69
21:30 - 21:45,0.00,-90.00,-2.00,-81.00,0.77,-73.00
21:45 - 22:00,0.00,-98.00,-2.00,-88.00,0.48,-79.00
22:00 - 22:15,8.69,-114.00,-2.00,-87.00,1.35,-65.00
22:15 - 22:30,6.76,-110.00,-2.00,-88.00,1.25,-23.00
22:30 - 22:45,-22.00,-96.00,-2.00,-88.00,0.00,-10.00
22:45 - 23:00,-11.00,-74.00,-2.00,-84.00,0.00,9.65
23:00 - 23:15,31.86,-78.00,-3.00,-95.00,1.25,-40.00
23:15 - 23:30,25.10,-86.00,-3.00,-95.00,1.54,-40.00
23:30 - 23:45,19.30,-90.00,-3.00,-95.00,0.00,-50.00
23:45 - 24:00,23.16,-90.00,-3.00,-95.00,0.00,-60.00
