Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-26.00,-115.00,-1.80,-60.00,0.10,-14.00
00:15 - 00:30,-64.00,-115.00,-2.20,-60.00,0.00,-14.00
00:30 - 00:45,-114.00,-95.00,-2.70,-58.00,0.00,-32.00
00:45 - 01:00,-147.00,-95.00,-3.00,-58.00,0.00,-32.00
01:00 - 01:15,-112.00,-65.00,-3.30,-58.00,0.00,-20.00
01:15 - 01:30,-115.00,-65.00,-3.40,-58.00,0.00,4.83
01:30 - 01:45,-87.00,5.79,-4.40,-58.00,0.00,-68.00
01:45 - 02:00,-66.00,33.78,-4.70,-58.00,0.00,-37.00
02:00 - 02:15,-35.00,17.37,-5.00,-35.00,0.00,-43.00
02:15 - 02:30,-59.99,17.37,-5.10,-35.00,0.00,-41.00
02:30 - 02:45,-42.00,27.99,-5.20,-35.00,0.00,19.30
02:45 - 03:00,-74.00,26.06,-5.30,-35.00,0.00,12.55
03:00 - 03:15,0.00,47.29,-5.40,-35.00,0.00,20.27
03:15 - 03:30,0.00,54.05,-5.50,-33.00,0.00,24.13
03:30 - 03:45,-10.00,61.78,-5.60,-34.00,0.00,21.23
03:45 - 04:00,-36.00,31.86,-5.70,-34.00,0.00,19.30
04:00 - 04:15,-51.00,26.06,-6.00,-35.00,0.00,-25.00
04:15 - 04:30,-61.00,22.20,-6.00,-35.00,0.00,-25.00
04:30 - 04:45,-27.00,20.27,-6.00,-36.00,0.00,-86.00
04:45 - 05:00,-44.00,22.20,-6.00,-37.00,0.00,-41.00
05:00 - 05:15,18.34,25.09,-6.00,-36.00,0.00,-32.00
05:15 - 05:30,0.00,20.27,-6.00,-36.00,0.00,23.16
05:30 - 05:45,0.00,52.12,-6.00,-36.00,0.00,32.82
05:45 - 06:00,0.00,21.24,-6.00,-36.00,0.00,7.72
06:00 - 06:15,-33.00,19.30,-6.00,-37.00,0.00,40.54
06:15 - 06:30,0.00,19.30,-6.00,-35.00,0.00,49.23
06:30 - 06:45,17.37,0.00,-5.50,-33.00,0.00,56.95
06:45 - 07:00,0.00,0.00,-5.00,-30.00,1.06,-39.00
07:00 - 07:15,8.69,17.37,-4.00,-21.00,0.00,-5.00
07:15 - 07:30,0.00,13.51,-3.50,-20.00,0.00,17.38
07:30 - 07:45,14.48,19.30,-3.00,-19.00,0.00,37.64
07:45 - 08:00,30.89,14.48,-2.50,-19.00,0.00,57.91
08:00 - 08:15,55.02,27.03,-7.00,-21.00,0.00,55.97
