Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-20.00,9.64,-1.50,11.56,-14.00,0.00,-7.00
00:15 - 00:30,-22.00,19.28,-1.50,11.37,-17.00,0.00,-17.00
00:30 - 00:45,-25.00,67.46,-1.50,11.37,-19.00,0.00,-18.00
00:45 - 01:00,-25.00,62.64,-1.50,11.28,-20.00,0.00,-17.00
01:00 - 01:15,-38.00,72.28,-1.50,11.08,-20.00,0.00,-15.00
01:15 - 01:30,-78.00,70.35,-1.50,10.89,-20.00,0.00,-15.00
01:30 - 01:45,-81.00,65.54,-1.50,10.79,-20.00,0.00,-14.00
01:45 - 02:00,-39.00,28.92,-1.50,10.60,-19.00,0.00,3.85
02:00 - 02:15,-36.00,11.57,-1.50,10.60,-20.00,0.00,0.00
02:15 - 02:30,-33.00,12.53,-1.50,10.60,-19.00,0.00,1.93
02:30 - 02:45,-36.00,14.46,-1.50,10.60,-20.00,0.00,-5.00
02:45 - 03:00,-36.00,14.46,-1.50,10.60,-20.00,0.00,-10.00
03:00 - 03:15,-32.00,20.24,-1.50,10.50,-20.00,0.00,-15.00
03:15 - 03:30,-35.00,19.27,-1.50,10.41,-20.00,0.00,-15.00
03:30 - 03:45,-18.00,20.24,-1.50,10.41,-20.00,0.00,-5.00
03:45 - 04:00,-16.00,19.27,-1.50,10.60,-20.00,0.00,-5.00
04:00 - 04:15,0.00,-24.00,-1.50,10.70,-20.00,0.00,4.82
04:15 - 04:30,0.00,-21.00,-1.50,11.37,-20.00,0.00,4.82
04:30 - 04:45,-35.00,-25.00,-1.50,12.04,-19.00,0.00,1.93
04:45 - 05:00,-82.00,-23.00,-1.50,12.53,-19.00,0.00,1.93
05:00 - 05:15,0.00,-15.00,-1.50,14.46,-20.00,0.00,-10.00
05:15 - 05:30,21.20,-15.00,-1.50,15.61,-20.00,0.00,-10.00
05:30 - 05:45,40.47,14.46,-1.50,16.77,-20.00,0.00,9.64
05:45 - 06:00,55.89,14.46,-1.50,17.54,-20.20,0.00,9.64
06:00 - 06:15,-22.00,21.20,-1.50,19.66,-19.60,0.00,0.96
06:15 - 06:30,39.51,26.02,-1.50,20.72,-26.80,0.00,0.96
06:30 - 06:45,56.86,-55.00,-1.50,22.36,-24.60,0.00,11.56
06:45 - 07:00,57.83,-85.00,-1.50,23.51,-20.30,0.00,13.49
07:00 - 07:15,62.64,-53.00,-1.50,24.38,-30.80,0.00,9.64
07:15 - 07:30,67.46,-38.00,-1.50,24.38,-25.80,0.00,-10.00
07:30 - 07:45,2.89,-35.00,-1.50,24.38,-20.20,0.00,-15.00
07:45 - 08:00,13.49,10.60,-1.50,24.38,-14.40,0.00,-10.00
08:00 - 08:15,-20.00,-52.00,-1.50,24.38,-16.70,0.00,-25.00
08:15 - 08:30,-18.00,-43.00,-1.50,22.45,-8.90,0.00,-45.00
08:30 - 08:45,-6.00,-35.00,-1.50,22.45,0.00,0.00,-40.00
08:45 - 09:00,-14.00,-53.00,-1.50,22.45,0.00,0.00,-38.00
09:00 - 09:15,-20.00,14.46,-1.50,22.45,-37.00,0.00,-35.00
09:15 - 09:30,-29.00,24.10,-1.50,22.45,-33.00,0.00,-30.00
09:30 - 09:45,-70.00,-15.00,-1.50,22.45,-26.00,0.00,-39.00
09:45 - 10:00,-108.00,-44.00,-1.50,22.45,-21.00,0.00,-27.00
10:00 - 10:15,-75.00,-42.00,-1.00,22.45,-15.00,0.00,-28.00
10:15 - 10:30,-89.00,-36.00,-1.00,21.49,-12.00,0.00,-32.00
10:30 - 10:45,0.00,-33.00,-1.00,21.20,-8.00,0.00,-15.00
10:45 - 11:00,15.42,-31.00,-1.00,20.82,-8.00,0.00,-13.00
11:00 - 11:15,-35.00,-12.00,-1.00,20.14,-22.00,0.00,-18.00
11:15 - 11:30,-40.00,-10.00,-1.00,19.95,-20.00,0.00,-20.00
11:30 - 11:45,0.00,10.60,-1.00,19.27,-19.00,0.00,22.17
11:45 - 12:00,0.00,7.71,-1.00,19.28,-18.00,0.00,11.56
12:00 - 12:15,0.00,7.71,-1.00,19.27,-17.00,0.00,50.12
12:15 - 12:30,0.00,12.53,-1.00,19.27,-16.00,0.00,84.81
12:30 - 12:45,50.11,18.31,-1.00,18.31,-15.00,0.00,124.32
12:45 - 13:00,36.62,15.42,-1.00,18.31,-15.00,0.00,92.52
13:00 - 13:15,-21.00,7.71,-1.00,17.35,-12.00,0.00,-6.00
13:15 - 13:30,-43.00,5.78,-1.00,17.35,-14.00,0.00,-3.00
13:30 - 13:45,-56.00,5.78,-1.00,17.35,-16.00,0.00,-14.00
13:45 - 14:00,-63.00,6.75,-1.00,17.35,-18.00,0.00,27.94
14:00 - 14:15,-63.00,19.27,-1.00,16.38,-17.00,0.00,6.75
14:15 - 14:30,-60.00,16.38,-1.00,16.38,-16.00,0.00,6.75
14:30 - 14:45,-57.00,21.21,-1.00,16.38,-15.00,0.00,19.27
14:45 - 15:00,-55.00,25.06,-1.00,16.38,-13.00,0.00,16.38
15:00 - 15:15,-18.00,27.95,-1.00,17.35,-13.00,0.00,28.90
15:15 - 15:30,7.71,10.60,-1.00,17.35,-11.00,0.00,24.09
15:30 - 15:45,60.71,10.60,-1.00,17.35,-12.00,0.00,27.95
15:45 - 16:00,97.33,-19.00,-1.00,17.35,-13.00,0.00,19.27
16:00 - 16:15,37.58,-43.00,-1.00,18.31,-14.00,0.00,35.66
16:15 - 16:30,10.60,29.87,-1.00,18.31,-16.00,0.00,35.66
16:30 - 16:45,-36.00,35.66,-1.00,18.31,-18.00,0.00,28.91
16:45 - 17:00,-31.00,39.51,-1.00,18.31,-22.00,0.00,33.73
17:00 - 17:15,-45.00,37.59,-1.00,18.31,0.00,0.00,28.91
17:15 - 17:30,-1.00,52.04,-1.00,18.31,0.00,0.00,38.55
17:30 - 17:45,-29.00,5.78,-1.00,18.31,0.00,0.00,57.82
17:45 - 18:00,-61.00,2.89,-1.00,18.31,0.00,0.00,53.00
18:00 - 18:15,82.88,-9.00,-1.00,19.27,0.00,0.00,33.73
18:15 - 18:30,42.41,10.60,-1.00,19.27,0.00,0.00,28.91
18:30 - 18:45,11.56,-9.00,-1.00,19.27,0.00,0.00,53.01
18:45 - 19:00,21.21,-18.00,-1.00,19.27,0.00,0.00,-5.00
19:00 - 19:15,70.27,-41.00,-1.00,16.73,0.00,2.76,41.83
19:15 - 19:30,15.44,-89.00,-1.00,12.35,-6.00,4.08,27.79
19:30 - 19:45,-67.00,-105.00,-1.00,16.07,-10.00,4.18,36.17
19:45 - 20:00,-115.00,-108.00,-1.00,19.27,-13.00,5.20,28.92
20:00 - 20:15,-151.00,-40.00,-1.00,19.27,-19.00,2.60,9.64
20:15 - 20:30,-75.00,-55.00,-1.00,19.27,-23.00,0.00,9.64
20:30 - 20:45,-162.00,-38.00,-1.00,17.25,-19.00,0.00,28.91
20:45 - 21:00,-100.00,-48.00,-1.00,16.67,-20.00,0.00,28.91
21:00 - 21:15,81.92,13.49,-1.00,16.38,-20.00,0.00,38.55
21:15 - 21:30,127.20,14.46,-1.00,15.90,-20.00,0.00,38.55
21:30 - 21:45,69.39,-22.00,-1.00,15.13,-20.00,0.00,86.73
21:45 - 22:00,69.39,-52.00,-1.00,14.74,-20.00,0.00,81.92
22:00 - 22:15,55.89,-23.00,-1.00,13.88,-20.00,0.00,67.46
22:15 - 22:30,56.86,-28.00,-1.00,13.30,-20.00,0.00,67.46
22:30 - 22:45,-36.00,-50.00,-1.00,12.62,-19.00,0.00,57.83
22:45 - 23:00,-9.00,-57.00,-1.00,11.66,-20.00,0.00,57.82
23:00 - 23:15,-21.00,0.00,-1.00,11.28,-20.00,0.00,-21.00
23:15 - 23:30,-26.00,0.00,-1.00,10.89,-20.00,0.00,-21.00
23:30 - 23:45,-61.00,0.00,-1.00,10.41,-20.00,0.00,-10.00
23:45 - 24:00,-66.00,0.00,-1.00,10.12,-20.00,0.00,-11.00
