Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,105.22,14.14,1.88,-51.00,0.00,-30.00,15.60
00:15 - 00:30,66.25,15.47,2.08,-51.00,0.00,-30.00,9.23
00:30 - 00:45,132.30,25.50,3.33,-49.00,0.00,-30.00,129.35
00:45 - 01:00,93.02,28.49,3.77,-49.00,0.00,-30.00,117.31
01:00 - 01:15,-205.00,35.41,5.31,-50.00,0.00,-30.00,76.73
01:15 - 01:30,-261.00,41.53,5.27,-54.00,0.00,-30.00,0.00
01:30 - 01:45,-155.00,0.00,6.48,-53.00,0.00,-30.00,-100.00
01:45 - 02:00,-172.00,-70.00,7.36,-55.00,0.00,-30.00,-100.00
02:00 - 02:15,-278.00,-51.00,6.73,-55.00,0.00,0.00,-80.00
02:15 - 02:30,-353.00,-67.00,6.73,-56.00,0.00,0.00,-90.00
02:30 - 02:45,-226.00,-84.00,6.73,-57.00,0.00,0.00,-100.00
02:45 - 03:00,-163.00,-101.00,6.73,-57.00,0.00,0.00,-105.00
03:00 - 03:15,104.84,-27.00,6.73,-56.00,0.00,0.00,-90.00
03:15 - 03:30,121.19,-39.00,6.73,-55.00,0.00,0.00,-90.00
03:30 - 03:45,138.50,-52.00,6.73,-54.00,0.00,0.00,-95.00
03:45 - 04:00,156.78,-57.00,6.73,-54.00,0.00,0.00,-100.00
04:00 - 04:15,194.29,-35.00,6.73,-53.00,0.00,0.00,-60.00
04:15 - 04:30,212.56,-38.00,5.77,-55.00,0.00,0.00,-80.00
04:30 - 04:45,99.07,-29.00,5.77,-57.00,0.00,0.00,-60.00
04:45 - 05:00,79.83,-28.00,5.77,-59.00,0.00,0.00,-55.00
05:00 - 05:15,63.48,-13.00,5.77,-58.00,0.00,0.00,-95.00
05:15 - 05:30,44.24,-15.00,4.81,-56.00,0.00,0.00,-45.00
05:30 - 05:45,38.47,-43.00,4.81,-53.00,0.00,0.00,-40.00
05:45 - 06:00,75.03,18.27,4.81,-53.00,0.38,0.00,28.85
06:00 - 06:15,159.66,49.05,4.81,-53.00,0.00,-30.00,43.28
06:15 - 06:30,168.31,50.01,5.77,-51.00,2.89,-30.00,48.09
06:30 - 06:45,95.49,56.43,4.34,-49.00,0.00,-30.00,28.94
06:45 - 07:00,90.06,-11.00,7.28,-47.00,0.00,-30.00,-25.00
07:00 - 07:15,63.48,-30.00,7.69,-35.00,0.00,0.00,0.00
