Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
07:15 - 07:30,20.20,-51.00,7.69,-35.00,0.00,0.00,0.00
07:30 - 07:45,75.99,-99.00,7.69,-34.00,0.00,0.00,43.28
07:45 - 08:00,104.83,-105.00,9.62,-34.00,0.00,0.00,-35.00
08:00 - 08:15,88.48,17.31,13.47,-35.00,0.00,0.00,-20.00
08:15 - 08:30,126.00,19.24,12.50,-35.00,0.00,0.00,-25.00
08:30 - 08:45,176.98,44.24,12.50,-37.00,0.00,0.00,4.81
08:45 - 09:00,181.79,45.20,11.54,-17.00,0.00,0.00,-5.00
09:00 - 09:15,89.45,100.03,18.27,-13.00,0.00,0.00,-20.00
09:15 - 09:30,90.41,116.38,18.27,0.00,0.00,0.00,9.62
09:30 - 09:45,108.68,113.49,18.08,0.00,0.00,0.00,14.43
09:45 - 10:00,146.19,116.38,17.31,0.00,0.00,0.00,19.24
10:00 - 10:15,146.19,100.99,17.12,0.00,0.00,0.00,19.24
10:15 - 10:30,167.35,122.15,17.31,0.00,0.00,0.00,52.90
10:30 - 10:45,158.70,80.79,17.31,0.00,0.00,0.00,76.94
10:45 - 11:00,170.24,82.71,16.93,0.00,0.00,0.00,115.42
11:00 - 11:15,177.93,115.42,16.35,0.00,0.00,0.00,122.15
11:15 - 11:30,187.55,115.42,15.39,0.00,0.00,0.00,165.43
11:30 - 11:45,150.04,137.54,14.43,0.00,0.00,0.00,129.84
11:45 - 12:00,131.76,126.96,13.47,0.00,0.00,0.00,115.42
12:00 - 12:15,100.03,152.92,23.08,0.00,0.00,0.00,110.61
12:15 - 12:30,99.07,151.00,23.08,0.00,0.00,0.00,120.23
12:30 - 12:45,167.35,176.98,23.08,0.00,0.00,0.00,139.46
12:45 - 13:00,182.74,190.44,23.08,0.00,0.00,0.00,134.65
13:00 - 13:15,210.64,147.16,23.08,0.00,0.00,0.00,81.75
13:15 - 13:30,234.68,159.66,23.56,0.00,0.00,0.00,86.56
13:30 - 13:45,277.97,189.47,23.08,0.00,0.00,0.00,127.92
13:45 - 14:00,271.23,196.21,23.08,0.00,0.00,0.00,183.70
14:00 - 14:15,331.82,151.00,25.01,0.00,0.00,0.00,100.99
14:15 - 14:30,341.43,147.16,24.05,0.00,0.00,0.00,105.80
14:30 - 14:45,361.64,132.73,23.08,0.00,0.00,0.00,96.18
14:45 - 15:00,328.93,138.50,23.08,0.00,0.00,0.00,72.14
15:00 - 15:15,208.70,78.87,14.43,0.00,0.00,0.00,105.80
15:15 - 15:30,154.85,81.75,14.43,0.00,0.00,0.00,86.56
15:30 - 15:45,146.19,100.99,14.43,0.00,0.00,0.00,240.45
15:45 - 16:00,133.69,85.60,14.43,0.00,0.00,0.00,230.83
16:00 - 16:15,132.73,80.79,7.69,0.00,0.00,0.00,209.68
16:15 - 16:30,194.29,114.45,7.69,0.00,0.00,0.00,168.32
16:30 - 16:45,226.99,144.27,7.69,-13.00,0.00,0.00,112.53
16:45 - 17:00,216.40,147.16,7.69,-18.00,0.00,0.00,110.61
17:00 - 17:15,249.11,132.73,10.58,-25.00,0.00,0.00,86.56
17:15 - 17:30,250.06,111.57,9.62,-34.00,0.00,0.00,67.33
17:30 - 17:45,223.13,105.80,8.66,-28.00,0.00,0.00,115.42
17:45 - 18:00,221.22,91.37,7.69,-41.00,0.00,0.00,105.80
18:00 - 18:15,195.24,19.24,6.73,-40.00,0.00,0.00,105.80
18:15 - 18:30,186.59,-20.00,5.77,-42.00,0.00,0.00,139.46
18:30 - 18:45,182.75,0.00,4.81,-42.00,0.00,0.00,76.94
18:45 - 19:00,170.23,0.00,4.81,-45.00,0.00,0.00,115.42
19:00 - 19:15,115.42,-30.00,4.81,0.00,0.00,-8.30,125.03
19:15 - 19:30,71.03,-25.00,4.55,0.00,0.00,-8.30,113.82
19:30 - 19:45,113.49,-77.00,4.81,0.00,0.00,0.00,141.67
19:45 - 20:00,166.40,-60.00,4.81,0.00,0.00,0.00,139.36
20:00 - 20:15,-28.00,-195.00,5.77,0.00,0.00,0.00,113.49
20:15 - 20:30,-6.00,-200.00,5.77,0.00,0.10,0.00,119.26
20:30 - 20:45,-93.00,-240.00,19.23,0.00,0.10,0.00,-9.00
20:45 - 21:00,-74.00,-230.00,19.24,0.00,0.96,0.00,11.54
21:00 - 21:15,72.13,-248.00,19.24,0.00,0.00,0.00,-252.99
21:15 - 21:30,109.64,-208.00,19.24,0.00,0.48,0.00,-233.00
21:30 - 21:45,-352.00,-245.00,19.24,-15.00,0.00,0.00,-370.00
21:45 - 22:00,-346.00,-235.00,19.24,-15.00,0.00,0.00,-370.00
22:00 - 22:15,-423.00,-180.00,9.62,-15.00,0.00,0.00,-407.00
22:15 - 22:30,-379.00,-125.00,9.62,-15.00,0.00,0.00,-407.99
22:30 - 22:45,-308.00,-204.00,9.62,-15.00,0.00,0.00,-430.00
22:45 - 23:00,-258.00,-267.00,9.62,-15.00,0.00,0.00,-430.00
23:00 - 23:15,-238.00,-240.00,9.62,-15.00,0.00,0.00,-400.00
23:15 - 23:30,-210.00,-235.00,9.62,-15.00,0.00,0.00,-430.00
23:30 - 23:45,-246.00,-230.00,9.62,-15.00,0.00,0.00,-440.00
23:45 - 24:00,-246.00,-230.00,9.62,-15.00,0.00,0.00,-440.00
