Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-34.00,-60.00,-1.00,5.29,0.00,0.00,-35.00
00:15 - 00:30,-28.00,-60.00,-1.00,4.81,0.00,0.00,-35.00
00:30 - 00:45,-41.00,-62.00,-1.00,4.71,0.00,0.00,-37.00
00:45 - 01:00,-42.00,-61.00,-1.00,4.52,0.00,0.00,-37.00
01:00 - 01:15,-58.00,-63.00,-1.00,4.33,-10.00,0.00,-40.00
01:15 - 01:30,-62.00,-66.00,-1.00,4.23,-10.00,0.00,-66.00
01:30 - 01:45,-79.00,-60.00,-1.00,4.14,-10.00,0.00,-105.00
01:45 - 02:00,-77.00,-63.00,-1.00,4.04,-10.00,0.00,-105.00
02:00 - 02:15,-84.00,52.90,-1.00,3.94,-10.00,0.00,-100.00
02:15 - 02:30,-85.00,53.86,-1.00,3.94,-10.00,0.00,-100.00
02:30 - 02:45,-53.00,37.51,-1.00,3.85,-10.00,0.00,-102.00
02:45 - 03:00,-51.00,37.51,-1.00,3.75,-10.00,0.00,-100.00
03:00 - 03:15,-60.00,0.00,-1.00,3.75,-10.00,0.00,-95.00
03:15 - 03:30,-59.00,0.00,-1.00,3.75,-10.00,0.00,-95.00
03:30 - 03:45,-33.00,0.00,-1.00,3.85,-10.00,0.00,-91.00
03:45 - 04:00,-30.00,0.00,-1.00,4.23,-10.00,0.00,-69.00
04:00 - 04:15,-33.00,17.31,-1.00,4.62,-10.00,0.00,-45.00
04:15 - 04:30,-31.00,19.24,-1.00,5.00,-10.00,0.00,-27.00
04:30 - 04:45,-26.00,0.00,-1.00,5.48,-10.00,0.00,26.93
04:45 - 05:00,-29.00,0.00,-1.00,6.35,-10.00,0.00,57.71
05:00 - 05:15,-46.00,0.00,-1.00,7.89,-10.00,0.00,30.77
05:15 - 05:30,0.00,0.00,-1.00,10.48,-10.00,0.00,28.86
05:30 - 05:45,14.43,0.00,-1.00,12.12,-10.00,0.00,52.89
05:45 - 06:00,-69.00,0.00,-1.00,14.91,-10.00,0.00,54.82
06:00 - 06:15,-63.00,0.00,-1.00,13.66,0.00,0.00,-20.00
06:15 - 06:30,99.07,5.77,-1.00,15.10,0.00,0.00,-95.00
06:30 - 06:45,69.25,-3.00,-1.00,17.60,0.00,0.00,48.09
06:45 - 07:00,12.50,-22.00,-1.00,18.56,0.00,0.00,43.29
07:00 - 07:15,-12.00,-20.00,-1.00,8.51,0.00,1.42,82.22
07:15 - 07:30,42.70,-20.00,-1.00,5.15,0.00,0.10,152.31
07:30 - 07:45,82.22,-26.00,-1.00,2.72,0.00,0.16,122.74
07:45 - 08:00,40.95,-28.00,-1.00,2.63,0.00,0.18,115.05
08:00 - 08:15,0.00,-53.00,-1.00,6.73,0.00,0.59,151.45
08:15 - 08:30,-18.00,-79.00,-1.00,9.42,0.00,0.13,209.17
08:30 - 08:45,0.00,-77.00,-1.00,21.35,0.00,1.92,164.47
08:45 - 09:00,-21.00,-102.00,-1.00,20.68,0.00,0.48,28.85
