Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
09:00 - 09:15,28.85,-71.00,-1.00,20.29,0.00,0.77,125.04
09:15 - 09:30,17.31,-72.00,-1.00,19.91,0.00,0.00,125.04
09:30 - 09:45,54.82,-80.00,-1.00,19.24,0.00,0.00,120.22
09:45 - 10:00,91.37,-100.00,-1.00,18.85,0.00,0.00,100.99
10:00 - 10:15,-124.00,-33.00,-0.50,23.28,0.00,0.00,223.13
10:15 - 10:30,-43.00,0.00,-0.50,22.89,0.00,0.00,144.27
10:30 - 10:45,41.36,0.00,-0.50,22.51,0.00,0.00,134.65
10:45 - 11:00,27.89,0.00,-0.50,22.12,0.00,0.00,153.89
11:00 - 11:15,0.00,-22.00,-0.50,21.74,0.00,0.00,114.45
11:15 - 11:30,0.00,-27.00,-0.50,20.49,0.00,0.10,78.86
11:30 - 11:45,0.00,0.00,-0.50,19.43,0.00,0.00,72.13
11:45 - 12:00,0.00,0.00,-0.50,17.99,0.00,0.00,62.51
12:00 - 12:15,-46.00,0.00,-0.50,15.39,0.00,0.00,35.59
12:15 - 12:30,4.81,0.00,-0.50,15.39,0.00,0.00,29.81
12:30 - 12:45,0.00,4.81,-0.50,14.91,0.00,0.00,33.66
12:45 - 13:00,0.00,11.54,-0.50,13.95,0.00,0.00,34.62
13:00 - 13:15,0.00,-19.00,-0.50,12.98,0.00,0.00,57.71
13:15 - 13:30,0.00,-22.00,-0.50,12.02,0.00,0.00,28.86
13:30 - 13:45,10.58,0.00,-0.50,11.54,0.00,0.00,86.56
13:45 - 14:00,24.05,0.00,-0.50,10.58,0.00,0.00,96.17
14:00 - 14:15,22.12,-14.00,-0.50,9.62,0.00,0.00,72.13
14:15 - 14:30,5.77,-14.00,-0.50,9.62,0.00,0.00,65.40
14:30 - 14:45,-29.00,-37.00,-0.50,10.58,0.00,0.00,34.62
14:45 - 15:00,-50.00,-38.00,-0.50,10.58,0.00,0.00,26.93
15:00 - 15:15,0.00,-27.00,-0.50,10.58,0.00,0.00,57.71
15:15 - 15:30,0.00,-32.00,-0.50,10.58,0.00,0.00,54.82
15:30 - 15:45,-68.00,-7.00,-0.50,11.54,0.00,0.00,77.91
15:45 - 16:00,-36.00,-19.00,-0.50,11.54,0.00,0.00,83.68
16:00 - 16:15,-72.00,-26.00,-0.50,11.54,0.00,0.00,38.47
16:15 - 16:30,-33.00,-36.00,-0.50,11.54,0.00,0.00,50.98
16:30 - 16:45,-42.00,-28.00,-0.50,12.02,0.00,0.00,-35.00
16:45 - 17:00,-21.00,-34.00,-0.50,12.50,0.00,0.00,86.57
17:00 - 17:15,-64.00,-99.00,-0.50,8.66,0.00,0.00,134.65
17:15 - 17:30,-88.00,-88.00,-0.50,8.66,0.00,0.00,125.03
17:30 - 17:45,-58.00,-137.00,-0.50,9.62,0.00,0.00,134.65
17:45 - 18:00,0.00,-88.00,-0.50,10.04,0.00,0.00,104.94
18:00 - 18:15,-13.00,-17.00,-0.50,9.53,0.00,0.00,22.89
18:15 - 18:30,-52.00,-20.00,-0.50,1.98,0.00,0.17,52.30
18:30 - 18:45,-16.00,-27.00,-0.50,1.05,0.00,0.11,116.58
18:45 - 19:00,-23.00,-29.00,-0.50,1.09,0.00,0.08,125.38
19:00 - 19:15,-28.00,-49.00,-0.50,1.87,0.00,0.18,45.94
19:15 - 19:30,-50.00,-68.00,-0.50,3.24,0.00,0.07,-25.00
19:30 - 19:45,-44.00,-51.00,-0.50,13.95,0.00,0.00,96.18
19:45 - 20:00,-26.00,-25.00,-0.50,13.95,0.00,0.00,96.18
20:00 - 20:15,18.27,0.00,-0.50,18.27,0.00,0.00,87.53
20:15 - 20:30,53.86,42.32,-0.50,17.79,0.00,0.00,82.72
20:30 - 20:45,11.54,19.24,-0.50,17.31,0.00,0.00,125.03
20:45 - 21:00,60.59,10.58,-0.50,16.83,0.00,0.00,110.61
21:00 - 21:15,0.00,0.00,-0.50,16.35,0.00,0.00,67.33
21:15 - 21:30,0.00,0.00,-0.50,16.35,0.00,0.00,76.94
21:30 - 21:45,-14.00,12.50,-0.50,15.39,0.00,0.00,81.76
21:45 - 22:00,54.82,42.32,-0.50,13.95,0.00,0.00,57.71
22:00 - 22:15,55.78,0.00,-0.50,13.47,0.00,0.00,4.81
22:15 - 22:30,74.06,19.24,-0.50,12.02,0.00,0.00,33.66
22:30 - 22:45,83.67,0.00,-0.50,10.20,0.00,0.00,59.63
22:45 - 23:00,80.79,0.00,-0.50,9.33,0.00,0.00,57.71
23:00 - 23:15,76.94,0.00,-0.50,8.18,0.00,0.00,51.94
23:15 - 23:30,83.68,0.00,-0.50,7.21,0.00,0.00,58.67
23:30 - 23:45,46.17,0.00,-0.50,6.83,0.00,0.00,66.36
23:45 - 24:00,9.62,0.00,-0.50,6.44,0.00,0.00,44.24
