Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,149.15,95.27,-1.10,16.65,-16.99,0.00,16.36
00:15 - 00:30,111.63,89.49,-1.10,16.65,-19.00,0.00,25.98
00:30 - 00:45,107.78,96.23,-1.10,16.36,-27.00,0.00,30.79
00:45 - 01:00,57.74,85.64,-1.10,16.07,-28.00,0.00,35.61
01:00 - 01:15,56.78,121.25,-1.10,15.97,-29.00,0.00,63.51
01:15 - 01:30,75.06,111.63,-1.10,15.88,-28.00,0.00,150.11
01:30 - 01:45,64.47,114.51,-1.10,15.69,-28.00,0.00,66.40
01:45 - 02:00,60.62,103.93,-1.10,15.40,-30.00,0.00,135.67
02:00 - 02:15,43.30,56.78,-1.40,15.40,-31.00,0.00,138.57
02:15 - 02:30,41.38,55.81,-1.40,14.92,-25.00,0.00,140.49
02:30 - 02:45,38.49,36.57,-1.40,14.43,-27.00,0.00,102.01
02:45 - 03:00,80.83,54.85,-1.40,14.43,-30.00,0.00,96.24
03:00 - 03:15,89.49,90.46,-1.40,14.43,-29.99,0.00,100.08
03:15 - 03:30,94.31,86.61,-1.40,14.43,-32.00,0.00,97.19
03:30 - 03:45,104.89,94.31,-1.40,14.43,-34.00,0.00,75.06
03:45 - 04:00,85.64,93.35,-1.40,14.43,-32.00,0.00,81.80
04:00 - 04:15,74.10,59.66,-1.40,14.43,-32.00,0.00,84.69
04:15 - 04:30,62.55,48.12,-1.40,14.43,-32.00,0.00,90.46
04:30 - 04:45,-25.00,52.93,-1.40,14.72,-32.00,0.00,90.46
04:45 - 05:00,-34.00,65.44,-1.40,15.11,-32.00,0.00,95.26
05:00 - 05:15,-51.00,-15.00,-1.40,15.40,-32.00,0.00,74.09
05:15 - 05:30,-55.00,10.59,-1.40,15.97,-31.00,0.00,60.62
05:30 - 05:45,-72.00,-35.00,-1.40,16.36,-31.00,0.00,18.28
05:45 - 06:00,-70.00,-24.00,-1.40,17.32,-31.00,0.00,-99.00
06:00 - 06:15,-115.00,29.83,-1.40,18.28,-27.00,0.00,20.21
06:15 - 06:30,-111.00,28.87,-1.40,19.25,-28.00,0.00,-52.00
06:30 - 06:45,-117.00,9.62,-1.40,20.21,-37.00,0.00,20.21
06:45 - 07:00,-61.00,-19.00,-1.40,20.21,-31.00,0.00,-76.00
07:00 - 07:15,-103.00,-12.00,-1.40,20.21,-30.00,0.00,-37.00
07:15 - 07:30,-104.00,55.81,-1.40,20.21,-29.00,0.00,-51.00
07:30 - 07:45,-168.00,0.00,-1.40,19.25,-27.00,0.00,-117.00
07:45 - 08:00,-126.00,41.38,-1.40,18.28,-27.00,0.00,-92.00
08:00 - 08:15,-133.00,-12.00,-1.40,14.43,-76.00,0.00,-59.00
08:15 - 08:30,-154.00,0.00,-1.40,14.43,-63.00,0.00,-47.00
08:30 - 08:45,-30.00,10.59,0.00,13.95,0.00,0.00,-45.00
