Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
08:45 - 09:00,-51.00,-48.00,0.00,13.95,0.00,0.00,-46.00
09:00 - 09:15,25.98,-94.00,-0.40,11.26,-39.00,0.00,-13.00
09:15 - 09:30,60.62,-86.00,-0.40,11.26,-34.00,0.00,-10.00
09:30 - 09:45,35.61,-90.00,-0.40,10.87,-25.00,0.00,11.55
09:45 - 10:00,25.99,-85.00,-0.40,10.87,-18.00,0.00,13.47
10:00 - 10:15,0.00,-83.00,-0.40,8.95,-19.00,0.00,23.09
10:15 - 10:30,0.00,-78.00,-0.40,8.95,-21.00,0.00,40.42
10:30 - 10:45,24.06,-118.00,-0.40,8.95,-15.00,0.00,44.26
10:45 - 11:00,28.87,-112.00,-0.40,8.95,-15.00,0.00,51.96
11:00 - 11:15,21.17,-140.00,-0.40,8.95,-15.00,0.00,56.78
11:15 - 11:30,32.72,-135.00,-0.40,8.95,-15.00,0.00,65.43
11:30 - 11:45,89.49,-132.00,-0.40,8.95,-15.00,0.00,61.59
11:45 - 12:00,96.23,-128.00,-0.40,8.95,-15.00,0.00,65.44
12:00 - 12:15,96.23,-98.00,-0.40,8.95,-15.00,0.00,96.23
12:15 - 12:30,90.46,-95.00,-0.40,8.95,-15.00,0.00,96.23
12:30 - 12:45,116.44,-80.00,-0.40,8.66,-15.00,0.00,110.66
12:45 - 13:00,116.43,-84.00,-0.40,8.66,-15.00,0.00,81.80
13:00 - 13:15,64.47,-89.00,-0.40,8.47,-15.00,0.00,38.49
13:15 - 13:30,59.66,-93.00,-0.40,8.47,-15.00,0.00,38.49
13:30 - 13:45,59.66,-60.00,-0.40,8.18,-15.00,0.00,-15.00
13:45 - 14:00,76.98,-53.00,-0.40,8.18,-15.00,0.00,19.25
14:00 - 14:15,32.72,-44.00,-0.40,9.14,-15.00,0.00,62.55
14:15 - 14:30,56.78,-34.00,-0.40,9.14,-15.00,0.00,72.17
14:30 - 14:45,45.23,-30.00,-0.10,9.14,-15.00,0.00,62.55
14:45 - 15:00,53.89,-19.00,-0.10,8.66,-15.00,0.00,52.93
15:00 - 15:15,54.85,-18.00,-0.10,9.62,-15.00,0.00,67.37
15:15 - 15:30,70.25,-20.00,-0.10,9.62,-15.00,0.00,81.80
15:30 - 15:45,50.05,-32.00,-0.10,9.62,-15.00,0.00,9.62
15:45 - 16:00,55.82,-25.00,-0.10,9.62,-16.00,0.00,14.43
16:00 - 16:15,18.29,-20.00,-0.10,13.47,-18.00,0.00,-5.00
16:15 - 16:30,-11.00,0.00,-0.10,13.95,-20.00,0.00,6.74
16:30 - 16:45,-12.00,0.00,-0.10,14.43,-25.00,0.00,-32.00
16:45 - 17:00,-24.00,-50.00,-0.10,14.92,-27.00,0.00,-15.00
17:00 - 17:15,-18.00,-35.00,-0.10,19.25,-31.00,0.00,-20.00
17:15 - 17:30,6.74,-16.00,-0.10,19.72,-35.00,0.00,-30.00
17:30 - 17:45,167.44,-28.00,-0.10,20.21,-27.00,0.00,-40.00
17:45 - 18:00,58.70,-23.00,-0.10,20.21,-29.00,0.00,-40.00
18:00 - 18:15,0.00,0.00,0.00,20.69,0.00,0.00,-45.00
18:15 - 18:30,-41.00,0.00,-0.10,20.69,0.00,0.00,-135.00
18:30 - 18:45,-61.00,0.00,-0.10,21.17,0.00,0.00,-15.00
18:45 - 19:00,-115.00,0.00,-0.10,21.17,0.00,0.00,-15.00
19:00 - 19:15,-87.00,0.00,-0.10,22.13,0.00,1.06,-18.00
19:15 - 19:30,-22.00,9.62,-0.10,22.14,0.00,1.92,-18.00
19:30 - 19:45,-73.00,0.00,-0.10,22.14,0.00,2.21,-54.00
19:45 - 20:00,-84.00,-10.00,-0.10,22.13,0.00,2.79,-50.00
20:00 - 20:15,-113.00,-16.00,-0.10,22.13,0.00,2.31,-54.00
20:15 - 20:30,-126.00,-21.00,-0.10,22.13,0.00,1.35,-45.00
20:30 - 20:45,-118.00,-5.00,-0.10,23.09,0.00,1.35,-55.00
20:45 - 21:00,-115.00,-5.00,-0.10,23.10,0.00,1.25,-50.00
21:00 - 21:15,-93.00,0.00,-0.10,22.62,0.00,1.25,-60.00
21:15 - 21:30,-98.00,0.00,-0.10,22.62,0.00,0.96,-60.00
21:30 - 21:45,-117.00,-31.00,-0.10,22.14,0.00,0.67,-70.00
21:45 - 22:00,-107.00,-28.00,-0.10,21.66,0.00,0.67,-70.00
22:00 - 22:15,-124.00,-23.00,-0.10,21.65,0.00,0.48,-47.00
22:15 - 22:30,-111.00,-18.00,-0.10,21.17,0.00,1.06,-42.00
22:30 - 22:45,-44.00,2.89,-0.10,20.69,0.00,0.96,-45.00
22:45 - 23:00,-48.00,12.51,-0.10,20.69,0.00,1.83,-31.00
23:00 - 23:15,-14.00,26.94,-0.10,20.21,0.00,1.35,-27.00
23:15 - 23:30,4.81,31.75,-0.10,19.73,0.00,0.58,-28.00
23:30 - 23:45,14.43,33.68,-0.10,19.25,0.00,0.77,-5.00
23:45 - 24:00,32.72,36.57,-0.10,18.76,0.00,0.58,3.85
