timeslot,revisionno,discomcode,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,KUDGI,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,SOLAPUR,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,ASEJ2PL_BYPL,ASEJ2PL_TPDDL,CHANJUII,SECI_BRPL,SECI_BYPL,SECI_TPDDL,APSEPL_FTG,PARBATI2,KHURJA,GHATAMPUR,RAPPD
1,52EnBRPL2025/05/08,BRPL,0.0000,0.0000,0.0000,0.0000,12.4590,0.0000,0.0000,0.0000,122.2300,0.0000,16.1967,84.8700,0.0000,0.0000,0.0000,0.0000,0.0000,20.0530,63.5765,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,374.1427,0.0000,0.0000,9.1354,66.7581,55.4879,77.3754,57.8934,33.6912,9.7436,19.8826,12.3287,19.9968,65.1334,0.0000,23.8248,37.5419,46.7541,5.4797,21.8376,7.0413,5.8107,0.0000,17.4349,0.0000,0.0000,3.0970,32.6973,0.0000,0.0000,0.0000,0.0000,16.4832,17.5527,12.3547,22.6674,10.7715,5.0490,27.4652,8.4999,59.2175,2.7538,2.8636,1.3142,0.0000,0.0000,298.8480,0.0000,0.0674,0.0000,9.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,32.5100,0.0000,0.0000,300.0000,0.0000,100.0000,0.0000,0.0000,13.3300,29.3400,0.0000,3.2570,4.9312,0.0000,9.5310,10.3883,28.7700,0.0000,300.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,8.7609,114.2800,114.2800,10.4925
2,52EnBRPL2025/05/08,BRPL,0.0000,0.0000,0.0000,0.0000,12.4590,0.0000,0.0000,0.0000,122.2300,0.0000,16.1967,84.8700,0.0000,0.0000,0.0000,0.0000,0.0000,20.0530,63.5765,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,374.1427,0.0000,0.0000,9.1354,66.7581,55.4879,77.3754,59.0605,33.6912,9.7436,20.1060,12.3287,19.9968,65.1334,0.0000,23.8248,37.5419,46.7541,5.4797,21.8376,7.0413,5.8107,0.0000,17.4349,0.0000,0.0000,3.0970,32.6973,0.0000,0.0000,0.0000,0.0000,16.4832,17.5527,12.3547,22.6674,10.7715,5.0490,27.4652,8.4999,59.2175,2.7538,2.8636,1.3142,0.0000,0.0000,298.8480,0.0000,0.0674,0.0000,9.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,32.5100,0.0000,0.0000,300.0000,0.0000,100.0000,0.0000,0.0000,12.6700,28.3400,0.0000,3.2570,4.9312,0.0000,9.5310,10.3883,29.2700,0.0000,300.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,8.7609,114.2800,114.2800,10.4925
3,52EnBRPL2025/05/08,BRPL,0.0000,0.0000,0.0000,0.0000,12.4590,0.0000,0.0000,0.0000,122.2300,0.0000,16.1967,84.8700,0.0000,0.0000,0.0000,0.0000,0.0000,20.0530,63.5765,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,374.1427,0.0000,0.0000,9.1354,66.7581,55.4879,77.3754,60.2276,33.6912,9.7436,20.1060,12.3287,19.9968,65.1334,0.0000,23.8248,37.5419,46.7541,4.1084,21.0905,7.0413,5.8107,0.0000,17.4349,0.0000,0.0000,3.0970,32.6973,0.0000,0.0000,0.0000,0.0000,16.4832,17.5527,12.3547,22.6674,10.7715,5.0490,27.4652,8.4999,59.2175,2.7538,2.8636,1.3142,0.0000,0.0000,298.8480,0.0000,0.0674,0.0000,9.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.0000,0.0000,0.0000,300.0000,0.0000,100.0000,0.0000,0.0000,12.0000,28.6600,0.0000,3.2570,4.9312,0.0000,9.5310,10.3883,29.7700,0.0000,300.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,8.7609,114.2800,114.2800,10.4925
4,52EnBRPL2025/05/08,BRPL,0.0000,0.0000,0.0000,0.0000,12.4590,0.0000,0.0000,0.0000,122.2300,0.0000,16.1967,84.8700,0.0000,0.0000,0.0000,0.0000,0.0000,20.0530,63.5765,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,374.1427,0.0000,0.0000,9.1354,66.7581,55.4879,77.3754,61.3962,33.6912,9.7436,20.1060,12.3287,19.9968,65.1334,0.0000,23.8248,37.5419,46.7541,2.7370,20.8704,7.0413,5.8107,0.0000,17.4349,0.0000,0.0000,3.0970,32.6973,0.0000,0.0000,0.0000,0.0000,16.4832,17.5527,12.3547,22.6674,10.7715,5.0490,27.4652,8.4999,59.2175,2.7538,2.8636,1.8285,0.0000,0.0000,298.8480,0.0000,0.0674,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,34.0100,0.0000,0.0000,300.0000,0.0000,100.0000,0.0000,0.0000,11.6700,29.3400,0.0000,3.2570,4.9312,0.0000,9.5310,10.3883,29.7700,0.0000,300.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,8.7609,114.2800,114.2800,10.4925
5,52EnBRPL2025/05/08,BRPL,0.0000,0.0000,0.0000,0.0000,12.4590,0.0000,0.0000,0.0000,122.2300,0.0000,16.1967,84.8700,0.0000,0.0000,0.0000,0.0000,17.5680,20.0530,63.5765,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,374.1427,0.0000,0.0000,9.1354,66.7581,55.4879,77.3754,61.3962,33.6912,9.7436,20.1060,12.3287,19.9968,65.1334,0.0000,23.8248,37.5419,46.7541,2.7370,20.8704,7.0413,5.8107,0.0000,17.4349,0.0000,0.0000,3.0970,32.6973,0.0000,0.0000,0.0000,0.0000,16.4832,17.5527,12.3547,22.6674,10.7715,5.0490,27.4652,8.4999,59.2175,2.7538,2.8636,1.8285,0.0000,0.0000,298.8480,0.0000,0.0674,0.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.0100,0.0000,0.0000,300.0000,0.0000,100.0000,0.0000,0.0000,3.3300,29.6600,0.0000,3.2570,4.9312,0.0000,9.5310,10.3883,29.7700,0.0000,300.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,8.7609,114.2800,114.2800,10.4925
6,52EnBRPL2025/05/08,BRPL,0.0000,0.0000,0.0000,0.0000,12.4590,0.0000,0.0000,0.0000,122.2300,0.0000,16.1967,84.8700,0.0000,0.0000,0.0000,0.0000,26.3520,20.0530,63.5765,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,374.1427,0.0000,0.0000,9.1354,66.7581,55.4879,77.3754,61.3962,33.6912,9.7436,20.1060,12.3287,19.9968,65.1334,0.0000,23.8248,37.5419,46.7541,2.7370,20.8704,7.0413,5.8107,0.0000,17.4349,0.0000,0.0000,3.0970,32.6973,0.0000,0.0000,0.0000,0.0000,16.4832,17.5527,6.1708,22.6674,10.7715,5.0490,27.4652,8.4999,59.2175,2.7538,2.8636,1.8285,0.0000,0.0000,298.8480,0.0000,0.0674,0.0000,10.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.4900,0.0000,0.0000,300.0000,0.0000,100.0000,0.0000,0.0000,3.3300,28.3400,0.0000,3.2570,4.9312,0.0000,9.5310,10.3883,29.7700,0.0000,300.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,8.7609,114.2800,114.2800,10.4925
7,52EnBRPL2025/05/08,BRPL,0.0000,0.0000,0.0000,0.0000,12.4590,0.0000,0.0000,0.0000,122.2300,0.0000,16.1967,84.8700,0.0000,0.0000,0.0000,0.0000,30.7440,20.0530,63.5765,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,374.1427,0.0000,0.0000,9.1354,66.7581,55.4879,77.3754,61.3962,33.6912,9.7436,20.1060,12.3287,19.9968,65.1334,0.0000,24.1320,37.5419,46.7541,2.7370,20.8704,7.0413,5.8107,0.0000,17.4349,0.0000,0.0000,3.0970,32.6973,0.0000,0.0000,0.0000,0.0000,16.4832,17.5527,6.1708,22.6674,10.7715,5.0490,27.4652,8.4999,59.2175,2.7538,5.7272,1.8285,0.0000,0.0000,298.8480,0.0000,0.0674,0.0000,7.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.0000,0.0000,0.0000,300.0000,0.0000,100.0000,0.0000,0.0000,3.3300,27.3400,0.0000,3.2570,4.9312,0.0000,9.5310,10.3883,29.7700,0.0000,300.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,8.7609,114.2800,114.2800,10.4925
8,52EnBRPL2025/05/08,BRPL,0.0000,0.0000,0.0000,0.0000,12.4590,0.0000,0.0000,0.0000,122.2300,0.0000,16.1967,84.8700,0.0000,0.0000,0.0000,0.0000,35.1360,20.0530,63.5765,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,374.1427,0.0000,0.0000,9.1354,66.7581,55.4879,77.3754,61.3962,33.6912,9.7436,20.1060,12.3287,19.9968,65.1334,0.0000,24.1320,37.5419,46.7541,2.7370,13.9203,7.0413,5.8107,0.0000,17.4349,0.0000,0.0000,3.0970,32.6973,0.0000,0.0000,0.0000,0.0000,16.4832,17.5527,0.0000,22.6674,10.7715,5.0490,27.4652,8.4999,59.2175,2.7538,5.7272,1.8285,0.0000,0.0000,298.8480,0.0000,0.0674,0.0000,7.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.5100,0.0000,0.0000,300.0000,0.0000,100.0000,0.0000,0.0000,3.3300,26.0000,0.0000,3.2570,4.9312,0.0000,9.5310,10.3883,29.7700,0.0000,300.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,8.7609,114.2800,114.2800,10.4925
9,52EnBRPL2025/05/08,BRPL,0.0000,0.0000,0.0000,0.0000,12.4590,0.0000,0.0000,0.0000,122.2300,0.0000,16.1967,84.8700,0.0000,0.0000,0.0000,0.0000,39.6158,20.0530,63.5765,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,374.1427,0.0000,0.0000,9.1354,66.7581,55.4879,77.3754,61.3962,33.6912,9.7436,20.1060,12.3287,19.9968,65.1334,0.0000,24.1320,37.5419,46.7541,2.7370,13.9203,7.0413,5.8107,0.0000,17.4349,0.0000,0.0000,3.0970,32.6973,0.0000,0.0000,0.0000,0.0000,16.4832,17.5527,0.0000,22.6674,10.7715,5.0490,27.4652,8.4999,59.2175,0.5051,5.7272,1.8285,0.0000,0.0000,298.8480,0.0000,0.0674,0.0000,7.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.5000,0.0000,0.0000,300.0000,0.0000,100.0000,0.0000,0.0000,3.3300,16.6600,0.0000,3.2570,4.9312,0.0000,9.5310,10.3883,29.7700,0.0000,300.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,8.7609,114.2800,114.2800,10.4925
10,52EnBRPL2025/05/08,BRPL,0.0000,0.0000,0.0000,0.0000,12.4590,0.0000,0.0000,0.0000,122.2300,0.0000,16.1967,84.8700,0.0000,0.0000,0.0000,0.0000,39.6158,20.0530,63.5765,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,374.1427,0.0000,0.0000,9.1354,66.7581,55.4879,77.3754,61.3962,33.6912,9.7436,20.1060,12.3287,19.9968,65.1334,0.0000,24.1320,37.5419,46.7541,2.7370,13.9203,7.0413,2.9030,0.0000,17.4349,0.0000,0.0000,3.0970,32.6973,0.0000,0.0000,0.0000,0.0000,16.4832,17.5527,0.0000,22.6674,10.7715,5.0490,27.4652,8.4999,59.2175,0.5051,5.7272,1.8285,0.0000,0.0000,298.8480,0.0000,0.0674,0.0000,7.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.0100,0.0000,0.0000,300.0000,0.0000,100.0000,0.0000,0.0000,3.3300,16.3400,0.0000,3.2570,4.9312,0.0000,9.5310,10.3883,29.7700,0.0000,300.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,8.7609,114.2800,114.2800,10.4925
