Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,167.00,0.00,9.60,-10.00,-201.00
00:15 - 00:30,162.21,-15.00,9.50,-10.00,-129.00
00:30 - 00:45,147.80,14.40,9.31,-10.00,16.32
00:45 - 01:00,142.05,4.80,9.12,-10.00,-1.00
01:00 - 01:15,123.81,19.20,8.93,-10.00,-35.00
01:15 - 01:30,101.73,21.12,8.64,-10.00,-15.00
01:30 - 01:45,67.18,17.28,8.45,-10.00,-15.00
01:45 - 02:00,8.64,24.95,8.16,-10.00,-12.00
02:00 - 02:15,23.04,47.99,7.87,-10.00,-25.00
02:15 - 02:30,16.32,49.90,7.68,-10.00,-25.00
02:30 - 02:45,24.95,22.08,7.39,-10.00,-10.00
02:45 - 03:00,28.79,19.20,7.20,-10.00,-10.00
03:00 - 03:15,31.67,88.30,7.01,-10.00,0.00
03:15 - 03:30,34.55,86.38,6.72,-10.00,0.00
03:30 - 03:45,28.79,80.63,6.62,-10.00,0.00
03:45 - 04:00,27.83,81.59,6.33,-10.00,0.00
04:00 - 04:15,53.75,64.31,5.95,-10.00,-15.00
04:15 - 04:30,53.75,70.07,5.47,-10.00,-20.00
04:30 - 04:45,45.11,67.19,5.28,-10.00,-35.00
04:45 - 05:00,30.71,71.99,4.99,-10.00,-37.00
05:00 - 05:15,41.28,31.67,4.99,-10.00,-45.00
05:15 - 05:30,42.23,35.51,5.28,-10.00,-50.00
05:30 - 05:45,15.36,-6.00,5.47,-10.00,-50.00
05:45 - 06:00,0.00,-20.00,5.95,-10.00,-50.00
06:00 - 06:15,19.19,-56.00,15.84,-10.00,-30.00
06:15 - 06:30,26.87,-24.00,16.99,-10.00,76.79
06:30 - 06:45,16.32,-10.00,16.99,-10.00,38.39
06:45 - 07:00,51.82,-47.00,17.47,-10.00,19.20
07:00 - 07:15,-35.00,-30.00,17.95,-10.00,-25.00
07:15 - 07:30,-10.00,-12.00,18.04,-10.00,14.40
07:30 - 07:45,58.55,-10.00,18.04,-10.00,14.40
07:45 - 08:00,77.74,0.00,17.18,-10.00,-50.00
08:00 - 08:15,82.53,33.59,17.28,-10.00,-30.00
08:15 - 08:30,91.18,33.59,15.07,-10.00,11.52
08:30 - 08:45,91.18,33.59,19.58,-10.00,52.79
08:45 - 09:00,92.14,30.71,20.54,-10.00,62.39
09:00 - 09:15,69.11,33.59,21.02,-20.00,38.39
09:15 - 09:30,133.41,45.11,21.12,-10.00,47.99
09:30 - 09:45,108.45,47.99,22.08,0.00,57.59
09:45 - 10:00,102.70,20.16,22.08,0.00,105.57
10:00 - 10:15,90.22,0.00,23.04,0.00,105.57
10:15 - 10:30,101.74,0.00,23.04,0.00,105.57
10:30 - 10:45,106.54,0.00,19.48,0.00,110.38
10:45 - 11:00,110.38,0.00,18.33,0.00,95.98
11:00 - 11:15,181.41,43.19,17.08,0.00,57.59
11:15 - 11:30,194.84,-38.00,15.74,0.00,52.79
11:30 - 11:45,167.97,-38.00,15.16,0.00,9.60
11:45 - 12:00,177.56,-30.00,14.01,0.00,14.40
12:00 - 12:15,107.49,-18.00,9.60,0.00,19.20
12:15 - 12:30,93.10,-17.00,9.60,0.00,28.79
12:30 - 12:45,113.26,44.15,9.12,0.00,33.59
12:45 - 13:00,112.29,48.95,9.12,0.00,19.20
13:00 - 13:15,114.22,33.59,19.68,0.00,33.59
13:15 - 13:30,141.09,34.55,19.20,0.00,38.39
13:30 - 13:45,148.77,47.99,19.20,0.00,43.19
13:45 - 14:00,177.56,60.47,19.20,0.00,43.19
14:00 - 14:15,265.86,91.18,19.20,0.00,57.59
14:15 - 14:30,294.66,121.89,19.20,0.00,67.19
14:30 - 14:45,296.58,128.61,19.20,0.00,81.58
14:45 - 15:00,323.45,140.13,19.20,0.00,86.38
15:00 - 15:15,379.12,153.57,18.24,0.00,91.18
15:15 - 15:30,304.25,138.21,18.24,0.00,95.98
15:30 - 15:45,228.42,99.82,18.24,0.00,62.39
15:45 - 16:00,218.83,101.74,18.24,0.00,28.79
16:00 - 16:15,174.68,97.90,17.28,0.00,43.19
16:15 - 16:30,146.85,103.66,17.28,0.00,43.19
