Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-55.00,-30.00,10.10,-104.00,0.00,0.00,-55.00
00:15 - 00:30,-107.99,-36.00,9.62,-105.00,0.00,0.00,-60.00
00:30 - 00:45,-60.00,-17.00,9.62,-105.00,0.00,0.00,-45.00
00:45 - 01:00,-58.00,-17.00,9.14,-105.00,0.00,0.00,-42.00
01:00 - 01:15,-119.00,-40.00,9.14,-105.00,0.00,0.00,-10.00
01:15 - 01:30,-109.00,-31.00,8.66,-104.00,0.00,0.00,-15.00
01:30 - 01:45,-133.00,-32.00,8.66,-105.00,0.00,0.00,-35.00
01:45 - 02:00,-77.00,-32.00,8.18,-105.00,0.00,0.00,-37.00
02:00 - 02:15,-37.00,-30.00,7.89,-118.00,0.00,0.00,-30.00
02:15 - 02:30,-60.00,-31.00,7.41,-118.00,0.00,0.00,-33.00
02:30 - 02:45,-66.00,0.00,7.41,-118.00,0.00,0.00,-50.00
02:45 - 03:00,-85.00,0.00,6.93,-117.00,0.00,0.00,-12.00
03:00 - 03:15,-136.00,-8.00,6.93,-118.00,0.00,0.00,-35.00
03:15 - 03:30,-155.99,-10.00,6.93,-117.00,0.00,0.00,-30.00
03:30 - 03:45,-72.00,-19.00,6.93,-117.00,0.00,0.00,-50.00
03:45 - 04:00,-98.00,-19.00,6.93,-115.00,0.00,0.00,-160.00
04:00 - 04:15,-134.00,0.00,6.74,-116.00,0.00,0.00,-80.00
04:15 - 04:30,-149.00,0.00,6.74,-115.00,0.00,0.00,-75.00
04:30 - 04:45,-109.00,-13.00,6.74,-115.00,0.00,0.00,-175.00
04:45 - 05:00,-110.00,-15.00,6.74,-114.00,0.00,0.00,-50.00
05:00 - 05:15,-80.00,-5.00,8.66,-115.00,0.00,0.00,-50.00
05:15 - 05:30,-77.00,-6.00,9.62,-115.00,0.00,0.00,-50.00
05:30 - 05:45,-77.00,-17.00,11.64,-115.00,0.00,0.00,-59.00
05:45 - 06:00,-77.00,-17.00,12.61,-116.00,0.00,0.00,-57.00
06:00 - 06:15,-37.00,-17.00,12.61,-115.00,3.46,0.00,-56.00
06:15 - 06:30,-29.00,-7.00,13.57,-113.00,4.52,0.00,-30.00
06:30 - 06:45,0.00,-25.00,13.57,-113.00,0.00,0.00,-20.00
06:45 - 07:00,-25.00,-18.00,13.57,-113.00,2.98,0.00,-30.00
07:00 - 07:15,0.00,-23.00,13.57,-114.00,0.00,0.00,-216.00
07:15 - 07:30,-22.00,-47.00,14.53,-115.00,0.00,0.00,-128.00
07:30 - 07:45,-109.00,-75.00,14.53,-113.00,0.00,0.00,-5.00
07:45 - 08:00,-110.00,-34.00,14.53,-113.00,0.00,0.00,-144.00
08:00 - 08:15,-138.00,-10.00,11.07,-111.00,0.00,0.00,-67.00
08:15 - 08:30,-145.00,7.70,12.03,-113.00,0.00,0.00,-6.00
08:30 - 08:45,-144.00,0.00,12.99,-114.00,0.00,0.00,4.81
08:45 - 09:00,-141.00,9.62,14.05,-100.00,0.00,0.00,10.59
09:00 - 09:15,-49.00,-60.00,12.32,-87.00,0.00,0.00,9.62
09:15 - 09:30,-50.00,-61.00,13.28,-74.00,0.00,0.00,0.00
09:30 - 09:45,-74.00,-72.00,13.28,-60.00,0.00,0.00,24.06
09:45 - 10:00,-83.00,-77.00,13.28,-47.00,0.00,0.00,4.81
10:00 - 10:15,-114.00,-77.00,12.41,-37.00,0.00,0.00,15.40
10:15 - 10:30,-103.00,-69.00,12.41,-32.00,0.00,0.00,44.27
10:30 - 10:45,-85.00,-72.00,12.41,-29.00,0.00,0.00,-5.00
10:45 - 11:00,-75.00,-64.00,12.41,-27.00,0.00,0.00,-40.00
11:00 - 11:15,-63.00,-93.00,13.38,-25.00,0.00,0.00,-83.00
11:15 - 11:30,-65.00,-85.00,13.38,-24.00,0.00,0.00,-136.00
11:30 - 11:45,-78.00,-73.00,13.38,-24.00,0.00,0.00,-111.00
11:45 - 12:00,-62.00,-68.00,13.38,-24.00,0.00,0.00,-97.00
12:00 - 12:15,-41.00,-57.00,12.51,-21.00,0.00,0.00,-83.00
12:15 - 12:30,-31.00,-50.00,12.51,-18.00,0.00,0.00,-28.00
12:30 - 12:45,-24.00,-34.00,12.51,-17.00,0.00,0.00,25.98
12:45 - 13:00,-30.00,-37.00,12.51,-18.00,0.00,0.00,4.81
13:00 - 13:15,-6.00,-57.00,11.55,-18.00,0.00,0.00,-32.00
13:15 - 13:30,0.00,-66.00,11.55,-19.00,0.00,0.00,-41.00
13:30 - 13:45,0.00,-43.00,12.51,-19.00,0.00,0.00,-15.00
13:45 - 14:00,-19.00,-36.00,12.51,-20.00,0.00,0.00,-8.00
14:00 - 14:15,15.40,-15.00,12.51,-20.00,0.00,0.00,-37.00
14:15 - 14:30,23.09,10.59,12.51,-17.00,0.00,0.00,-76.00
14:30 - 14:45,42.34,22.13,12.51,-15.00,0.00,0.00,-41.00
14:45 - 15:00,80.83,20.21,12.51,-13.00,0.00,0.00,-38.00
15:00 - 15:15,74.10,25.98,14.43,-13.00,0.00,0.00,-10.00
15:15 - 15:30,105.85,44.27,14.43,-13.00,0.00,0.00,-26.00
15:30 - 15:45,98.16,62.55,14.43,-14.00,0.00,0.00,-21.00
15:45 - 16:00,123.18,71.21,14.43,-18.00,0.00,0.00,-15.00
16:00 - 16:15,85.64,98.16,17.32,-40.00,0.00,0.00,-71.00
16:15 - 16:30,64.47,40.42,16.36,-48.00,0.00,0.00,-70.00
16:30 - 16:45,62.54,44.27,16.36,-53.00,0.00,0.00,-53.00
16:45 - 17:00,50.04,40.42,16.36,-60.00,0.00,0.00,-51.00
17:00 - 17:15,42.34,60.62,19.25,-69.00,0.00,0.00,-40.00
17:15 - 17:30,29.83,63.52,18.28,-78.00,0.00,0.00,-40.00
17:30 - 17:45,40.42,119.33,17.32,-88.00,0.00,0.00,14.43
17:45 - 18:00,-53.00,129.91,16.36,-100.00,0.00,0.00,4.81
18:00 - 18:15,-11.00,54.85,16.36,-113.00,0.00,0.00,14.43
18:15 - 18:30,-106.00,51.96,16.36,-110.00,0.00,0.00,-30.00
18:30 - 18:45,-147.00,16.36,16.36,-113.00,0.00,0.00,-75.00
18:45 - 19:00,-119.00,12.20,14.24,-113.00,0.16,-14.20,-70.00
19:00 - 19:15,-117.00,4.97,7.90,-113.00,1.53,-14.20,-75.00
19:15 - 19:30,-96.00,3.65,5.81,-113.00,1.13,-14.20,-80.00
19:30 - 19:45,-95.00,3.04,3.35,-113.00,0.64,0.00,-70.00
19:45 - 20:00,-94.00,3.51,3.76,-112.00,1.01,0.00,-85.00
20:00 - 20:15,-100.00,0.00,6.48,-108.00,1.63,0.00,-115.00
20:15 - 20:30,-96.00,-8.00,8.03,-108.00,1.56,0.00,-80.00
20:30 - 20:45,-66.00,-17.00,12.28,-107.00,0.00,0.00,-70.00
20:45 - 21:00,-62.00,-16.00,12.57,-106.00,0.00,0.00,-70.00
21:00 - 21:15,-33.00,-19.00,14.27,-107.00,0.00,0.00,-75.00
21:15 - 21:30,-30.00,-17.00,14.85,-106.00,0.00,0.00,-60.00
21:30 - 21:45,0.00,-11.00,16.36,-108.00,0.00,0.00,-65.00
21:45 - 22:00,0.00,-13.00,16.36,-108.00,0.00,0.00,-65.00
22:00 - 22:15,0.00,-31.00,15.20,-108.00,0.00,0.00,-70.00
22:15 - 22:30,0.00,-31.00,12.74,-108.00,0.00,0.00,-70.00
22:30 - 22:45,-69.00,-21.00,14.39,-108.00,0.00,0.00,-83.00
22:45 - 23:00,-80.00,-5.00,14.11,-108.00,0.10,0.00,-88.00
23:00 - 23:15,-48.00,0.00,14.96,-109.00,0.28,0.00,-87.00
23:15 - 23:30,-32.00,0.00,15.40,-109.00,0.19,0.00,-80.00
23:30 - 23:45,-12.00,11.55,14.43,-109.00,0.00,0.00,-60.00
23:45 - 24:00,-6.00,4.81,14.44,-108.00,0.00,0.00,-68.00
