Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-25.00,4.84,3.46,-35.00,0.00,151.55
00:15 - 00:30,10.33,15.03,4.70,-34.00,0.00,231.07
00:30 - 00:45,40.59,39.62,4.83,-33.00,0.00,104.37
00:45 - 01:00,84.08,10.63,3.87,-32.00,0.00,116.93
01:00 - 01:15,102.43,51.22,3.87,-34.00,0.00,51.22
01:15 - 01:30,100.50,40.59,3.87,-34.00,0.00,24.16
01:30 - 01:45,127.57,29.96,3.38,-43.00,0.00,10.63
01:45 - 02:00,125.63,22.23,2.90,-43.00,0.00,19.33
02:00 - 02:15,118.86,0.00,2.42,-48.00,0.00,24.16
02:15 - 02:30,117.90,0.00,2.42,-46.00,0.00,37.69
02:30 - 02:45,126.60,39.62,2.42,-45.00,0.00,42.52
02:45 - 03:00,128.53,28.99,1.93,-46.00,0.00,137.23
03:00 - 03:15,142.05,40.59,0.97,-46.00,0.00,43.49
03:15 - 03:30,146.89,40.59,0.97,-46.00,0.00,48.32
03:30 - 03:45,111.13,35.76,0.97,-45.00,0.00,43.49
03:45 - 04:00,140.11,53.15,0.97,-45.00,0.00,43.49
04:00 - 04:15,63.78,169.12,0.00,-44.00,0.00,76.35
04:15 - 04:30,33.82,167.20,0.00,-44.00,0.00,44.45
04:30 - 04:45,36.72,146.90,0.00,-44.00,0.00,53.15
04:45 - 05:00,9.66,135.30,0.00,-44.00,0.00,67.65
05:00 - 05:15,13.53,71.52,0.00,-45.00,0.29,9.66
05:15 - 05:30,31.89,25.13,0.00,-45.00,0.39,48.31
05:30 - 05:45,-5.00,23.19,0.00,-46.00,0.00,-20.00
05:45 - 06:00,11.60,14.50,0.00,-47.00,0.00,19.32
06:00 - 06:15,32.86,16.43,0.97,-46.00,0.00,15.46
06:15 - 06:30,44.45,13.53,0.97,-46.00,0.29,34.79
06:30 - 06:45,66.67,11.60,0.97,-47.00,0.39,14.50
06:45 - 07:00,68.61,98.57,0.97,-44.00,0.00,14.50
07:00 - 07:15,121.77,63.78,1.93,-44.00,0.00,37.69
07:15 - 07:30,103.41,42.52,1.93,-42.00,0.00,-20.00
07:30 - 07:45,74.41,-34.00,2.90,-42.00,0.00,11.60
07:45 - 08:00,43.49,0.00,2.90,-42.00,0.00,34.79
08:00 - 08:15,77.31,0.00,0.00,-41.00,0.00,82.15
08:15 - 08:30,66.68,7.73,0.00,-41.00,0.00,77.31
08:30 - 08:45,0.00,3.87,0.00,-41.00,0.00,104.37
08:45 - 09:00,-27.00,5.80,0.00,-41.00,0.00,105.34
09:00 - 09:15,24.16,79.24,6.28,-117.00,0.00,108.24
09:15 - 09:30,39.62,68.61,6.76,-109.00,0.00,115.01
