Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
11:15 - 11:30,21.16,134.65,-0.50,17.60,-20.00,0.00,19.24
11:30 - 11:45,0.00,134.65,-0.50,17.41,-15.00,0.00,48.09
11:45 - 12:00,0.00,98.11,-0.50,17.02,-15.00,0.00,43.28
12:00 - 12:15,-33.00,98.10,-0.50,16.64,-15.00,0.00,9.62
12:15 - 12:30,-55.00,91.37,-0.50,15.97,-15.00,0.00,-5.00
12:30 - 12:45,-46.00,137.54,-0.50,14.91,-15.00,0.00,-25.00
12:45 - 13:00,-45.00,158.70,-0.50,14.62,-15.00,0.00,-11.00
13:00 - 13:15,-35.00,150.04,-0.50,13.85,-20.00,0.00,9.62
13:15 - 13:30,-46.00,121.18,-0.50,12.60,-20.00,0.00,24.05
13:30 - 13:45,-54.00,110.60,-0.50,11.54,-20.00,0.00,24.05
13:45 - 14:00,-61.00,103.87,-0.50,10.58,-20.00,0.00,19.24
14:00 - 14:15,-89.00,83.68,-0.50,9.62,-20.00,0.00,17.31
14:15 - 14:30,-92.00,86.56,-0.50,9.62,-20.00,0.00,19.24
14:30 - 14:45,-110.00,69.25,-0.50,10.58,-20.00,0.00,-35.00
14:45 - 15:00,-119.00,67.33,-0.50,10.58,-20.00,0.00,-40.00
15:00 - 15:15,-122.00,134.65,-0.50,10.58,-20.00,0.00,-30.00
15:15 - 15:30,-113.00,139.46,-0.50,10.58,-30.00,0.00,-35.00
15:30 - 15:45,-120.00,86.56,-0.50,11.54,-30.00,0.00,-25.00
15:45 - 16:00,-127.00,76.95,-0.50,11.54,-30.00,0.00,-35.00
16:00 - 16:15,-128.00,57.71,-0.50,11.54,-30.00,0.00,-45.00
16:15 - 16:30,-109.00,67.33,-0.50,11.54,-30.00,0.00,-70.00
16:30 - 16:45,-111.00,0.00,-0.50,12.02,-30.00,0.00,0.00
16:45 - 17:00,-139.00,0.00,-0.50,12.50,-15.00,0.00,0.00
17:00 - 17:15,-125.00,-59.00,-0.50,8.66,0.00,0.00,-59.00
17:15 - 17:30,-153.00,-85.00,-0.50,8.66,0.00,0.00,-120.00
17:30 - 17:45,-150.00,0.00,-0.50,9.62,0.00,0.00,-39.00
17:45 - 18:00,-71.00,0.00,-0.50,7.90,0.00,0.00,-64.00
18:00 - 18:15,-36.00,-18.00,-0.50,8.33,0.00,0.00,-17.00
18:15 - 18:30,-90.00,0.00,-0.50,2.13,0.00,0.08,-19.00
18:30 - 18:45,-83.00,1.50,-0.50,1.05,0.00,0.05,-42.00
18:45 - 19:00,-78.00,1.24,-0.50,0.89,0.00,0.05,-37.00
19:00 - 19:15,-76.00,12.43,-0.50,1.83,0.00,0.32,-51.00
19:15 - 19:30,-78.00,11.68,-0.50,2.65,0.00,0.99,-48.00
19:30 - 19:45,-65.00,0.00,-0.50,12.70,0.00,4.99,-37.00
19:45 - 20:00,-42.00,0.00,-0.50,13.95,0.00,0.00,19.23
20:00 - 20:15,-19.00,52.90,-0.50,18.27,0.00,0.00,15.39
20:15 - 20:30,0.00,0.00,-0.50,17.79,0.00,0.00,-83.00
20:30 - 20:45,41.36,-10.00,-0.50,17.31,0.00,0.00,-58.00
20:45 - 21:00,61.55,-18.00,-0.50,16.83,0.00,0.00,8.66
21:00 - 21:15,-47.00,-22.00,-0.50,16.35,0.00,0.00,85.60
21:15 - 21:30,6.73,-17.00,-0.50,16.35,0.00,0.00,76.95
21:30 - 21:45,8.66,-22.00,-0.50,15.39,0.00,0.00,28.85
21:45 - 22:00,3.85,0.00,-0.50,13.94,0.00,0.00,-33.00
22:00 - 22:15,58.67,33.66,-0.50,13.47,0.00,0.00,-88.00
22:15 - 22:30,53.86,24.05,-0.50,12.02,0.00,0.00,-85.00
22:30 - 22:45,49.05,12.50,-0.50,10.20,0.00,0.00,-92.00
22:45 - 23:00,38.47,0.00,-0.50,9.33,0.00,0.00,-92.00
23:00 - 23:15,31.73,0.00,-0.50,8.18,0.00,0.00,-92.00
23:15 - 23:30,-5.00,0.00,-0.50,7.21,0.00,0.00,-123.00
23:30 - 23:45,-37.00,0.00,-0.50,6.83,0.00,0.00,-133.00
23:45 - 24:00,-59.00,0.00,-0.50,6.44,0.00,0.00,-129.00
