timeslot,discomcode,revisionno,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,KUDGI,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,SOLAPUR,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,ASEJ2PL_BYPL,ASEJ2PL_TPDDL,CHANJUII,SECI_BRPL,SECI_BYPL,SECI_TPDDL,APSEPL_FTG,PARBATI2,KHURJA,GHATAMPUR,RAPPD,TEHRIPSP,Total_EXPP,OpenAccess,InterDiscomTransfer,Losses,idtexbil,Total
1,BRPL,71DSBRPL2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.9900,0.0000,7.2655,117.0410,0.0000,0.0000,0.0000,0.0000,38.2400,9.6500,66.5100,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,168.0700,0.0000,0.0000,8.8200,32.4100,25.4000,37.2500,59.8600,33.6600,9.3500,19.4600,12.0400,19.4300,62.8600,0.0000,9.5400,17.6700,0.0000,5.2000,17.9700,6.7200,5.5700,0.0000,16.3500,0.0000,0.0000,3.1500,31.4100,3.0500,0.0000,0.0000,0.0000,21.8100,16.8600,18.5100,15.1400,5.4000,0.0000,26.3500,7.4400,36.8100,1.0700,2.8600,1.3700,0.0000,0.0000,0.0000,0.0000,0.0700,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,46.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.0000,36.6700,0.0000,3.6700,4.7600,0.0000,8.8100,5.0898,23.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8900,5.7100,3.9600,11.4200,0.0000,1324.7063,1229.66,0.00,19.9241,0.00,2534.4422
2,BRPL,71DSBRPL2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.9900,0.0000,7.2655,117.0410,0.0000,0.0000,0.0000,0.0000,38.2400,9.6500,46.4000,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.4900,0.0000,0.0000,8.8200,32.4100,25.4000,37.2500,59.9400,33.6600,9.3500,19.4600,12.0400,19.4300,62.8600,0.0000,0.0000,0.0000,0.0000,5.2000,17.9700,6.7200,2.9100,0.0000,16.3500,0.0000,0.0000,2.2300,31.4100,3.0500,0.0000,0.0000,0.0000,21.8100,16.8600,18.5100,15.1400,5.4000,0.0000,26.3500,7.4400,36.8100,1.0700,2.8600,1.3700,0.0000,0.0000,0.0000,0.0000,0.0700,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,46.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,36.3300,0.0000,3.6700,4.7600,0.0000,8.8100,5.0898,23.7200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8900,5.7100,3.9600,11.4200,0.0000,1283.9863,1255.66,0.00,19.8092,0.00,2519.8371
3,BRPL,71DSBRPL2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.9900,0.0000,7.2655,132.0410,0.0000,0.0000,0.0000,0.0000,38.2400,9.6500,36.0900,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.4900,0.0000,0.0000,7.7100,32.4100,25.4000,37.2500,59.9400,33.6600,9.3500,19.4600,12.0400,19.4300,62.8600,0.0000,0.0000,0.0000,0.0000,4.0100,17.9700,6.7200,2.9100,0.0000,16.3500,0.0000,0.0000,1.7300,31.4100,3.3000,0.0000,0.0000,0.0000,21.8100,16.8600,12.3400,15.1400,5.4000,0.0000,26.3500,7.4400,36.8100,1.0700,2.8600,1.3700,0.0000,0.0000,0.0000,0.0000,0.0700,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.6700,35.6700,0.0000,3.6700,4.7600,0.0000,8.8100,5.0898,23.7200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8900,5.7100,3.9600,11.4200,0.0000,1278.4463,1242.42,0.00,19.6628,0.00,2501.2035
4,BRPL,71DSBRPL2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.9900,0.0000,7.2655,132.0410,0.0000,0.0000,0.0000,0.0000,38.2400,9.6500,36.0900,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,179.4900,0.0000,0.0000,7.7100,32.4100,25.4000,37.2500,59.9400,33.6600,9.3500,19.4600,12.0400,19.4300,62.8600,0.0000,0.0000,0.0000,0.0000,4.0100,17.9700,6.7200,2.9100,0.0000,16.3500,0.0000,0.0000,1.7300,31.4100,3.3000,0.0000,0.0000,0.0000,21.8100,16.8600,12.3400,15.1400,5.4000,0.0000,26.3500,7.4400,36.8100,1.0700,2.8600,1.3700,0.0000,0.0000,0.0000,0.0000,0.0700,0.0000,7.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,44.5100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,35.0000,0.0000,3.6700,4.7600,0.0000,8.8100,5.0898,23.7200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8900,5.7100,3.9600,11.4200,0.0000,1276.3263,1199.11,0.00,19.3084,0.00,2456.1279
5,BRPL,71DSBRPL2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.9900,0.0000,7.0518,132.0410,0.0000,0.0000,0.0000,0.0000,38.2400,9.6500,36.0900,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,190.1600,0.0000,0.0000,7.7100,32.4100,25.4000,19.0400,59.9400,33.6600,9.3500,19.4600,12.0400,19.4300,62.8600,0.0000,0.0000,0.0000,0.0000,4.0100,17.9700,6.7200,2.9100,0.0000,16.3500,0.0000,0.0000,1.7300,31.4100,3.3000,0.0000,0.0000,0.0000,22.1600,16.8600,12.3400,15.1400,5.4000,0.0000,26.3500,7.4400,36.8100,0.6200,2.8600,1.3700,0.0000,0.0000,0.0000,0.0000,0.0700,0.0000,11.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,43.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,34.3300,0.0000,3.6700,4.7600,0.0000,8.8100,5.0898,23.7200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8900,5.7100,3.9600,11.4200,0.0000,1270.1026,1183.96,0.00,19.1417,0.00,2434.9209
6,BRPL,71DSBRPL2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.9900,0.0000,7.0518,132.0410,0.0000,0.0000,0.0000,0.0000,38.2400,9.6500,36.0900,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,190.1600,0.0000,0.0000,7.7100,32.4100,25.4000,19.0400,59.9400,33.6600,9.3500,19.4600,12.0400,19.4300,62.8600,0.0000,0.0000,0.0000,0.0000,4.0100,17.9700,6.7200,2.9100,0.0000,16.3500,0.0000,0.0000,1.7300,31.4100,3.3000,0.0000,0.0000,0.0000,22.1600,16.8600,12.3400,7.5700,5.4000,0.0000,26.3500,7.4400,36.8100,0.6200,2.8600,1.3700,0.0000,0.0000,0.0000,0.0000,0.0700,0.0000,11.4100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,42.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,34.0000,0.0000,3.6700,4.7600,0.0000,8.8100,5.0898,23.7200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8900,5.7100,3.9600,11.4200,0.0000,1261.6026,1129.02,0.00,18.6469,0.00,2371.9757
7,BRPL,71DSBRPL2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.9900,0.0000,11.2037,82.0410,0.0000,0.0000,0.0000,0.0000,38.2400,9.6500,36.0900,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,190.1600,0.0000,0.0000,7.7100,32.4100,25.4000,19.0400,59.9400,33.6600,9.3500,19.4600,12.0400,19.4300,62.8600,0.0000,0.0000,0.0000,0.0000,4.0100,17.9700,6.7200,2.9100,0.0000,16.3500,0.0000,0.0000,1.7300,31.4100,3.3000,0.0000,0.0000,0.0000,22.1600,16.8600,12.3400,7.5700,5.4000,0.0000,26.3500,7.4400,37.6800,0.6200,2.8600,1.3700,0.0000,0.0000,0.0000,0.0000,0.0700,0.0000,11.8100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,33.3300,0.0000,3.6700,4.7600,0.0000,8.6200,5.0898,23.7200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8900,5.8000,3.9600,11.4200,0.0000,1215.2445,1160.52,0.00,18.5310,0.00,2357.2335
8,BRPL,71DSBRPL2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.9900,0.0000,11.2037,82.0410,0.0000,0.0000,0.0000,0.0000,38.2400,9.6500,36.0900,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,190.1600,0.0000,0.0000,7.7100,32.4100,25.4000,19.0400,59.9400,33.6600,9.3500,19.4600,12.0400,19.4300,62.8600,0.0000,0.0000,0.0000,0.0000,4.0100,17.9700,6.7200,2.5800,0.0000,16.3500,0.0000,0.0000,1.7300,31.4100,3.3000,0.0000,0.0000,0.0000,22.1600,16.8600,12.3400,7.5700,5.4000,0.0000,26.3500,7.4400,37.6800,0.6200,2.8600,1.3700,0.0000,0.0000,0.0000,0.0000,0.0700,0.0000,12.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,33.3300,0.0000,3.6700,4.7600,0.0000,8.6200,5.0898,23.7200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8900,5.8000,3.9600,11.4200,0.0000,1214.3345,1126.95,0.00,18.2620,0.00,2323.0225
9,BRPL,71DSBRPL2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.9900,0.0000,11.2037,75.0000,0.0000,0.0000,0.0000,0.0000,38.2400,9.6500,36.0900,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,202.6900,0.0000,0.0000,7.7100,32.0800,25.1400,18.4500,59.9400,33.6600,9.3500,19.4600,12.0400,19.4300,62.8600,0.0000,0.0000,0.0000,0.0000,4.0100,17.9700,6.7200,2.4100,0.0000,16.3500,0.0000,0.0000,1.7300,31.4100,3.8000,0.0000,0.0000,0.0000,22.1600,16.8600,11.7600,7.5700,5.4000,0.0000,26.3500,7.4400,37.6800,0.6200,2.8600,1.4200,0.0000,0.0000,0.0000,0.0000,0.0700,0.0000,18.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,34.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4700,33.3300,0.0000,3.6700,4.7600,0.0000,8.6200,5.0898,23.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8900,5.8000,3.9600,11.4200,0.0000,1215.6935,1096.76,0.00,18.0371,0.00,2294.4164
10,BRPL,71DSBRPL2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.9900,0.0000,11.2037,75.0000,0.0000,0.0000,0.0000,0.0000,38.2400,9.6500,36.0900,0.0000,93.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,202.6900,0.0000,0.0000,7.7100,32.0800,25.1400,18.4500,59.9400,33.6600,9.3500,19.4600,12.0400,19.4300,62.8600,0.0000,0.0000,0.0000,0.0000,4.0100,17.9700,6.7200,0.0000,0.0000,16.3500,0.0000,0.0000,1.7300,31.4100,3.8000,0.0000,0.0000,0.0000,22.1600,16.8600,11.7300,7.5700,5.4000,0.0000,26.3500,7.4400,37.6800,0.6200,2.8600,1.4200,0.0000,0.0000,0.0000,0.0000,0.0700,0.0000,18.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0700,33.3300,0.0000,3.6700,4.7600,0.0000,8.6200,5.0898,23.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8900,5.8000,3.9600,11.4200,0.0000,1212.0435,1067.77,0.00,17.7825,0.00,2262.0310
