Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
Revision No,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCGT-Bawana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Schedule,600.0000,600.0000,600.0000,600.0000,514.0000,484.0000,473.0000,470.0000,470.0000,470.0000,480.0000,480.0000,480.0000,480.0000,480.0000,480.0000,480.0000,480.0000,480.0000,480.0000,480.0000,480.0000,480.0000,480.0000,480.0000,480.0000,480.0000,480.0000,480.0000,480.0000,480.0000,480.0000,480.0000,480.0000,480.0000,480.0000,480.0003,480.0003,480.0003,480.0003,480.0003,480.0003,480.0003,480.0003,480.0003,480.0003,480.0003,480.0003,482.0000,482.0000,482.0000,482.0000,514.0000,514.0000,514.0000,514.0000,514.0000,514.0000,514.0000,514.0000,514.0000,514.0000,514.0000,514.0000,514.0000,514.0000,514.0000,514.0000,514.0000,514.0000,514.0000,514.0000,514.0000,514.0000,512.0000,512.0000,584.0000,584.0000,584.0000,628.0000,598.0000,599.9997,638.0000,679.9997,739.9996,739.9996,771.2648,831.2648,831.2648,871.2648,900.0001,899.9999,899.9999,900.0000,900.0001,851.2648
DC Considered for Schedule,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1190.00,1190.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1220.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00
