timeslot,revisionno,discomcode,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,KUDGI,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,SOLAPUR,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,ASEJ2PL_BYPL,ASEJ2PL_TPDDL,CHANJUII,SECI_BRPL,SECI_BYPL,SECI_TPDDL,APSEPL_FTG,PARBATI2,KHURJA,GHATAMPUR,RAPPD,TEHRIPSP
1,72EnNDPL2025/06/06,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,23.1426,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,37.5378,0.0000,65.2500,0.0000,0.0000,115.7800,0.0000,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2092,0.0000,0.0000,6.3814,28.6207,36.7848,0.0000,64.2393,44.3403,6.4508,13.0442,8.1843,14.0606,45.4984,0.0000,12.2627,20.0277,18.8709,0.0000,6.8006,2.7259,3.2370,0.0000,6.2694,0.0000,0.0000,0.0000,15.8470,2.2090,0.0000,0.0000,0.0000,15.9199,9.8033,12.9316,8.0978,2.9763,0.0000,14.9856,4.3027,0.0000,0.7486,2.0003,0.0000,0.0000,0.0000,206.6250,0.0000,0.9939,3.3500,0.0000,0.0000,200.0000,2.0600,3.7000,0.0000,0.0000,0.0000,0.0000,0.0000,15.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6710,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,2.2654,0.0000,0.0000,6.0853,0.0000
2,72EnNDPL2025/06/06,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,23.1426,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,26.1890,0.0000,65.2500,0.0000,0.0000,115.7800,0.0000,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.4253,0.0000,0.0000,6.3814,28.6207,36.7848,0.0000,64.2393,44.3403,6.4508,13.0442,8.1843,14.0606,45.4984,0.0000,12.2627,20.0277,18.8709,0.0000,6.8006,2.7259,1.6185,0.0000,6.2694,0.0000,0.0000,0.0000,15.8470,2.2090,0.0000,0.0000,0.0000,15.9199,9.8033,12.9316,8.0978,2.9763,0.0000,14.9856,4.3027,0.0000,0.7486,2.0003,0.0000,0.0000,0.0000,206.6250,0.0000,0.9939,3.3500,0.0000,0.0000,200.0000,2.0600,3.7000,0.0000,0.0000,0.0000,0.0000,0.0000,15.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6710,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,2.2654,0.0000,0.0000,6.0853,0.0000
3,72EnNDPL2025/06/06,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,23.1426,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,20.3707,0.0000,65.2500,0.0000,0.0000,115.7800,0.0000,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.4253,0.0000,0.0000,5.5838,28.6207,36.7848,0.0000,64.2393,44.3403,6.4508,13.0442,8.1843,14.0606,45.4984,0.0000,12.2627,20.0277,18.8709,0.0000,6.8006,2.7259,1.6185,0.0000,6.2694,0.0000,0.0000,0.0000,15.8470,2.3900,0.0000,0.0000,0.0000,15.9199,9.8033,8.6211,8.0978,2.9763,0.0000,14.9856,4.3027,0.0000,0.7486,2.0003,0.0000,0.0000,0.0000,206.6250,0.0000,0.9939,3.3500,0.0000,0.0000,200.0000,2.0600,3.7000,0.0000,0.0000,0.0000,0.0000,0.0000,15.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6710,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,2.2654,0.0000,0.0000,6.0853,0.0000
4,72EnNDPL2025/06/06,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,23.1426,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,20.3707,0.0000,65.2500,0.0000,0.0000,115.7800,0.0000,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.4253,0.0000,0.0000,5.5838,28.6207,36.7848,0.0000,64.2393,44.3403,6.4508,13.0442,8.1843,14.0606,45.4984,0.0000,12.2627,20.0277,18.8709,0.0000,6.8006,2.7259,1.6185,0.0000,6.2694,0.0000,0.0000,0.0000,15.8470,2.3900,0.0000,0.0000,0.0000,15.9199,9.8033,8.6211,8.0978,2.9763,0.0000,14.9856,4.3027,0.0000,0.7486,2.0003,0.0000,0.0000,0.0000,206.6250,0.0000,0.9939,3.3500,0.0000,0.0000,200.0000,2.0600,3.7000,0.0000,0.0000,0.0000,0.0000,0.0000,14.8300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6710,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,2.2654,0.0000,0.0000,6.0853,0.0000
5,72EnNDPL2025/06/06,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,23.1426,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,20.3707,0.0000,65.2500,0.0000,0.0000,115.7800,0.0000,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6705,0.0000,0.0000,5.5838,28.6207,36.7848,0.0000,64.2393,44.3403,6.4508,13.0442,8.1843,14.0606,45.4984,0.0000,12.5868,20.0277,18.8709,0.0000,6.8006,2.7259,1.6185,0.0000,6.2694,0.0000,0.0000,0.0000,15.8470,2.3900,0.0000,0.0000,0.0000,16.0886,9.8033,8.6211,8.0978,2.9763,0.0000,14.9856,4.3027,0.0000,0.4326,2.0003,0.0000,0.0000,0.0000,206.6250,0.0000,0.9939,3.3500,0.0000,0.0000,200.0000,2.0600,3.7000,0.0000,0.0000,0.0000,0.0000,0.0000,14.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6710,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,2.2654,0.0000,0.0000,6.0853,0.0000
6,72EnNDPL2025/06/06,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,23.1426,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,20.3707,0.0000,65.2500,0.0000,0.0000,115.7800,0.0000,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6705,0.0000,0.0000,5.5838,28.6207,36.7848,0.0000,64.2393,44.3403,6.4508,13.0442,8.1843,14.0606,45.4984,0.0000,12.5868,20.0277,18.8709,0.0000,6.8006,2.7259,1.6185,0.0000,6.2694,0.0000,0.0000,0.0000,15.8470,2.3900,0.0000,0.0000,0.0000,16.0886,9.8033,8.6211,4.0489,2.9763,0.0000,14.9856,4.3027,0.0000,0.4326,2.0003,0.0000,0.0000,0.0000,206.6250,0.0000,0.9939,3.3500,0.0000,0.0000,200.0000,2.0600,3.7000,0.0000,0.0000,0.0000,0.0000,0.0000,14.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6710,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,2.2654,0.0000,0.0000,6.0853,0.0000
7,72EnNDPL2025/06/06,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,23.1426,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,20.3707,0.0000,65.2500,0.0000,0.0000,115.7800,0.0000,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6705,0.0000,0.0000,5.5838,28.6207,36.7848,0.0000,64.2393,44.3403,6.4508,13.0442,8.1843,14.0606,45.4984,0.0000,12.5868,20.0277,18.8709,0.0000,6.8006,2.7259,1.6185,0.0000,6.2694,0.0000,0.0000,0.0000,15.8470,2.3900,0.0000,0.0000,0.0000,16.0886,9.8033,8.6211,4.0489,2.9763,0.0000,14.9856,4.3027,0.0000,0.4326,2.0003,0.0000,0.0000,0.0000,206.6250,0.0000,0.9939,3.3500,0.0000,0.0000,200.0000,2.0600,3.7000,0.0000,0.0000,0.0000,0.0000,0.0000,13.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6710,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,2.2654,0.0000,0.0000,6.0853,0.0000
8,72EnNDPL2025/06/06,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,23.1426,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,20.3707,0.0000,65.2500,0.0000,0.0000,115.7800,0.0000,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6705,0.0000,0.0000,5.5838,28.6207,36.7848,0.0000,64.2393,44.3403,6.4508,13.0442,8.1843,14.0606,45.4984,0.0000,12.5868,20.0277,18.8709,0.0000,6.8006,2.7259,1.4338,0.0000,6.2694,0.0000,0.0000,0.0000,15.8470,2.3900,0.0000,0.0000,0.0000,16.0886,9.8033,8.6211,4.0489,2.9763,0.0000,14.9856,4.3027,0.0000,0.4326,2.0003,0.0000,0.0000,0.0000,206.6250,0.0000,0.9939,3.3500,0.0000,0.0000,200.0000,2.0600,3.7000,0.0000,0.0000,0.0000,0.0000,0.0000,13.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6710,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,2.2654,0.0000,0.0000,6.0853,0.0000
9,72EnNDPL2025/06/06,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,23.1426,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,20.3707,0.0000,65.2500,0.0000,0.0000,115.7800,0.0000,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3684,0.0000,0.0000,5.5838,28.6207,36.7848,0.0000,64.2393,44.3403,6.4508,13.0413,8.1843,14.0606,45.4984,0.0000,12.7488,20.0277,18.8709,0.0000,6.8006,2.7259,1.3389,0.0000,6.2694,0.0000,0.0000,0.0000,15.8470,2.7489,0.0000,0.0000,0.0000,16.0886,9.8033,8.2130,4.0489,2.9763,0.0000,14.9856,4.3027,0.0000,0.4326,2.0003,0.0000,0.0000,0.0000,206.6250,0.0000,0.9939,3.3500,0.0000,0.0000,200.0000,1.9700,3.6200,0.0000,0.0000,0.0000,0.0000,0.0000,11.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6710,0.0000,0.0000,0.0000,0.0000,200.0000,18.5100,0.0000,0.0000,100.0000,0.0000,2.2654,0.0000,0.0000,6.0853,0.0000
10,72EnNDPL2025/06/06,NDPL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.8446,0.0000,23.1426,55.9120,0.0000,0.0000,0.0000,0.0000,27.6734,577.6689,20.3707,0.0000,65.2500,0.0000,0.0000,115.7800,0.0000,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3684,0.0000,0.0000,5.5838,28.6207,36.7848,0.0000,64.2393,44.3403,6.4508,13.0413,8.1843,14.0606,45.4984,0.0000,12.7488,20.0277,18.8709,0.0000,6.8006,2.7259,0.0000,0.0000,6.2694,0.0000,0.0000,0.0000,15.8470,2.7489,0.0000,0.0000,0.0000,16.0886,9.8033,8.1916,4.0489,2.9763,0.0000,14.9856,4.3027,0.0000,0.4326,2.0003,0.0000,0.0000,0.0000,206.6250,0.0000,0.9939,3.3500,0.0000,0.0000,200.0000,1.9700,3.6200,0.0000,0.0000,0.0000,0.0000,0.0000,11.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6710,0.0000,0.0000,0.0000,0.0000,200.0000,18.5100,0.0000,0.0000,100.0000,0.0000,2.2654,0.0000,0.0000,6.0853,0.0000
