Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
21:30 - 21:45,-9.00,-109.00,-1.00,16.03,0.00,0.00,-82.00
21:45 - 22:00,-36.00,-113.00,-1.00,15.64,0.00,0.10,-78.00
22:00 - 22:15,0.00,-83.00,-1.00,14.78,0.00,0.10,-76.00
22:15 - 22:30,0.00,-88.00,-1.00,14.20,0.00,0.10,-75.00
22:30 - 22:45,0.00,-89.00,-1.00,13.63,0.00,0.67,-75.00
22:45 - 23:00,0.00,-86.00,-1.00,12.57,0.00,2.69,-70.00
23:00 - 23:15,12.47,-84.00,-1.00,12.29,0.00,0.10,-65.00
23:15 - 23:30,16.32,-85.00,-1.00,11.90,0.00,0.00,-50.00
23:30 - 23:45,9.60,-89.00,-1.00,11.33,0.00,0.19,-60.00
23:45 - 24:00,4.80,-90.00,-1.00,11.03,0.00,0.10,-60.00
