Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,32.75,4.82,15.70,-64.00,0.00,0.00,52.98
00:15 - 00:30,0.00,3.85,15.52,-64.00,0.00,0.00,9.63
00:30 - 00:45,-48.00,10.60,15.22,-60.00,0.00,0.00,9.63
00:45 - 01:00,33.71,7.71,14.93,-63.00,0.00,0.00,4.82
01:00 - 01:15,22.16,-5.00,14.45,-61.00,0.00,0.00,-50.00
01:15 - 01:30,0.00,-22.00,14.16,-61.00,0.00,0.00,-65.00
01:30 - 01:45,-20.00,-26.00,13.49,-62.00,0.00,0.00,-20.00
01:45 - 02:00,83.80,-36.00,13.49,-60.00,0.00,0.00,-40.00
02:00 - 02:15,-22.00,11.56,13.49,-68.00,0.00,0.00,-10.00
02:15 - 02:30,-50.00,0.00,13.10,-71.00,0.00,0.00,-5.00
02:30 - 02:45,-66.00,0.00,12.72,-71.00,1.06,0.00,-88.00
02:45 - 03:00,-57.00,0.00,12.72,-69.00,2.50,0.00,-81.00
03:00 - 03:15,-9.00,0.00,12.72,-71.00,1.54,0.00,-90.00
03:15 - 03:30,-34.00,0.00,12.33,-72.00,2.02,0.00,-88.00
03:30 - 03:45,-11.00,-8.00,12.13,-71.00,3.76,0.00,-115.00
03:45 - 04:00,-10.00,-8.00,11.95,-72.00,3.08,0.00,-113.00
04:00 - 04:15,9.63,38.53,11.75,-72.00,4.82,0.00,-55.00
04:15 - 04:30,16.38,19.26,11.56,-72.00,4.82,0.00,-111.00
04:30 - 04:45,17.34,9.63,11.56,-70.00,4.82,0.00,-98.00
04:45 - 05:00,20.23,9.63,11.56,-69.00,4.82,0.00,-96.00
05:00 - 05:15,45.27,9.63,11.56,-81.00,4.82,0.00,-70.00
05:15 - 05:30,55.87,17.34,11.56,-77.00,4.82,0.00,-59.00
05:30 - 05:45,86.69,17.34,11.56,-77.00,4.82,0.00,-8.00
05:45 - 06:00,66.46,19.27,12.14,-78.00,4.82,0.00,32.75
06:00 - 06:15,71.28,126.19,12.52,-79.00,4.82,0.00,49.13
06:15 - 06:30,64.54,124.26,13.00,-77.00,4.82,0.00,39.50
06:30 - 06:45,-208.00,0.00,9.63,-75.00,4.82,0.00,-130.00
06:45 - 07:00,-188.00,0.00,9.63,-76.00,4.82,0.00,-130.00
07:00 - 07:15,-310.00,-185.00,9.63,-97.00,4.82,0.00,-217.00
07:15 - 07:30,-304.00,-185.00,9.63,0.00,4.82,0.00,-272.00
07:30 - 07:45,-319.00,-103.00,9.63,0.00,4.82,0.00,-190.00
07:45 - 08:00,-306.00,-106.00,9.63,0.00,4.82,0.00,-140.00
08:00 - 08:15,-253.00,-140.00,1.93,0.00,4.81,0.00,-174.00
08:15 - 08:30,-257.00,-133.00,1.93,0.00,4.81,0.00,-178.00
08:30 - 08:45,-160.00,-29.00,3.85,-104.00,4.82,0.00,-129.00
08:45 - 09:00,-166.00,-33.00,3.85,-90.00,4.82,0.00,-129.00
09:00 - 09:15,-213.00,-74.00,1.93,-128.00,4.81,0.00,-121.00
09:15 - 09:30,-226.00,-81.00,1.93,-115.00,4.81,0.00,-129.00
09:30 - 09:45,-304.00,-70.00,4.82,-103.00,4.81,0.00,-82.00
09:45 - 10:00,-308.00,-70.00,4.82,-92.00,4.81,0.00,-92.00
10:00 - 10:15,-294.00,-76.00,4.82,-74.00,4.81,0.00,-80.00
10:15 - 10:30,-295.00,-71.00,4.82,-68.00,4.81,0.00,-70.00
10:30 - 10:45,-301.00,-101.00,5.78,-61.00,4.82,0.00,-121.00
10:45 - 11:00,-300.00,-85.00,5.78,-58.00,4.82,0.00,-106.00
11:00 - 11:15,-288.00,-46.00,5.78,-50.00,4.82,0.00,-150.00
11:15 - 11:30,-285.00,-20.00,5.78,-48.00,4.82,0.00,-150.00
11:30 - 11:45,-315.00,-42.00,5.78,-48.00,4.82,0.00,-95.00
11:45 - 12:00,-308.00,-29.00,5.78,-45.00,4.82,0.00,-90.00
12:00 - 12:15,-284.00,-23.00,6.74,-46.00,4.82,0.00,-40.00
12:15 - 12:30,-274.00,-19.00,6.74,-43.00,4.82,0.00,-30.00
12:30 - 12:45,-218.00,0.00,14.45,-44.00,4.82,0.00,-5.00
12:45 - 13:00,-213.00,0.00,14.45,-46.00,4.82,0.00,-20.00
13:00 - 13:15,-240.00,-38.00,13.48,-45.00,4.82,0.00,-125.00
13:15 - 13:30,-242.00,-38.00,13.48,-46.00,4.82,0.00,-160.00
13:30 - 13:45,-229.00,-49.00,13.49,-46.00,4.72,0.00,9.63
13:45 - 14:00,-222.00,-69.00,13.49,-46.00,4.82,0.00,52.97
14:00 - 14:15,-231.00,-175.00,15.41,-43.00,4.82,0.00,-90.00
14:15 - 14:30,-223.00,-186.00,15.41,-42.00,4.82,0.00,-45.00
14:30 - 14:45,-193.00,-224.00,18.30,-36.00,4.82,0.00,-10.00
14:45 - 15:00,-188.00,-241.00,18.30,-35.00,4.82,0.00,9.63
15:00 - 15:15,-335.00,-275.00,20.23,-34.00,4.82,0.00,-22.00
15:15 - 15:30,-341.00,-277.00,21.19,-35.00,4.82,0.00,-37.00
15:30 - 15:45,-345.00,-243.00,22.15,-35.00,4.82,0.00,-75.00
15:45 - 16:00,-339.00,-273.00,21.19,-37.00,4.82,0.00,-70.00
16:00 - 16:15,-352.00,-257.00,24.08,-35.00,4.82,0.00,-130.00
16:15 - 16:30,-376.00,-234.00,25.04,-38.00,4.82,0.00,-125.00
16:30 - 16:45,-390.00,-242.00,23.12,-44.00,4.82,0.00,-210.00
16:45 - 17:00,-404.00,-225.00,22.15,-51.00,4.82,0.00,-245.00
17:00 - 17:15,-419.00,-194.00,22.15,-9.00,4.82,0.00,-230.00
17:15 - 17:30,-417.00,-208.00,22.15,-21.00,4.82,0.00,-170.00
17:30 - 17:45,-314.00,-149.00,23.12,-34.00,7.32,0.00,-220.00
17:45 - 18:00,23.12,-68.00,24.08,-45.00,4.82,0.00,-170.00
18:00 - 18:15,-48.00,-50.00,24.08,-17.00,4.82,0.00,-65.00
18:15 - 18:30,-20.00,-35.00,24.08,-11.00,4.82,0.00,-70.00
18:30 - 18:45,-50.00,-78.00,24.08,-20.00,4.82,0.00,-55.00
18:45 - 19:00,-53.00,-100.00,25.04,-30.00,4.82,0.00,-5.00
19:00 - 19:15,-13.00,-31.00,24.09,-28.00,5.97,0.00,9.63
19:15 - 19:30,8.67,-49.00,24.09,-27.00,7.22,0.00,24.08
19:30 - 19:45,-47.00,-91.00,23.12,-27.00,6.65,0.00,28.89
19:45 - 20:00,-46.00,-99.00,23.12,-27.00,8.57,-25.00,38.53
20:00 - 20:15,-87.00,-94.00,23.12,-23.00,12.33,0.00,38.53
20:15 - 20:30,-87.00,-88.00,23.12,-26.00,10.40,0.00,33.72
20:30 - 20:45,-106.00,-59.00,24.08,-23.00,8.96,0.00,14.45
20:45 - 21:00,-141.00,-68.00,24.08,-23.00,8.48,0.00,-20.00
21:00 - 21:15,-174.00,-90.00,24.08,-24.00,5.88,0.00,-30.00
21:15 - 21:30,-183.00,-102.00,23.11,-21.00,8.00,0.00,-20.00
21:30 - 21:45,-217.00,-145.00,23.12,-14.00,8.28,0.00,-30.00
21:45 - 22:00,-238.00,-125.00,23.12,-14.00,5.88,0.00,-40.00
22:00 - 22:15,-253.00,-143.00,22.15,-15.00,5.88,0.00,-55.00
22:15 - 22:30,-253.00,-141.00,22.16,-24.00,6.74,0.00,-75.00
22:30 - 22:45,-401.00,-112.00,22.16,-15.00,2.60,0.00,-95.00
22:45 - 23:00,-366.00,-125.00,22.16,-11.00,2.31,-25.00,-100.00
23:00 - 23:15,-389.00,-129.00,22.16,-12.00,3.95,0.00,-130.00
23:15 - 23:30,-392.00,-130.00,22.15,-14.00,2.99,0.00,-135.00
23:30 - 23:45,-454.00,-162.00,21.20,-15.00,4.33,0.00,-165.00
23:45 - 24:00,-475.00,-159.00,21.19,-17.00,5.11,0.00,-165.00
