Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
21:15 - 21:30,-4.00,-106.00,1.83,-52.00,0.95,74.81
21:30 - 21:45,-29.00,-108.00,1.12,-54.00,0.62,2.41
21:45 - 22:00,-28.00,-105.00,1.05,-52.00,0.59,0.00
22:00 - 22:15,-43.00,-81.00,0.98,-52.00,0.31,6.86
22:15 - 22:30,-45.00,-51.00,0.79,-52.00,0.35,1.18
22:30 - 22:45,-36.00,0.17,0.60,-53.00,0.38,9.08
22:45 - 23:00,-38.00,0.48,0.62,-54.00,0.30,16.40
23:00 - 23:15,-53.00,0.00,0.41,-54.00,0.28,12.99
23:15 - 23:30,-23.00,0.00,0.40,-53.00,0.15,18.47
23:30 - 23:45,-28.00,0.00,0.69,-53.00,0.24,43.39
23:45 - 24:00,-52.00,0.00,0.65,-53.00,0.13,36.02
