Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
12:30 - 12:45,16.32,50.89,-0.50,11.04,-20.00,0.00,-21.00
12:45 - 13:00,-17.00,24.00,-0.50,10.56,-21.00,0.00,-50.00
13:00 - 13:15,-34.00,18.24,-0.50,9.60,-16.00,0.00,45.13
13:15 - 13:30,-39.00,16.32,-0.50,9.12,-20.00,0.00,43.21
13:30 - 13:45,-59.00,14.40,-0.50,8.64,-24.00,0.00,-46.00
13:45 - 14:00,-48.00,14.40,-0.50,8.16,-26.00,0.00,-47.00
14:00 - 14:15,-41.00,12.48,-0.50,7.68,-15.00,0.00,-68.00
14:15 - 14:30,-41.00,13.44,-0.50,7.20,-16.00,0.00,-69.00
14:30 - 14:45,-55.00,18.24,-0.50,7.20,-24.00,0.00,-68.00
14:45 - 15:00,-114.00,16.32,-0.50,6.72,-25.00,0.00,-70.00
15:00 - 15:15,-117.00,35.52,-0.50,6.72,-24.00,0.00,-73.00
15:15 - 15:30,-123.00,36.48,-0.50,6.72,-25.00,0.00,-63.00
15:30 - 15:45,-105.00,35.52,-0.50,6.72,-25.00,0.00,-79.00
15:45 - 16:00,-79.00,31.68,-0.50,6.72,-24.00,0.00,-91.00
16:00 - 16:15,-66.00,46.09,-0.50,6.72,-24.00,0.00,-95.00
16:15 - 16:30,-35.00,46.09,-0.50,7.20,-25.00,0.00,-126.00
16:30 - 16:45,-119.00,24.00,-0.50,7.20,-20.00,0.00,-160.00
16:45 - 17:00,-122.00,18.24,-0.50,8.16,-20.00,0.00,-180.00
17:00 - 17:15,-119.00,19.20,-0.50,4.80,-25.00,0.00,-140.00
17:15 - 17:30,-107.00,9.60,-0.50,4.80,-28.00,0.00,-125.00
17:30 - 17:45,-72.00,108.49,-0.50,5.76,-25.00,0.00,-70.00
17:45 - 18:00,-34.00,13.09,-0.50,4.14,0.00,0.00,-110.00
18:00 - 18:15,-49.00,48.51,-0.50,3.36,0.00,0.00,-110.00
18:15 - 18:30,3.72,63.24,-0.50,1.45,0.00,0.29,-85.00
18:30 - 18:45,9.37,108.56,-0.50,0.63,0.00,0.25,-70.00
18:45 - 19:00,8.93,99.53,-0.50,0.63,0.00,0.21,-60.00
19:00 - 19:15,11.99,146.18,-0.50,1.03,0.00,0.43,-50.00
19:15 - 19:30,18.11,142.97,-0.50,1.32,0.00,0.64,-45.00
19:30 - 19:45,53.59,111.40,-0.50,4.21,0.00,2.14,-70.00
19:45 - 20:00,0.00,74.98,-0.50,8.87,0.00,4.44,-100.00
20:00 - 20:15,0.00,87.37,-0.50,15.36,-34.00,5.76,-25.00
20:15 - 20:30,-10.00,68.17,-0.50,14.21,-27.00,4.61,-10.00
20:30 - 20:45,63.38,43.20,-0.50,13.63,-30.00,0.00,4.80
20:45 - 21:00,101.77,42.24,-0.50,13.25,-27.00,0.00,0.00
21:00 - 21:15,-60.00,24.00,-0.50,12.29,-23.00,0.00,-30.00
21:15 - 21:30,16.32,10.56,-0.50,12.00,-17.00,0.00,-20.00
21:30 - 21:45,146.90,4.80,-0.50,11.52,-15.00,0.00,-10.00
21:45 - 22:00,113.30,12.48,-0.50,10.27,-14.00,0.00,-15.00
22:00 - 22:15,130.57,8.64,-0.50,9.70,-15.00,0.00,-5.00
22:15 - 22:30,128.65,24.00,-0.50,8.26,-13.00,0.00,-5.00
22:30 - 22:45,126.73,50.89,-0.50,7.68,-7.00,0.00,24.00
22:45 - 23:00,128.66,44.16,-0.50,6.62,-9.00,0.00,-40.00
23:00 - 23:15,112.33,0.00,-0.50,5.76,-11.00,0.00,-35.00
23:15 - 23:30,79.69,0.00,-0.50,5.28,-14.00,0.00,-37.00
23:30 - 23:45,33.60,0.00,-0.50,4.61,-16.00,0.00,-53.00
23:45 - 24:00,4.80,0.00,-0.50,4.13,-19.00,0.00,-47.00
