Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-12.00,0.00,-1.00,3.36,-10.00,0.00,-42.00
00:15 - 00:30,-32.00,0.00,-1.00,3.36,-10.00,0.00,-41.00
00:30 - 00:45,-22.00,28.80,-1.00,2.88,-10.00,0.00,-57.00
00:45 - 01:00,-23.00,4.80,-1.00,2.88,-10.00,0.00,-58.00
01:00 - 01:15,-22.00,0.00,-1.00,2.88,-14.00,0.00,-52.00
01:15 - 01:30,-21.00,0.00,-1.00,2.88,-14.00,0.00,-53.00
01:30 - 01:45,-11.00,0.00,-1.00,2.88,-14.00,0.00,-48.00
01:45 - 02:00,-12.00,0.00,-1.00,2.88,-14.00,0.00,-41.00
02:00 - 02:15,-12.00,0.00,-1.00,2.88,-14.00,0.00,-42.00
02:15 - 02:30,-12.00,0.00,-1.00,2.69,-14.00,0.00,-43.00
02:30 - 02:45,-11.00,0.00,-1.00,2.69,-14.00,0.00,-46.00
02:45 - 03:00,-9.00,0.00,-1.00,2.69,-14.00,0.00,-46.00
03:00 - 03:15,-18.00,0.00,-1.00,2.69,-15.00,0.00,-24.00
03:15 - 03:30,-20.00,0.00,-1.00,1.92,-15.00,0.00,-27.00
03:30 - 03:45,-24.00,0.00,-1.00,1.92,-15.00,0.00,-56.00
03:45 - 04:00,-9.00,0.00,-1.00,1.92,-14.00,0.00,-53.00
04:00 - 04:15,9.60,0.00,-1.00,2.88,-14.00,0.00,-29.00
04:15 - 04:30,12.48,0.00,-1.00,3.84,-14.00,0.00,-27.00
04:30 - 04:45,15.36,0.00,-1.00,3.84,-14.00,0.00,-28.00
04:45 - 05:00,-52.00,0.00,-1.00,5.76,-14.00,0.00,-26.00
05:00 - 05:15,-57.00,35.52,-1.00,7.01,-14.00,0.00,-48.00
05:15 - 05:30,8.64,55.69,-1.00,9.60,-14.00,0.00,-48.00
05:30 - 05:45,7.68,46.09,-1.00,11.52,-14.00,0.00,0.00
05:45 - 06:00,-64.00,58.57,-1.00,15.36,-14.00,0.00,-59.00
06:00 - 06:15,27.84,24.96,-1.00,13.44,-17.00,0.00,32.65
06:15 - 06:30,-40.00,13.44,-1.00,15.84,-9.00,0.00,-12.00
06:30 - 06:45,-65.00,0.00,-1.00,14.31,0.00,0.00,-41.00
06:45 - 07:00,-61.00,0.00,-1.00,8.70,0.00,0.62,-62.00
07:00 - 07:15,-63.00,-19.00,-1.00,3.52,0.00,0.80,-79.00
07:15 - 07:30,-65.00,-19.00,-1.00,2.65,0.00,0.42,-69.00
07:30 - 07:45,-40.00,-17.00,-1.00,1.82,0.00,0.27,-103.00
07:45 - 08:00,-22.00,-10.00,-1.00,1.60,0.00,0.20,-102.00
08:00 - 08:15,-14.00,-18.00,-1.00,5.60,0.00,0.28,-79.00
08:15 - 08:30,-6.00,-12.00,-1.00,7.72,0.00,0.94,-74.00
08:30 - 08:45,-37.00,0.00,-1.00,16.32,0.00,0.58,-21.00
08:45 - 09:00,-34.00,-15.00,-1.00,16.51,0.00,0.00,-33.00
09:00 - 09:15,-60.00,-20.00,-1.00,15.36,0.00,0.00,-36.00
09:15 - 09:30,-58.00,-20.00,-1.00,15.17,0.00,0.00,-39.00
09:30 - 09:45,33.60,-10.00,-1.00,12.48,-29.00,0.00,-13.00
09:45 - 10:00,96.97,0.00,-1.00,12.48,-37.00,0.00,-5.00
10:00 - 10:15,18.24,30.73,-0.50,16.32,0.00,0.00,-21.00
10:15 - 10:30,21.12,36.49,-0.50,15.36,-18.00,0.00,-34.00
10:30 - 10:45,0.00,24.96,-0.50,15.36,-18.00,0.00,-42.00
10:45 - 11:00,0.00,22.08,-0.50,14.40,-21.00,0.00,-58.00
11:00 - 11:15,0.00,16.32,-0.50,14.40,-22.00,0.00,-66.00
11:15 - 11:30,-15.00,17.28,-0.50,14.40,-25.00,0.00,-56.00
11:30 - 11:45,-18.00,30.72,-0.50,13.44,-27.00,0.00,0.00
11:45 - 12:00,1.92,32.64,-0.50,12.48,-28.00,0.00,0.00
12:00 - 12:15,2.88,38.41,-0.50,11.52,-19.00,0.00,0.00
12:15 - 12:30,49.93,24.00,-0.50,11.52,-20.00,0.00,-13.00
