Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-106.00,-90.00,1.08,-37.00,0.00,-140.00
00:15 - 00:30,-108.00,-105.00,1.19,-41.00,0.00,-190.00
00:30 - 00:45,-113.00,-114.00,1.35,-41.00,0.00,-170.00
00:45 - 01:00,-145.00,-130.00,1.51,-41.00,0.00,-165.00
01:00 - 01:15,-192.00,-149.00,2.74,-42.00,0.00,-185.00
01:15 - 01:30,-234.00,-166.00,3.21,-42.00,0.00,-180.00
01:30 - 01:45,-112.00,-175.00,6.27,-44.00,0.00,-165.00
01:45 - 02:00,-48.00,-194.00,6.76,-46.00,0.00,-160.00
02:00 - 02:15,-8.00,-145.00,5.80,-46.00,0.00,-170.00
02:15 - 02:30,-21.00,-145.00,5.80,-46.00,0.00,-172.00
02:30 - 02:45,-57.00,-130.00,5.80,-46.00,0.00,-170.00
02:45 - 03:00,-93.00,-161.00,4.83,-45.00,0.00,-175.00
03:00 - 03:15,31.89,-83.00,4.83,-45.00,0.00,-175.00
03:15 - 03:30,0.00,-106.00,4.83,-45.00,0.00,-165.00
03:30 - 03:45,-100.00,-129.00,4.83,-45.00,0.00,-160.00
03:45 - 04:00,-187.00,-149.00,3.87,-45.00,0.00,-150.00
04:00 - 04:15,-19.00,-16.00,3.37,-42.00,0.00,-155.00
04:15 - 04:30,-42.00,-19.00,3.38,-42.00,0.00,-157.00
04:30 - 04:45,-7.00,0.00,3.38,-44.00,0.00,-154.00
04:45 - 05:00,-45.00,0.00,3.38,-40.00,0.00,-192.00
05:00 - 05:15,41.55,24.16,2.90,-41.00,0.00,-149.00
05:15 - 05:30,21.26,33.82,2.90,-41.00,0.00,-101.00
05:30 - 05:45,-8.00,22.22,2.90,-41.00,0.00,-107.00
05:45 - 06:00,0.00,11.59,2.90,-43.00,0.00,-115.00
06:00 - 06:15,-127.00,-15.00,2.90,-46.00,0.00,-105.00
06:15 - 06:30,-15.00,0.00,2.82,-46.00,0.00,4.70
06:30 - 06:45,32.85,-14.00,2.90,-48.00,0.00,-17.00
06:45 - 07:00,0.00,-88.00,2.90,-47.00,0.00,-98.00
07:00 - 07:15,-53.00,-129.00,2.90,-48.00,0.00,-97.00
07:15 - 07:30,-56.00,-147.00,3.87,-47.00,0.00,-96.00
07:30 - 07:45,-19.00,-45.00,3.38,-47.00,0.00,-130.00
07:45 - 08:00,-37.00,40.58,3.87,0.00,0.00,-120.00
08:00 - 08:15,-60.00,106.29,0.00,0.00,0.00,-135.00
08:15 - 08:30,-78.00,106.29,0.00,0.00,0.00,-140.00
08:30 - 08:45,-68.00,122.71,1.93,0.00,0.00,-165.00
08:45 - 09:00,-69.00,123.69,2.90,0.00,0.00,-160.00
09:00 - 09:15,-27.00,115.95,8.70,0.00,0.00,-134.00
09:15 - 09:30,-9.00,115.96,8.21,-23.00,0.00,-138.00
09:30 - 09:45,-58.00,115.96,8.21,0.00,0.00,-145.00
09:45 - 10:00,-88.00,114.02,8.70,0.00,0.00,-115.00
10:00 - 10:15,-46.00,112.09,7.73,-23.00,0.00,-96.00
10:15 - 10:30,-15.00,112.09,8.70,-22.00,0.00,-79.00
10:30 - 10:45,-25.00,115.95,12.08,-22.00,0.00,-70.00
10:45 - 11:00,0.00,114.02,12.18,-22.00,0.00,-55.00
11:00 - 11:15,96.62,91.80,12.18,0.00,0.00,24.16
11:15 - 11:30,127.55,77.30,12.56,0.00,0.00,48.32
11:30 - 11:45,185.53,120.79,12.56,0.00,0.00,77.30
11:45 - 12:00,212.59,123.69,12.56,0.00,0.00,77.30
12:00 - 12:15,182.64,121.75,12.56,0.00,0.00,125.62
