Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
12:15 - 12:30,227.07,148.81,13.05,0.00,0.00,115.96
12:30 - 12:45,260.91,202.92,10.92,0.00,0.00,158.47
12:45 - 13:00,239.65,210.65,10.92,0.00,0.00,129.48
13:00 - 13:15,230.54,202.39,10.25,0.00,0.00,96.20
13:15 - 13:30,207.01,190.43,9.87,0.00,0.00,80.37
13:30 - 13:45,126.97,115.12,7.89,0.00,0.00,104.65
13:45 - 14:00,132.27,91.71,6.64,0.00,0.00,88.18
14:00 - 14:15,192.16,110.42,7.99,0.00,0.43,38.53
14:15 - 14:30,181.61,109.92,8.13,0.00,1.29,57.82
14:30 - 14:45,164.45,44.04,4.26,0.00,0.65,35.24
14:45 - 15:00,149.44,20.23,4.19,0.00,0.84,43.36
15:00 - 15:15,133.23,28.96,6.56,0.00,0.00,0.00
15:15 - 15:30,89.58,3.89,6.62,0.00,0.00,-76.00
15:30 - 15:45,61.83,0.00,4.49,0.00,0.00,-207.00
15:45 - 16:00,40.34,0.00,4.34,0.00,0.00,-219.00
16:00 - 16:15,163.35,0.00,7.90,0.00,0.00,-280.00
16:15 - 16:30,83.75,0.00,6.57,0.00,0.00,-295.00
16:30 - 16:45,14.50,0.00,6.76,0.00,0.00,-292.00
16:45 - 17:00,-15.00,0.00,5.80,0.00,0.00,-260.00
17:00 - 17:15,-78.00,-40.00,9.66,0.00,0.00,-264.00
17:15 - 17:30,-78.00,-60.00,7.73,0.00,0.00,-289.00
17:30 - 17:45,-93.00,-61.00,6.76,0.00,0.00,-251.00
17:45 - 18:00,-79.00,-61.00,5.79,0.00,0.10,-83.00
18:00 - 18:15,-430.00,-36.00,5.80,0.00,0.00,-289.00
18:15 - 18:30,-424.00,-62.00,5.80,0.00,0.00,-118.00
18:30 - 18:45,-360.00,-72.00,6.28,0.00,0.00,-129.00
18:45 - 19:00,-325.00,-88.00,7.25,0.00,0.00,-132.00
19:00 - 19:15,-231.00,-106.00,8.21,-8.00,0.00,-113.00
19:15 - 19:30,-254.00,-129.00,9.18,-15.00,0.39,-130.00
19:30 - 19:45,-379.00,-205.00,10.14,-59.00,4.16,-75.00
19:45 - 20:00,-351.00,-242.00,11.11,-60.00,3.09,-75.00
20:00 - 20:15,-226.00,-241.00,7.16,-59.00,4.79,-117.00
20:15 - 20:30,-167.00,-233.00,5.63,-59.00,3.09,-126.00
20:30 - 20:45,-293.00,-217.00,4.39,-60.00,2.42,-100.00
20:45 - 21:00,-304.00,-205.00,2.99,-60.00,2.30,-110.00
21:00 - 21:15,-280.00,-177.00,2.93,-50.00,0.65,-155.00
21:15 - 21:30,-186.00,-139.00,2.41,-54.00,0.70,-145.00
21:30 - 21:45,-118.00,-102.00,2.55,-54.00,0.14,-135.00
21:45 - 22:00,-103.00,-77.00,2.56,-49.00,0.12,-140.00
22:00 - 22:15,-102.00,-60.00,2.05,-30.00,0.20,-115.00
22:15 - 22:30,-64.00,-32.00,1.98,-30.00,0.53,-67.00
22:30 - 22:45,-137.00,-6.00,2.08,-30.00,0.90,-30.00
22:45 - 23:00,-135.00,4.16,1.86,-30.00,0.81,1.03
23:00 - 23:15,-173.00,-28.00,1.84,-30.00,1.10,-25.00
23:15 - 23:30,-170.00,-13.00,1.68,-30.00,0.18,-10.00
23:30 - 23:45,-156.00,-14.00,1.29,-30.00,0.00,0.00
23:45 - 24:00,-140.00,-15.00,1.23,-30.00,0.00,0.69
