Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-66.00,28.84,-1.00,9.14,0.00,-60.00
00:15 - 00:30,-172.00,0.00,-1.00,8.94,0.00,-60.00
00:30 - 00:45,-171.00,6.73,-1.00,8.66,0.00,-40.00
00:45 - 01:00,-171.00,4.81,-1.00,8.46,0.00,-40.00
01:00 - 01:15,-169.00,20.19,-1.00,8.27,0.00,-35.00
01:15 - 01:30,-165.00,20.20,-1.00,8.17,0.00,-35.00
01:30 - 01:45,-172.00,20.19,-1.00,7.98,0.00,-45.00
01:45 - 02:00,-170.00,20.20,-1.00,7.69,0.00,-44.00
02:00 - 02:15,-169.00,11.54,-1.00,7.69,0.00,-42.00
02:15 - 02:30,-168.00,11.54,-1.00,7.69,0.00,-43.00
02:30 - 02:45,-169.00,9.62,-1.00,7.69,0.00,-44.00
02:45 - 03:00,-167.00,9.62,-1.00,7.40,0.00,-44.00
03:00 - 03:15,-167.00,0.00,-1.00,7.40,0.00,-34.00
03:15 - 03:30,-166.00,0.00,-1.00,7.40,0.00,-33.00
03:30 - 03:45,-172.00,0.00,-1.00,7.69,0.00,-39.00
03:45 - 04:00,-170.00,0.00,-1.00,7.69,0.00,-39.00
04:00 - 04:15,-166.00,0.00,-1.00,8.65,0.00,-50.00
04:15 - 04:30,-166.00,0.00,-1.00,9.52,0.00,-49.00
04:30 - 04:45,-154.00,0.00,-1.00,9.90,0.00,-43.00
04:45 - 05:00,-167.00,0.00,-1.00,11.54,0.00,-45.00
05:00 - 05:15,-162.00,4.81,-1.00,6.73,0.00,-79.00
05:15 - 05:30,-97.00,4.81,-1.00,7.69,0.00,-73.00
05:30 - 05:45,-60.00,9.62,-1.00,9.61,0.00,-45.00
05:45 - 06:00,-168.00,6.73,-1.00,12.50,0.00,-75.00
06:00 - 06:15,-90.00,0.00,-1.00,15.39,0.00,-10.00
06:15 - 06:30,-32.00,-40.00,-1.00,18.08,0.00,-95.00
06:30 - 06:45,50.00,26.92,-1.00,19.71,0.00,91.36
06:45 - 07:00,0.00,6.73,-1.00,21.16,0.00,30.77
07:00 - 07:15,-180.00,-75.00,-1.00,22.12,0.00,-110.00
07:15 - 07:30,-140.00,-40.00,-1.00,14.96,2.34,-120.00
07:30 - 07:45,-123.00,-10.00,-1.00,13.86,1.87,-125.00
07:45 - 08:00,-115.00,-11.00,-1.00,13.46,2.92,-115.00
08:00 - 08:15,-134.00,-25.00,-1.00,15.53,1.48,-45.00
08:15 - 08:30,-164.00,-35.00,-1.00,17.73,3.63,-45.00
08:30 - 08:45,-150.00,-27.00,-1.00,21.16,3.75,-55.00
08:45 - 09:00,-174.00,-30.00,-1.00,21.16,2.69,-66.00
09:00 - 09:15,-135.00,-21.00,-1.00,17.02,0.87,-6.00
09:15 - 09:30,-104.00,-27.00,-1.00,16.35,0.00,-19.00
09:30 - 09:45,-58.00,-36.00,-1.00,16.35,0.00,28.85
09:45 - 10:00,-30.00,-18.00,-1.00,15.39,0.00,36.54
10:00 - 10:15,171.17,0.00,-0.50,14.42,0.00,76.93
10:15 - 10:30,88.47,0.00,-0.50,13.46,0.00,-50.00
10:30 - 10:45,86.54,0.00,-0.50,13.46,0.00,4.81
10:45 - 11:00,56.72,0.00,-0.50,12.02,0.00,4.81
11:00 - 11:15,-16.00,0.00,-0.50,8.65,0.00,57.70
11:15 - 11:30,-43.00,0.00,-0.50,8.65,0.00,105.78
11:30 - 11:45,-31.00,0.00,-0.50,7.98,0.00,96.16
11:45 - 12:00,-68.00,0.00,-0.50,7.40,0.00,100.97
12:00 - 12:15,-22.00,0.00,-0.50,7.69,0.00,57.70
12:15 - 12:30,-45.00,0.00,-0.50,6.73,0.00,43.27
12:30 - 12:45,-76.00,0.00,-0.50,5.77,0.00,28.85
12:45 - 13:00,-84.00,0.00,-0.50,4.81,0.00,43.27
13:00 - 13:15,-101.00,0.00,-0.50,4.81,0.00,57.69
13:15 - 13:30,-94.00,0.00,-0.50,4.81,0.00,57.69
13:30 - 13:45,-71.00,-10.00,-0.50,3.85,0.00,24.04
13:45 - 14:00,-73.00,-8.00,-0.50,2.88,0.00,28.85
14:00 - 14:15,-86.00,-12.00,-0.50,3.85,0.00,33.65
14:15 - 14:30,-96.00,-15.00,-0.50,2.88,0.00,33.66
14:30 - 14:45,-89.00,-16.00,-0.50,2.88,0.00,28.85
14:45 - 15:00,-94.00,-16.00,-0.50,2.88,0.00,28.85
15:00 - 15:15,-76.00,16.35,-0.50,2.88,0.10,24.04
15:15 - 15:30,-83.00,25.96,-0.50,2.88,0.00,33.66
15:30 - 15:45,-61.00,30.78,-0.50,2.88,0.00,-25.00
15:45 - 16:00,-51.00,52.89,-0.50,2.88,0.00,-65.00
16:00 - 16:15,-22.00,14.42,-0.50,4.81,0.00,-35.00
16:15 - 16:30,-43.00,10.58,-0.50,4.81,0.00,-40.00
16:30 - 16:45,-16.00,45.19,-0.50,4.81,0.00,-30.00
16:45 - 17:00,-81.00,56.73,-0.50,4.81,0.00,-20.00
17:00 - 17:15,-20.00,4.81,-0.50,7.69,0.00,0.96
17:15 - 17:30,-14.00,26.93,-0.50,7.69,0.00,-7.00
17:30 - 17:45,-58.00,-33.00,-0.50,8.65,0.00,-88.00
17:45 - 18:00,-83.00,11.54,-0.50,9.62,0.00,-32.00
18:00 - 18:15,-138.00,53.35,-0.50,11.75,1.17,-56.00
18:15 - 18:30,-100.00,22.15,-0.50,3.88,0.58,-32.00
18:30 - 18:45,-68.00,52.04,-0.50,1.52,0.43,-38.00
18:45 - 19:00,-13.00,49.52,-0.50,1.24,0.05,-11.00
19:00 - 19:15,1.90,74.75,-0.50,2.04,0.22,-40.00
19:15 - 19:30,3.50,60.04,-0.50,3.75,1.05,-54.00
19:30 - 19:45,43.80,47.59,-0.50,8.12,5.13,-54.00
19:45 - 20:00,40.39,64.43,-0.50,14.42,8.27,-89.00
20:00 - 20:15,111.55,82.70,-0.50,14.42,0.00,-58.00
20:15 - 20:30,106.74,127.89,-0.50,14.42,0.00,-86.00
20:30 - 20:45,117.31,117.32,-0.50,14.42,0.00,-106.00
20:45 - 21:00,195.21,123.08,-0.50,13.46,0.00,-67.00
21:00 - 21:15,39.43,141.35,-0.50,12.50,0.00,-16.00
21:15 - 21:30,45.20,146.16,-0.50,11.54,0.00,0.96
21:30 - 21:45,42.31,133.66,-0.50,10.58,0.00,-7.00
21:45 - 22:00,79.81,131.75,-0.50,9.42,0.00,-15.00
22:00 - 22:15,87.51,157.70,-0.50,8.65,0.00,35.58
22:15 - 22:30,88.47,140.39,-0.50,7.31,0.00,22.12
22:30 - 22:45,63.47,146.15,-0.50,6.35,0.00,22.12
22:45 - 23:00,55.77,126.93,-0.50,5.10,0.00,-24.00
23:00 - 23:15,90.39,135.58,-0.50,3.37,0.00,-39.00
23:15 - 23:30,38.46,133.67,-0.50,2.40,0.00,-39.00
23:30 - 23:45,63.47,153.85,-0.50,1.44,0.00,0.00
23:45 - 24:00,20.19,153.85,-0.50,0.77,0.00,33.66
