Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,0.00,0.00,-2.20,4.80,0.00,14.41
00:15 - 00:30,0.00,0.00,-2.20,4.80,0.00,14.41
00:30 - 00:45,37.47,0.00,-2.20,4.80,0.00,14.41
00:45 - 01:00,39.39,0.00,-2.20,4.80,0.00,24.02
01:00 - 01:15,24.98,0.00,-2.20,4.80,0.00,28.82
01:15 - 01:30,14.41,0.00,-2.20,4.80,0.00,24.02
01:30 - 01:45,0.00,0.00,-2.20,4.61,0.00,14.41
01:45 - 02:00,-11.00,0.00,-2.20,4.32,0.00,24.02
02:00 - 02:15,-8.00,0.00,-2.20,4.32,0.00,9.61
02:15 - 02:30,-17.00,0.00,-2.20,3.84,0.00,0.00
02:30 - 02:45,17.30,0.00,-2.20,3.84,0.00,0.00
02:45 - 03:00,18.26,0.00,-2.20,3.84,0.00,0.00
03:00 - 03:15,24.98,-10.00,-2.20,3.84,0.00,-10.00
03:15 - 03:30,28.82,-21.00,-2.20,3.84,0.00,-10.00
03:30 - 03:45,24.02,-28.00,-2.20,3.84,0.00,-20.00
03:45 - 04:00,17.30,-32.00,-2.20,4.32,0.00,-20.00
04:00 - 04:15,3.84,-39.00,-2.20,4.81,0.00,-20.00
04:15 - 04:30,6.73,-39.00,-2.20,4.80,0.00,-10.00
04:30 - 04:45,0.00,-39.00,-2.20,5.76,0.00,0.00
04:45 - 05:00,11.53,-20.00,-2.20,6.72,0.00,9.61
05:00 - 05:15,9.60,-15.00,-2.20,7.69,0.00,9.61
05:15 - 05:30,18.25,-22.00,-2.20,10.57,0.00,0.00
05:30 - 05:45,9.61,-31.00,-2.20,12.48,0.00,9.61
05:45 - 06:00,84.54,-65.00,-2.20,13.45,0.00,4.80
