Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
Revision No,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCGT-Bawana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Schedule,1154.4904,1149.4904,1114.4904,1064.4904,1104.4904,1034.4904,1034.4904,934.4904,694.4904,590.0000,590.0000,523.0000,523.0000,523.0000,523.0000,523.0000,523.0000,523.0000,523.0000,523.0000,523.0000,523.0000,523.0000,523.0000,523.0000,523.0000,523.0000,523.0000,523.0000,523.0000,523.0000,523.0000,523.0000,523.0000,478.0000,478.0000,478.0000,478.0000,478.0000,478.0000,478.0000,478.0000,478.0000,478.0000,478.0000,478.0000,478.0000,478.0000,478.0000,478.0000,478.0000,478.0000,478.0000,478.0000,478.0000,478.0000,510.0000,505.0000,505.0000,531.0000,592.0000,600.0000,595.0000,606.0000,740.0000,747.0000,749.0000,744.0000,750.0000,736.0000,582.0000,592.0000,566.0000,582.0000,689.0000,742.0000,658.0000,711.3776,766.3776,771.3776,771.3776,785.3776,826.3776,871.3776,879.3776,949.3776,999.3776,1121.3776,1172.3776,1231.3776,1231.3776,1240.0000,1240.0000,1240.0000,1240.0000,1240.0000
DC Considered for Schedule,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1240.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1230.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00,1250.00
