Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-16.00,0.00,0.00,-37.00,0.00,-55.00
00:15 - 00:30,0.00,0.00,0.00,-37.00,0.00,-90.00
00:30 - 00:45,0.00,0.00,-5.70,-37.00,0.00,-21.00
00:45 - 01:00,0.00,0.00,-5.80,-37.00,0.00,-28.00
01:00 - 01:15,0.00,0.00,-5.90,-37.00,0.00,-44.00
01:15 - 01:30,0.00,0.00,-6.00,-37.00,0.00,-100.00
01:30 - 01:45,0.00,-47.00,-7.20,-37.00,0.00,-41.00
01:45 - 02:00,0.00,-50.00,-7.30,-37.00,0.00,-39.00
02:00 - 02:15,0.00,-35.00,-7.30,-37.00,0.00,-38.00
02:15 - 02:30,0.00,-40.00,-7.30,-37.00,0.00,-38.00
02:30 - 02:45,13.46,-15.00,-7.30,-37.00,0.00,-29.00
02:45 - 03:00,15.38,-18.00,-7.30,-37.00,0.00,-54.00
03:00 - 03:15,21.15,-21.00,-7.30,-37.00,0.00,-68.00
03:15 - 03:30,40.37,-11.00,-7.30,-37.00,0.00,-69.00
03:30 - 03:45,42.29,-4.00,-7.30,-37.00,0.00,-70.00
03:45 - 04:00,32.68,-6.00,-7.00,-37.00,0.00,-72.00
04:00 - 04:15,23.07,-8.00,-6.60,-38.00,0.00,-88.00
04:15 - 04:30,22.11,-6.00,-5.70,-37.00,0.00,-49.00
04:30 - 04:45,25.95,0.00,-4.90,-37.00,0.00,-53.00
04:45 - 05:00,-76.00,-35.00,-4.00,-37.00,0.00,-53.00
05:00 - 05:15,-108.00,-70.00,-1.20,-37.00,0.00,-54.00
05:15 - 05:30,-61.00,-88.00,2.88,-37.00,0.00,-56.00
05:30 - 05:45,-130.00,-54.00,4.81,-37.00,0.00,-53.00
05:45 - 06:00,-98.00,-137.00,7.88,-38.00,0.00,-76.00
06:00 - 06:15,-76.00,-137.00,5.77,-37.00,0.00,24.99
06:15 - 06:30,-16.00,-135.00,6.92,-37.00,0.00,-38.00
06:30 - 06:45,-18.00,-139.00,8.17,-23.00,0.00,-70.00
06:45 - 07:00,-16.00,-137.00,9.42,-23.00,0.00,-80.00
07:00 - 07:15,47.37,-76.00,9.06,-20.00,0.00,-55.00
07:15 - 07:30,23.56,-79.00,5.57,-20.00,0.00,-55.00
07:30 - 07:45,-47.00,-95.00,2.05,-19.00,0.00,-120.00
07:45 - 08:00,-27.00,-92.00,1.91,-19.00,0.00,-115.00
08:00 - 08:15,-75.00,-126.00,4.18,-19.00,0.00,-140.00
08:15 - 08:30,-77.00,-121.00,3.99,-18.00,0.00,-133.00
08:30 - 08:45,-75.00,-145.00,7.79,-18.00,0.00,-117.00
08:45 - 09:00,-52.00,-147.00,6.63,-15.00,0.00,-126.00
09:00 - 09:15,-34.00,-165.00,5.38,-19.00,0.00,-100.00
09:15 - 09:30,-35.00,-174.00,5.38,-17.00,0.00,-100.00
09:30 - 09:45,-31.00,-168.00,5.00,-31.00,0.00,-97.00
09:45 - 10:00,-22.00,-129.00,4.71,-28.00,0.00,-164.00
10:00 - 10:15,-95.00,-171.00,8.84,-31.00,0.00,-120.00
10:15 - 10:30,-40.00,-170.00,8.17,-31.00,0.00,-115.00
10:30 - 10:45,33.64,-171.00,7.69,-34.00,0.00,-95.00
10:45 - 11:00,22.11,-171.00,6.73,-37.00,0.00,-110.00
11:00 - 11:15,-55.00,-104.00,5.96,-32.00,0.00,-50.00
11:15 - 11:30,-93.00,-104.00,5.57,-33.00,0.00,-45.00
11:30 - 11:45,-82.00,-119.00,4.81,-31.00,0.00,-30.00
11:45 - 12:00,-76.00,-141.00,3.84,-34.00,0.00,-30.00
12:00 - 12:15,-29.00,-168.00,4.33,-41.00,0.00,-45.00
12:15 - 12:30,0.00,-166.00,3.84,-40.00,0.00,-45.00
12:30 - 12:45,16.34,-145.00,3.36,-44.00,0.00,-50.00
12:45 - 13:00,2.89,-137.00,2.40,-42.00,0.00,-40.00
13:00 - 13:15,0.00,-107.00,0.96,-50.00,0.00,0.00
13:15 - 13:30,-16.00,-110.00,0.48,-52.00,0.00,-100.00
13:30 - 13:45,19.22,-101.00,-1.00,-54.00,0.00,-20.00
13:45 - 14:00,27.87,-95.00,-1.00,-54.00,0.00,-15.00
14:00 - 14:15,39.41,-92.00,-1.00,-55.00,0.00,-45.00
14:15 - 14:30,36.53,-88.00,-1.00,-55.00,0.00,-35.00
14:30 - 14:45,26.91,-84.00,-1.00,-55.00,0.00,48.06
14:45 - 15:00,-33.00,-77.00,-2.00,-55.00,0.00,0.00
15:00 - 15:15,-72.00,-78.00,-1.50,-55.00,0.00,-65.00
15:15 - 15:30,-92.00,-85.00,-1.50,-55.00,0.00,-75.00
15:30 - 15:45,-90.00,-80.00,-1.00,-55.00,0.00,-80.00
15:45 - 16:00,-88.00,-90.00,-0.50,-55.00,0.00,-80.00
16:00 - 16:15,-117.00,-60.00,-0.50,-55.00,0.00,-80.00
16:15 - 16:30,-87.00,-61.00,0.00,-56.00,0.00,-60.00
16:30 - 16:45,-136.00,-120.00,0.48,-55.00,0.00,-33.00
16:45 - 17:00,-92.00,-129.00,0.96,-58.00,0.00,-47.00
17:00 - 17:15,-94.00,-129.00,-3.00,-53.00,0.00,-40.00
17:15 - 17:30,-74.00,-112.00,-3.00,-54.00,0.00,-48.00
17:30 - 17:45,-80.00,-28.00,-2.50,-56.00,0.00,-110.00
17:45 - 18:00,-72.00,-112.00,-2.00,-56.00,0.00,-176.00
18:00 - 18:15,-37.00,-73.00,-1.50,-33.00,0.00,-195.00
18:15 - 18:30,-86.00,-68.00,0.00,-30.00,0.00,-58.00
18:30 - 18:45,-67.00,-15.00,0.09,-31.00,0.09,-45.00
18:45 - 19:00,-51.00,-13.00,0.09,-33.00,0.10,-44.00
19:00 - 19:15,-31.00,-19.00,0.13,-35.00,0.00,-54.00
19:15 - 19:30,-19.00,-24.00,0.26,-37.00,0.00,-52.00
19:30 - 19:45,-50.00,-46.00,0.46,-40.00,0.00,-61.00
19:45 - 20:00,-62.00,-50.00,0.48,-46.00,0.00,-36.00
20:00 - 20:15,-32.00,-113.00,4.81,-29.00,0.00,0.00
20:15 - 20:30,12.49,-113.00,4.81,-31.00,0.00,0.00
20:30 - 20:45,12.50,-63.00,2.88,-33.00,0.00,-22.00
20:45 - 21:00,45.18,-81.00,2.21,-36.00,0.00,-93.00
21:00 - 21:15,-45.00,-123.00,2.02,-38.00,0.00,-37.00
21:15 - 21:30,0.00,-108.00,1.73,-40.00,0.00,11.53
21:30 - 21:45,33.64,-109.00,1.25,-43.00,0.00,13.46
21:45 - 22:00,103.81,-38.00,0.00,-45.00,0.00,13.46
22:00 - 22:15,108.62,-50.00,-0.40,-47.00,0.00,-30.00
22:15 - 22:30,106.69,-46.00,-0.80,-43.00,0.00,-26.00
22:30 - 22:45,108.62,-64.00,-1.80,-46.00,0.00,-32.00
22:45 - 23:00,83.62,-77.00,-2.30,-49.00,0.00,-31.00
23:00 - 23:15,40.37,-58.00,-2.80,-44.00,0.00,-150.00
23:15 - 23:30,0.00,-51.00,-3.50,-44.00,0.00,-149.00
23:30 - 23:45,37.49,-46.00,-4.20,-44.00,0.00,-151.00
23:45 - 24:00,29.80,-43.00,-5.00,-44.00,0.00,-152.00
