Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-233.00,-10.00,10.58,-41.00,-310.00
00:15 - 00:30,-237.00,-15.00,10.58,-41.00,-260.00
00:30 - 00:45,-206.00,0.00,10.58,-41.00,-69.00
00:45 - 01:00,-262.00,0.00,10.58,-41.00,-35.00
01:00 - 01:15,-129.00,0.00,10.58,-61.00,-59.00
01:15 - 01:30,-64.00,0.00,9.62,-60.00,-58.00
01:30 - 01:45,-11.00,9.62,9.62,-60.00,-99.00
01:45 - 02:00,-20.00,9.62,9.62,-60.00,-108.00
02:00 - 02:15,-41.00,0.00,7.69,-59.00,-70.00
02:15 - 02:30,-32.00,0.00,7.69,-60.00,-65.00
02:30 - 02:45,0.00,0.00,7.69,-60.00,-61.00
02:45 - 03:00,0.00,0.00,7.69,-60.00,-64.00
03:00 - 03:15,99.07,14.43,7.69,-60.00,-3.00
03:15 - 03:30,131.77,4.81,6.73,-60.00,-47.00
03:30 - 03:45,90.41,21.16,6.73,-60.00,-47.00
03:45 - 04:00,82.72,16.35,6.73,-61.00,-46.00
04:00 - 04:15,85.61,27.89,6.73,-60.00,-8.00
04:15 - 04:30,84.64,28.85,5.77,-60.00,-19.00
04:30 - 04:45,98.10,40.40,5.77,-60.00,-49.00
04:45 - 05:00,48.09,-7.00,5.77,-60.00,-58.00
05:00 - 05:15,30.78,0.00,5.77,-60.00,-69.00
05:15 - 05:30,25.01,0.00,5.77,-60.00,-11.00
05:30 - 05:45,0.00,0.00,5.77,-60.00,13.47
05:45 - 06:00,0.00,0.00,5.77,-59.00,18.28
06:00 - 06:15,0.00,0.00,5.77,-59.00,12.50
06:15 - 06:30,0.00,0.00,5.77,-59.00,39.43
06:30 - 06:45,0.00,0.00,5.77,-58.00,60.59
06:45 - 07:00,-84.00,0.00,5.77,-58.00,73.10
07:00 - 07:15,-64.00,65.40,6.73,-48.00,57.71
07:15 - 07:30,-107.00,65.41,7.69,-48.00,33.66
07:30 - 07:45,-93.00,52.90,7.69,-47.00,52.90
07:45 - 08:00,-71.00,53.86,9.43,-47.00,25.97
08:00 - 08:15,-26.00,62.52,8.66,-34.00,85.59
08:15 - 08:30,0.00,72.14,9.62,-29.00,84.63
08:30 - 08:45,27.89,87.52,13.47,-24.00,96.18
08:45 - 09:00,19.24,80.79,13.47,-24.00,96.17
09:00 - 09:15,19.24,94.26,14.43,-24.00,96.17
09:15 - 09:30,80.79,104.84,14.04,-24.00,96.18
09:30 - 09:45,87.52,129.84,13.47,0.00,142.35
09:45 - 10:00,101.95,126.96,14.43,0.00,158.69
10:00 - 10:15,68.29,126.00,15.39,0.00,149.07
10:15 - 10:30,79.83,131.77,15.39,0.00,139.46
10:30 - 10:45,75.02,139.46,15.39,0.00,153.89
10:45 - 11:00,67.33,140.42,15.39,0.00,142.34
11:00 - 11:15,82.71,172.17,15.39,0.00,139.46
11:15 - 11:30,80.79,181.78,15.39,0.00,129.84
11:30 - 11:45,124.07,197.17,13.47,0.00,134.65
11:45 - 12:00,125.03,206.79,13.47,0.00,129.84
12:00 - 12:15,146.19,219.30,11.54,0.00,86.56
12:15 - 12:30,155.81,228.91,11.54,0.00,88.49
12:30 - 12:45,90.41,211.60,8.66,0.00,55.78
12:45 - 13:00,91.37,211.60,8.66,0.00,55.78
