Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,5.76,0.00,0.00,7.40,0.00,-70.00
00:15 - 00:30,-35.00,0.00,0.00,7.01,0.00,-80.00
00:30 - 00:45,-36.00,0.00,0.00,6.63,0.00,-85.00
00:45 - 01:00,-37.00,0.00,0.00,6.15,0.00,-85.00
01:00 - 01:15,-27.00,0.00,0.00,5.96,0.00,-80.00
01:15 - 01:30,-22.00,0.00,0.00,5.86,0.00,-80.00
01:30 - 01:45,7.69,0.00,0.00,5.76,0.00,-65.00
01:45 - 02:00,12.49,0.00,0.00,5.76,0.00,-65.00
02:00 - 02:15,14.41,0.00,0.00,5.76,0.00,-65.00
02:15 - 02:30,19.22,0.00,0.00,5.76,0.00,-65.00
02:30 - 02:45,32.67,0.00,0.00,5.76,0.00,-55.00
02:45 - 03:00,37.47,0.00,0.00,5.76,0.00,-50.00
03:00 - 03:15,25.94,0.00,-1.00,5.76,0.00,-50.00
03:15 - 03:30,26.90,0.00,-1.00,5.96,0.00,-50.00
03:30 - 03:45,29.79,0.00,-1.00,6.24,0.00,-50.00
03:45 - 04:00,31.71,0.00,-1.00,6.53,0.00,-50.00
04:00 - 04:15,27.86,0.00,-0.10,7.21,0.00,-55.00
04:15 - 04:30,28.82,0.00,-0.10,7.69,0.00,-55.00
04:30 - 04:45,26.90,10.57,-0.10,8.84,0.00,-55.00
04:45 - 05:00,-40.00,7.69,-0.10,10.08,0.00,-55.00
05:00 - 05:15,-54.00,0.00,-0.10,5.76,0.00,-50.00
05:15 - 05:30,-53.00,0.00,-0.10,9.13,0.00,33.62
05:30 - 05:45,-25.00,-12.00,-0.10,11.43,0.00,9.61
05:45 - 06:00,-62.00,-9.00,-0.10,14.89,0.00,-20.00
06:00 - 06:15,-38.00,-20.00,-0.10,18.25,0.00,-95.00
06:15 - 06:30,-112.00,-20.00,-0.10,19.79,0.00,-145.00
06:30 - 06:45,37.47,60.53,-0.10,21.90,0.00,-20.00
06:45 - 07:00,22.10,65.32,-0.10,23.44,0.00,0.00
07:00 - 07:15,-24.00,28.83,-0.10,15.99,0.07,-45.00
07:15 - 07:30,0.00,45.14,-0.10,8.07,0.06,-45.00
07:30 - 07:45,20.38,33.35,-0.10,5.22,0.00,-50.00
07:45 - 08:00,35.09,61.24,-0.10,5.99,0.00,-65.00
08:00 - 08:15,277.24,0.00,-0.10,7.45,0.00,-50.00
08:15 - 08:30,369.60,0.00,-0.10,6.75,0.00,-55.00
08:30 - 08:45,188.82,5.03,-0.10,12.83,0.00,-65.00
08:45 - 09:00,154.01,6.42,-0.10,15.02,0.00,-75.00
09:00 - 09:15,0.00,-26.00,-0.10,18.83,0.00,-80.00
09:15 - 09:30,0.00,-19.00,-0.10,18.06,0.00,-45.00
09:30 - 09:45,29.79,-50.00,-0.10,17.29,0.19,-40.00
09:45 - 10:00,20.17,-44.00,-0.10,16.72,0.00,-50.00
10:00 - 10:15,79.74,-60.00,-0.10,15.47,0.00,-40.00
10:15 - 10:30,129.70,-60.00,-0.10,14.89,0.00,-20.00
10:30 - 10:45,-33.00,10.57,-0.10,14.12,0.00,28.82
10:45 - 11:00,-9.00,7.69,-0.10,13.35,0.00,81.66
11:00 - 11:15,0.00,11.53,-0.10,10.47,0.00,9.61
11:15 - 11:30,0.00,0.00,-0.10,9.32,0.00,23.06
11:30 - 11:45,-23.00,0.00,-0.10,8.55,0.00,29.78
11:45 - 12:00,-29.00,-15.00,-0.10,8.36,0.00,28.82
12:00 - 12:15,20.17,-26.00,-0.10,6.72,0.00,68.22
12:15 - 12:30,45.15,-13.00,-0.10,6.72,0.00,68.22
12:30 - 12:45,67.25,-33.00,-0.10,5.76,0.48,69.17
12:45 - 13:00,30.74,-40.00,-0.10,4.32,0.00,49.96
13:00 - 13:15,-11.00,-29.00,-0.10,4.80,0.00,-29.00
13:15 - 13:30,-56.00,-40.00,-0.10,3.84,0.00,-35.00
13:30 - 13:45,0.00,-45.00,-0.10,2.88,0.00,-8.00
13:45 - 14:00,0.00,-38.00,-0.10,2.88,0.00,41.31
14:00 - 14:15,0.00,-21.00,-0.10,2.88,0.00,65.33
14:15 - 14:30,0.00,-20.00,-0.10,1.92,0.00,42.27
14:30 - 14:45,-12.00,-22.00,-0.10,0.00,0.00,97.03
14:45 - 15:00,-61.00,-23.00,-0.10,0.00,0.00,105.68
15:00 - 15:15,-48.00,-13.00,-0.10,0.00,0.00,104.72
15:15 - 15:30,-26.00,-6.00,-0.10,0.96,0.00,77.82
15:30 - 15:45,-32.00,-20.00,-0.10,0.96,0.00,47.08
15:45 - 16:00,2.88,-20.00,-0.10,0.96,0.00,59.57
16:00 - 16:15,-46.00,-17.00,-0.10,1.92,0.00,40.35
16:15 - 16:30,-25.00,-38.00,-0.10,1.92,0.00,33.63
16:30 - 16:45,-31.00,-28.00,-0.10,1.92,0.00,4.80
16:45 - 17:00,-71.00,-68.00,-0.10,2.88,0.00,10.57
17:00 - 17:15,-101.00,-24.00,-0.10,4.80,0.00,-71.00
17:15 - 17:30,-19.00,-123.00,-0.10,6.72,0.00,-49.00
17:30 - 17:45,-34.00,-56.00,-0.10,8.65,0.00,-97.00
17:45 - 18:00,0.00,-60.00,-0.10,9.61,0.00,-87.00
18:00 - 18:15,-69.00,6.04,-0.10,6.04,0.51,-88.00
18:15 - 18:30,-30.00,8.65,-0.10,3.28,0.33,-73.00
18:30 - 18:45,-30.00,11.65,-0.10,2.72,0.78,-52.00
18:45 - 19:00,3.25,9.09,-0.10,2.43,0.14,-45.00
19:00 - 19:15,38.81,15.52,-0.10,5.82,0.38,-22.00
19:15 - 19:30,28.00,9.55,-0.10,9.55,0.00,-35.00
19:30 - 19:45,35.55,4.80,-0.10,15.37,0.00,-58.00
19:45 - 20:00,40.35,11.53,-0.10,15.37,0.10,-59.00
20:00 - 20:15,99.92,28.82,-0.10,15.37,0.00,-45.00
20:15 - 20:30,138.34,24.02,-0.10,14.60,0.00,-9.00
20:30 - 20:45,-29.00,28.82,-0.10,14.41,0.00,-9.00
20:45 - 21:00,32.66,38.43,-0.10,13.45,0.00,31.70
21:00 - 21:15,26.90,52.84,-0.10,13.07,0.00,31.70
21:15 - 21:30,71.10,58.60,-0.10,12.10,0.00,31.70
21:30 - 21:45,75.91,33.62,-0.10,11.14,0.00,43.23
21:45 - 22:00,73.96,34.59,-0.10,9.61,0.00,34.59
22:00 - 22:15,98.96,29.78,-0.10,9.22,0.00,29.78
22:15 - 22:30,103.75,27.86,-0.10,7.69,0.00,12.49
22:30 - 22:45,108.56,17.29,-0.10,6.72,0.00,9.61
22:45 - 23:00,101.84,20.17,-0.10,6.34,0.00,24.02
23:00 - 23:15,91.27,25.94,-0.10,5.38,0.00,14.41
23:15 - 23:30,33.62,11.53,-0.10,2.88,0.00,43.24
23:30 - 23:45,-13.00,0.00,-0.10,2.50,0.00,24.02
23:45 - 24:00,-62.00,0.00,-0.10,1.92,0.00,4.80
