Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-22.00,47.99,-1.50,10.08,-10.00,0.00,-30.00
00:15 - 00:30,-43.00,46.07,-1.50,10.08,-10.00,0.00,-35.00
00:30 - 00:45,-28.00,-38.00,-1.50,10.08,0.00,0.00,11.52
00:45 - 01:00,-29.00,-38.00,-1.50,9.89,0.00,0.00,11.51
01:00 - 01:15,0.00,-42.00,-1.50,9.79,0.00,0.00,9.60
01:15 - 01:30,10.55,-38.00,-1.50,9.60,0.00,0.00,9.60
01:30 - 01:45,-12.00,-61.00,-1.50,9.60,0.00,0.00,6.72
01:45 - 02:00,0.00,-61.00,-1.50,9.60,0.00,0.00,6.72
02:00 - 02:15,39.35,-117.00,-1.50,9.60,0.00,0.00,-135.00
02:15 - 02:30,46.07,-122.00,-1.50,9.60,0.00,0.00,-80.00
02:30 - 02:45,16.31,-23.00,-1.50,9.60,0.00,0.00,14.40
02:45 - 03:00,18.23,-26.00,-1.50,9.60,0.00,0.00,14.40
03:00 - 03:15,40.31,-8.00,-1.50,9.60,0.00,0.00,6.72
03:15 - 03:30,42.23,-10.00,-1.50,9.60,0.00,0.00,6.72
03:30 - 03:45,18.23,-7.00,-1.50,9.60,0.00,0.00,9.60
03:45 - 04:00,20.16,66.22,-1.50,9.60,0.00,0.00,9.60
04:00 - 04:15,27.83,0.00,-1.50,9.60,0.00,0.00,-40.00
04:15 - 04:30,29.75,86.39,-1.50,9.79,0.00,0.00,-60.00
04:30 - 04:45,27.83,62.39,-1.50,10.56,0.00,0.00,57.59
04:45 - 05:00,29.75,65.27,-1.50,11.52,0.00,0.00,-5.00
05:00 - 05:15,32.63,-19.00,-1.50,12.48,0.00,0.00,-15.00
05:15 - 05:30,37.43,-18.00,-1.50,15.07,0.00,0.00,-40.00
05:30 - 05:45,9.60,-36.00,-1.50,16.22,0.00,0.00,-55.00
05:45 - 06:00,40.31,-30.00,-1.50,18.24,0.00,0.00,-55.00
06:00 - 06:15,-93.00,-36.00,-1.50,20.73,0.00,0.00,-45.00
06:15 - 06:30,-49.00,-33.00,-1.50,20.92,0.00,0.00,-45.00
06:30 - 06:45,-8.00,-23.00,-1.50,23.04,0.00,0.00,-45.00
06:45 - 07:00,16.05,-19.00,-1.50,22.73,0.00,0.00,-35.00
