Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-172.00,-14.00,11.06,0.00,0.00,0.00,37.52
00:15 - 00:30,-150.00,-19.00,10.77,0.00,0.00,0.00,30.78
00:30 - 00:45,-157.00,-16.00,10.58,0.00,0.00,0.00,-38.00
00:45 - 01:00,-175.00,-16.00,10.39,0.00,0.00,0.00,-40.00
01:00 - 01:15,-179.00,-15.00,10.20,0.00,0.00,0.00,-30.00
01:15 - 01:30,-209.00,-15.00,10.20,0.00,0.00,0.00,-28.00
01:30 - 01:45,-215.00,-35.00,10.20,0.00,0.00,0.00,-45.00
01:45 - 02:00,-223.00,-35.00,10.20,0.00,0.00,0.00,-47.00
02:00 - 02:15,-115.00,32.70,10.20,0.00,0.00,0.00,-116.00
02:15 - 02:30,-127.00,30.78,10.20,0.00,0.00,0.00,-84.00
02:30 - 02:45,-132.00,36.55,10.10,0.00,0.00,0.00,-20.00
02:45 - 03:00,-98.00,-29.00,10.10,0.00,0.00,0.00,-20.00
03:00 - 03:15,-84.00,-34.00,10.10,0.00,0.00,0.00,-10.00
03:15 - 03:30,-73.00,-35.00,10.10,0.00,0.00,0.00,-5.00
03:30 - 03:45,-51.00,-37.00,10.10,0.00,0.00,0.00,-5.00
03:45 - 04:00,-28.00,-37.00,10.10,0.00,0.00,0.00,2.89
04:00 - 04:15,-40.00,-24.00,10.29,0.00,0.00,0.00,-10.00
04:15 - 04:30,-48.00,4.81,10.39,0.00,0.00,0.00,-60.00
04:30 - 04:45,-36.00,66.37,10.58,0.00,0.00,0.00,45.21
04:45 - 05:00,-60.00,65.41,11.54,0.00,0.00,0.00,-31.00
05:00 - 05:15,-94.00,50.98,12.99,0.00,0.00,0.00,-32.00
05:15 - 05:30,-62.00,60.60,14.43,0.00,0.00,0.00,-28.00
05:30 - 05:45,-55.00,59.63,15.78,0.00,0.00,0.00,-50.00
05:45 - 06:00,-157.00,69.26,17.41,0.00,0.00,0.00,-75.00
06:00 - 06:15,-140.00,-14.00,18.47,0.00,0.00,0.00,-30.00
06:15 - 06:30,-140.00,4.21,12.10,0.00,0.00,0.00,-10.00
06:30 - 06:45,-162.00,42.85,10.84,0.00,0.00,-35.00,6.05
06:45 - 07:00,-154.00,41.43,9.76,0.00,0.00,-35.00,8.72
07:00 - 07:15,-159.00,48.69,15.00,0.00,0.00,0.00,-5.00
07:15 - 07:30,-177.00,51.33,16.42,0.00,0.00,0.00,0.68
07:30 - 07:45,-113.00,43.29,23.28,0.00,0.00,0.00,126.96
07:45 - 08:00,-90.00,24.05,23.76,0.00,0.00,0.00,148.13
08:00 - 08:15,-121.00,-70.00,22.80,0.00,0.00,0.00,59.63
08:15 - 08:30,-48.00,-20.00,22.60,0.00,0.00,0.00,61.57
08:30 - 08:45,-104.00,-55.00,22.51,0.00,0.00,0.00,30.78
08:45 - 09:00,-143.00,-65.00,22.41,0.00,0.00,0.00,29.82
09:00 - 09:15,-129.00,-22.00,22.22,0.00,0.00,0.00,-35.00
09:15 - 09:30,-130.00,-29.00,22.03,0.00,0.00,0.00,-35.00
09:30 - 09:45,-124.00,-80.00,21.64,0.00,0.00,0.00,-30.00
09:45 - 10:00,-152.00,-34.00,21.16,0.00,0.00,0.00,-60.00
10:00 - 10:15,-215.00,-45.00,13.47,0.00,0.00,0.00,-30.00
10:15 - 10:30,-173.00,-26.00,12.99,0.00,0.00,0.00,-35.00
10:30 - 10:45,-190.00,-16.00,12.50,0.00,0.00,0.00,-30.00
10:45 - 11:00,-183.00,-16.00,12.02,0.00,0.00,0.00,-25.00
11:00 - 11:15,-178.00,-42.00,11.06,0.00,0.00,0.00,-40.00
11:15 - 11:30,-179.00,-38.00,10.58,0.00,0.00,0.00,-35.00
11:30 - 11:45,-192.00,-46.00,19.24,0.00,0.00,0.00,-40.00
11:45 - 12:00,-194.00,-47.00,19.24,0.00,0.00,0.00,-45.00
12:00 - 12:15,-158.00,-52.00,9.62,0.00,0.00,0.00,-65.00
12:15 - 12:30,-161.00,-56.00,9.62,0.00,0.00,0.00,-75.00
12:30 - 12:45,-189.00,-62.00,9.62,0.00,0.00,0.00,-80.00
12:45 - 13:00,-178.00,-58.00,9.62,0.00,0.00,0.00,-90.00
13:00 - 13:15,-172.00,-60.00,8.66,0.00,0.00,0.00,-100.00
13:15 - 13:30,-170.00,-54.00,8.66,0.00,0.00,0.00,-100.00
13:30 - 13:45,-178.00,-40.00,8.66,0.00,0.00,0.00,-100.00
13:45 - 14:00,-173.00,-46.00,8.66,0.00,0.00,0.00,-110.00
14:00 - 14:15,-102.00,-38.00,8.66,0.00,0.00,0.00,-100.00
14:15 - 14:30,-98.00,-45.00,8.66,0.00,0.00,0.00,-110.00
14:30 - 14:45,-111.00,-54.00,8.66,0.00,0.00,0.00,-95.00
14:45 - 15:00,-107.00,-50.00,8.66,0.00,0.00,0.00,-85.00
15:00 - 15:15,-128.00,-43.00,10.58,0.00,0.00,0.00,-100.00
15:15 - 15:30,-118.00,-46.00,10.58,0.00,0.00,0.00,-95.00
15:30 - 15:45,-115.00,-63.00,11.54,0.00,0.00,0.00,-40.00
15:45 - 16:00,-122.00,-82.00,11.54,0.00,0.00,0.00,-30.00
16:00 - 16:15,-131.00,-65.00,14.43,0.00,0.00,0.00,-5.00
16:15 - 16:30,-103.00,-125.00,14.43,0.00,0.00,0.00,14.43
16:30 - 16:45,-97.00,-90.00,14.43,0.00,0.00,0.00,24.05
16:45 - 17:00,-53.00,-96.00,14.43,0.00,0.00,0.00,43.28
17:00 - 17:15,-22.00,0.00,18.27,0.00,4.33,0.00,-17.00
17:15 - 17:30,0.00,0.00,18.27,0.00,5.68,0.00,-95.00
17:30 - 17:45,9.62,-15.00,19.24,-10.00,5.10,0.00,-75.00
17:45 - 18:00,51.94,-42.00,19.24,-17.00,0.00,0.00,-65.00
18:00 - 18:15,-7.00,-14.00,20.20,-21.00,0.00,0.00,-46.00
18:15 - 18:30,-64.00,-18.00,20.20,-33.00,0.00,0.00,-66.00
18:30 - 18:45,-142.00,-22.00,20.20,-45.00,1.35,0.00,-96.00
18:45 - 19:00,-174.00,-21.00,20.20,-46.00,2.40,0.00,-108.00
19:00 - 19:15,-180.00,-53.00,21.17,-49.00,1.92,0.00,-119.00
19:15 - 19:30,-194.00,-68.00,21.16,-53.00,2.12,0.00,-108.00
19:30 - 19:45,-175.00,-75.00,17.32,-55.00,4.42,0.00,-67.00
19:45 - 20:00,-192.00,-90.00,17.32,-59.00,7.79,0.00,-87.00
20:00 - 20:15,-212.00,-120.00,16.35,-30.00,5.00,0.00,-142.00
20:15 - 20:30,-222.98,-115.00,16.35,-28.00,4.52,0.00,-133.00
20:30 - 20:45,-127.00,-70.00,16.35,-22.00,1.35,0.00,-124.00
20:45 - 21:00,-100.00,-75.00,15.39,-22.00,0.87,0.00,-142.00
21:00 - 21:15,-84.00,-70.00,16.54,-23.00,0.00,0.00,-125.00
21:15 - 21:30,-41.00,-91.00,15.97,-25.00,0.00,0.00,-140.00
21:30 - 21:45,-103.00,-126.00,15.39,-31.00,0.00,0.00,-155.00
21:45 - 22:00,-137.00,-126.00,15.01,-33.00,0.00,0.00,-167.00
22:00 - 22:15,-160.00,-14.00,14.43,-33.00,0.00,0.00,-159.00
22:15 - 22:30,-168.00,-12.00,13.56,-32.00,0.00,0.00,-148.00
22:30 - 22:45,-94.00,-40.00,12.99,-20.00,0.00,0.00,-120.00
22:45 - 23:00,-73.00,-22.00,12.50,-16.00,0.00,0.00,-102.00
23:00 - 23:15,-71.00,-20.00,12.12,-6.00,0.00,0.00,-96.00
23:15 - 23:30,-77.00,-15.00,11.74,-6.00,0.00,0.00,-91.00
23:30 - 23:45,-74.00,0.00,11.35,-6.00,0.00,0.00,-91.00
23:45 - 24:00,-76.00,0.00,11.06,-6.00,0.00,0.00,-86.00
