timeslot,discomcode,revisionno,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,KUDGI,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,SOLAPUR,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,ASEJ2PL_BYPL,ASEJ2PL_TPDDL,CHANJUII,SECI_BRPL,SECI_BYPL,SECI_TPDDL,APSEPL_FTG,PARBATI2,KHURJA,GHATAMPUR,Total_EXPP,OpenAccess,InterDiscomTransfer,Losses,idtexbil,Total
1,NDPL,15DSNDPL2025/04/10,0.0000,0.0000,0.0000,0.0000,5.7959,0.0000,0.0000,0.0000,74.7800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,390.6800,20.0200,0.0000,69.6000,0.0000,0.0000,115.0900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0200,0.0000,0.0000,4.5200,27.1600,35.0500,0.0000,120.2200,41.2400,6.1500,12.3800,7.7900,13.5300,43.3100,0.0000,11.0600,17.7200,12.1000,0.0000,3.1300,2.7200,4.8500,0.0000,12.6400,0.0000,0.0000,0.0000,15.8700,0.0000,0.0000,0.0000,0.0000,13.6900,10.1900,12.9300,11.6600,5.5300,0.0000,10.1100,4.1400,0.0000,0.0000,5.7800,0.0000,0.0000,0.0000,0.0000,0.0000,0.8400,4.2700,0.0000,0.0000,0.0000,3.5400,4.4500,0.0000,0.0000,0.0000,0.0000,0.0000,16.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2800,0.0000,0.0000,1463.3288,123.63,-72.27,13.1739,0.00,1501.5149
2,NDPL,15DSNDPL2025/04/10,0.0000,0.0000,0.0000,0.0000,5.7959,0.0000,0.0000,0.0000,74.7800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,390.6800,10.8100,0.0000,69.6000,0.0000,0.0000,115.0900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0200,0.0000,0.0000,4.5200,27.1600,35.0500,0.0000,120.2600,41.2400,6.1500,12.3800,7.7900,13.5300,43.3100,0.0000,0.0000,0.0000,0.0000,0.0000,3.1300,2.7200,4.8500,0.0000,12.6400,0.0000,0.0000,0.0000,15.8700,0.0000,0.0000,0.0000,0.0000,13.6900,10.1900,12.9300,11.6600,5.5300,0.0000,10.1100,4.1400,0.0000,0.0000,5.7800,0.0000,0.0000,0.0000,0.0000,0.0000,0.8400,4.2700,0.0000,0.0000,0.0000,3.5400,4.4500,0.0000,0.0000,0.0000,0.0000,0.0000,16.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2800,0.0000,0.0000,1413.2788,113.63,-77.89,12.8615,0.00,1436.1573
3,NDPL,15DSNDPL2025/04/10,0.0000,0.0000,0.0000,0.0000,5.7959,0.0000,0.0000,0.0000,74.7800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,390.6800,10.8100,0.0000,69.6000,0.0000,0.0000,115.0900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0200,0.0000,0.0000,4.5200,27.1600,35.0500,0.0000,120.2600,41.2400,6.1500,12.3800,7.7900,13.5300,43.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7200,4.8500,0.0000,12.6400,0.0000,0.0000,0.0000,15.8700,0.0000,0.0000,0.0000,0.0000,13.6900,10.1900,12.9300,11.6600,5.5300,0.0000,10.1100,1.0500,0.0000,0.0000,5.7800,0.0000,0.0000,0.0000,0.0000,0.0000,0.8400,4.2700,0.0000,0.0000,0.0000,3.5400,4.4500,0.0000,0.0000,0.0000,0.0000,0.0000,16.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6200,0.0000,0.0000,1406.3988,106.63,-97.56,12.8624,0.00,1402.6064
4,NDPL,15DSNDPL2025/04/10,0.0000,0.0000,0.0000,0.0000,5.7959,0.0000,0.0000,0.0000,74.7800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,390.6800,10.8100,0.0000,69.6000,0.0000,0.0000,115.0900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0200,0.0000,0.0000,4.5200,27.1600,35.0500,0.0000,120.2600,41.2400,6.1500,12.3800,7.7900,13.5300,43.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7200,4.8500,0.0000,12.6400,0.0000,0.0000,0.0000,15.8700,0.0000,0.0000,0.0000,0.0000,13.6900,10.1900,12.9300,11.6600,5.5300,0.0000,10.1100,1.0500,0.0000,0.0000,5.7800,0.0000,0.0000,0.0000,0.0000,0.0000,0.8400,4.2700,0.0000,0.0000,0.0000,3.5400,4.4500,0.0000,0.0000,0.0000,0.0000,0.0000,16.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6200,0.0000,0.0000,1406.3988,106.63,-121.88,12.8624,0.00,1378.2864
5,NDPL,15DSNDPL2025/04/10,0.0000,0.0000,0.0000,0.0000,5.7959,0.0000,0.0000,0.0000,74.7800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,390.6800,10.8100,0.0000,69.6000,0.0000,0.0000,115.0900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0200,0.0000,0.0000,4.5200,27.1600,35.0500,0.0000,120.2600,41.2400,5.9000,12.3800,7.7900,13.5300,43.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7200,4.8500,0.0000,12.6400,0.0000,0.0000,0.0000,15.8700,0.0000,0.0000,0.0000,0.0000,13.6900,10.1900,12.9300,11.6600,5.5300,0.0000,10.1100,1.0500,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8400,4.2700,0.0000,0.0000,0.0000,3.5400,4.4500,0.0000,0.0000,0.0000,0.0000,0.0000,17.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6200,0.0000,0.0000,1407.0288,104.53,-156.50,12.8822,0.00,1342.1766
6,NDPL,15DSNDPL2025/04/10,0.0000,0.0000,0.0000,0.0000,5.7959,0.0000,0.0000,0.0000,74.7800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,390.6800,10.8100,0.0000,69.6000,0.0000,0.0000,115.0900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0200,0.0000,0.0000,4.5200,27.1600,35.0500,0.0000,120.2600,41.2400,5.9000,12.3800,7.7900,13.5300,43.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7200,4.8500,0.0000,12.6400,0.0000,0.0000,0.0000,15.8700,0.0000,0.0000,0.0000,0.0000,13.6900,10.1900,9.6900,11.6600,5.5300,0.0000,10.1100,1.0500,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8400,4.2700,0.0000,0.0000,0.0000,3.5400,4.4500,0.0000,0.0000,0.0000,0.0000,0.0000,18.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6200,0.0000,0.0000,1404.4588,105.53,-180.05,12.8543,0.00,1317.0845
7,NDPL,15DSNDPL2025/04/10,0.0000,0.0000,0.0000,0.0000,5.7959,0.0000,0.0000,0.0000,74.7800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,390.6800,10.8100,0.0000,69.6000,0.0000,0.0000,115.0900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0200,0.0000,0.0000,4.5200,27.1600,35.0500,0.0000,120.2600,41.2400,5.9000,12.3800,7.7900,13.5300,43.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7200,4.8500,0.0000,12.6400,0.0000,0.0000,0.0000,15.8700,0.0000,0.0000,0.0000,0.0000,13.6900,10.1900,8.6200,11.6600,5.5300,0.0000,10.1100,1.0500,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8400,4.0300,0.0000,0.0000,0.0000,3.5400,4.4500,0.0000,0.0000,0.0000,0.0000,0.0000,20.8300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6200,0.0000,0.0000,1405.9788,153.53,-195.22,12.4918,0.00,1351.7970
8,NDPL,15DSNDPL2025/04/10,0.0000,0.0000,0.0000,0.0000,5.7959,0.0000,0.0000,0.0000,74.7800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,390.6800,10.8100,0.0000,69.6000,0.0000,0.0000,115.0900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0200,0.0000,0.0000,4.5200,27.1600,35.0500,0.0000,120.2600,41.2400,5.9000,12.3800,7.7900,13.5300,43.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7200,4.8500,0.0000,12.6400,0.0000,0.0000,0.0000,15.8700,0.0000,0.0000,0.0000,0.0000,13.6900,10.1900,8.0500,11.6600,5.5300,0.0000,10.1100,1.0500,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8400,4.0300,0.0000,0.0000,0.0000,3.5400,4.4500,0.0000,0.0000,0.0000,0.0000,0.0000,20.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6200,0.0000,0.0000,1405.0788,155.53,-212.51,12.4691,0.00,1335.6297
9,NDPL,15DSNDPL2025/04/10,0.0000,0.0000,0.0000,0.0000,5.7959,0.0000,0.0000,0.0000,37.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,405.5800,10.8100,0.0000,69.6000,0.0000,0.0000,115.0900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0200,0.0000,0.0000,4.5200,27.1600,35.0500,0.0000,120.2600,41.2400,5.9000,12.3800,7.7900,13.5300,43.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7200,4.8500,0.0000,12.6400,0.0000,0.0000,0.0000,15.8700,0.0000,0.0000,0.0000,0.0000,13.6900,10.1900,8.0500,11.6600,5.5300,2.6100,10.1100,1.0500,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8400,4.0300,0.0000,0.0000,0.0000,3.4600,4.2300,0.0000,0.0000,0.0000,0.0000,0.0000,20.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6200,0.0000,0.0000,1384.5688,146.01,-221.00,12.1569,0.00,1297.4219
10,NDPL,15DSNDPL2025/04/10,0.0000,0.0000,0.0000,0.0000,5.7959,0.0000,0.0000,0.0000,37.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,406.6600,10.8100,0.0000,69.6000,0.0000,0.0000,115.0900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0200,0.0000,0.0000,4.5200,27.1600,35.0500,0.0000,120.2600,41.2400,5.9000,12.3800,7.7900,13.5300,43.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7200,4.8500,0.0000,12.6400,0.0000,0.0000,0.0000,15.8700,0.0000,0.0000,0.0000,0.0000,13.6900,10.1900,8.0500,11.6600,5.5300,2.6100,10.1100,1.0500,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8400,4.0300,0.0000,0.0000,0.0000,3.4600,4.2300,0.0000,0.0000,0.0000,0.0000,0.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6729,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6200,0.0000,0.0000,1385.4788,86.01,-175.00,12.6320,0.00,1283.8568
