Timeslot,revisionno,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,KUDGI,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,SOLAPUR,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,ASEJ2PL_BYPL,ASEJ2PL_TPDDL,CHANJUII,SECI_BRPL,SECI_BYPL,SECI_TPDDL,APSEPL_FTG,PARBATI2,KHURJA,GHATAMPUR,RAPPD,TEHRIPSP
1,71IS2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.5900,0.0000,33.9999,272.0410,0.0000,0.0000,0.0000,0.0000,87.0600,227.7700,139.6700,0.0000,300.0000,0.0000,0.0000,115.7800,100.5500,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,207.0600,0.0000,0.0000,20.0800,62.5500,93.4300,89.1700,403.6600,150.1800,21.0600,43.0600,27.0300,44.2400,143.1400,0.0000,9.5400,17.6700,0.0000,9.3500,27.2500,10.0800,12.1800,0.0000,24.4100,0.0000,0.0000,5.6000,66.5000,6.9500,0.0000,0.0000,0.0000,50.0800,36.8300,40.6800,31.4700,11.2900,0.0000,56.7500,16.3100,49.3500,2.3600,6.2900,1.7500,0.0000,0.0000,0.0000,0.0000,1.0900,3.3500,17.0400,0.0000,0.0000,2.0600,3.7000,0.0000,0.0000,0.0000,46.5000,15.5000,15.5000,0.0000,0.0000,0.0000,0.0000,0.0000,13.0000,36.6700,36.6700,6.0900,8.4600,0.0000,15.6800,12.2000,23.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.9300,10.1200,7.0700,24.9300,0.0000
2,71IS2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.5900,0.0000,33.9999,272.0410,0.0000,0.0000,0.0000,0.0000,87.0600,227.7700,97.4400,0.0000,300.0000,0.0000,0.0000,115.7800,100.5500,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,277.9100,0.0000,0.0000,20.0800,62.5500,93.4300,89.1700,404.2000,150.1800,21.0600,43.0600,27.0300,44.2400,143.1400,0.0000,0.0000,0.0000,0.0000,9.3500,27.2500,10.0800,6.0900,0.0000,24.4100,0.0000,0.0000,3.9000,66.5000,6.9500,0.0000,0.0000,0.0000,50.0800,36.8300,40.6800,31.4700,11.2900,0.0000,56.7500,16.3100,49.3500,2.3600,6.2900,1.7500,0.0000,0.0000,0.0000,0.0000,1.0900,3.3500,7.0000,0.0000,0.0000,2.0600,3.7000,0.0000,0.0000,0.0000,46.0100,15.3300,15.3300,0.0000,0.0000,0.0000,0.0000,0.0000,12.0000,36.3300,36.3300,6.0900,8.4600,0.0000,15.6800,12.2000,23.7200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.9300,10.1200,7.0700,24.9300,0.0000
3,71IS2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.5900,0.0000,33.9999,287.0410,0.0000,0.0000,0.0000,0.0000,87.0600,228.7300,75.7900,0.0000,300.0000,0.0000,0.0000,115.7800,100.5500,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,277.9100,0.0000,0.0000,17.5600,62.5500,93.4300,89.1700,404.2000,150.1800,21.0600,43.0600,27.0300,44.2400,143.1400,0.0000,0.0000,0.0000,0.0000,7.0100,27.2500,10.0800,6.0900,0.0000,24.4100,0.0000,0.0000,3.0300,66.5000,7.5200,0.0000,0.0000,0.0000,50.0800,36.8300,27.1200,31.4700,11.2900,0.0000,56.7500,16.3100,49.3500,2.3600,6.2900,1.7500,0.0000,0.0000,0.0000,0.0000,1.0900,3.3500,7.0000,0.0000,0.0000,2.0600,3.7000,0.0000,0.0000,0.0000,45.4900,15.1700,15.1700,0.0000,0.0000,0.0000,0.0000,0.0000,11.6700,35.6700,35.6700,6.0900,8.4600,0.0000,15.6800,12.2000,23.7200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.9300,10.1200,7.0700,24.9300,0.0000
4,71IS2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.5900,0.0000,33.9999,287.0410,0.0000,0.0000,0.0000,0.0000,87.0600,228.7300,75.7900,0.0000,300.0000,0.0000,0.0000,115.7800,100.5500,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,277.9100,0.0000,0.0000,17.5600,62.5500,93.4300,89.1700,404.2000,150.1800,21.0600,43.0600,27.0300,44.2400,143.1400,0.0000,0.0000,0.0000,0.0000,7.0100,27.2500,10.0800,6.0900,0.0000,24.4100,0.0000,0.0000,3.0300,66.5000,7.5200,0.0000,0.0000,0.0000,50.0800,36.8300,27.1200,31.4700,11.2900,0.0000,56.7500,16.3100,49.3500,2.3600,6.2900,1.7500,0.0000,0.0000,0.0000,0.0000,1.0900,3.3500,7.2000,0.0000,0.0000,2.0600,3.7000,0.0000,0.0000,0.0000,44.5100,14.8300,14.8300,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,35.0000,35.0000,6.0900,8.4600,0.0000,15.6800,12.2000,23.7200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.9300,10.1200,7.0700,24.9300,0.0000
5,71IS2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.5900,0.0000,32.9999,287.0410,0.0000,0.0000,0.0000,0.0000,87.0600,228.7300,75.7900,0.0000,270.0000,0.0000,0.0000,115.7800,100.5500,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,277.9100,0.0000,0.0000,17.5600,62.5500,93.4300,60.3600,404.2000,150.1800,21.0600,43.0600,27.0300,44.2400,143.1400,0.0000,0.0000,0.0000,0.0000,7.0100,27.2500,10.0800,6.0900,0.0000,24.4100,0.0000,0.0000,3.0300,66.5000,7.5200,0.0000,0.0000,0.0000,50.6200,36.8300,27.1200,31.4700,11.2900,0.0000,56.7500,16.3100,49.3500,1.3600,6.2900,1.7500,0.0000,0.0000,0.0000,0.0000,1.0900,3.3500,11.0000,0.0000,0.0000,2.0600,3.7000,0.0000,0.0000,0.0000,43.0100,14.3300,14.3300,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,34.3300,34.3300,6.0900,8.4600,0.0000,15.6800,12.2000,23.7200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.9300,10.1200,7.0700,24.9300,0.0000
6,71IS2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.5900,0.0000,32.9999,287.0410,0.0000,0.0000,0.0000,0.0000,87.0600,199.7800,75.7900,0.0000,270.0000,0.0000,0.0000,115.7800,100.5500,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,277.9100,0.0000,0.0000,17.5600,62.5500,93.4300,60.3600,404.2000,150.1800,21.0600,43.0600,27.0300,44.2400,143.1400,0.0000,0.0000,0.0000,0.0000,7.0100,27.2500,10.0800,6.0900,0.0000,24.4100,0.0000,0.0000,3.0300,66.5000,7.5200,0.0000,0.0000,0.0000,50.6200,36.8300,27.1200,15.7300,11.2900,0.0000,56.7500,16.3100,49.3500,1.3600,6.2900,1.7500,0.0000,0.0000,0.0000,0.0000,1.0900,3.3500,11.4100,0.0000,0.0000,2.0600,3.7000,0.0000,0.0000,0.0000,42.0000,14.0000,14.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,34.0000,34.0000,6.0900,8.4600,0.0000,15.6800,12.2000,23.7200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.9300,10.1200,7.0700,24.9300,0.0000
7,71IS2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.5900,0.0000,33.0000,265.0000,0.0000,0.0000,0.0000,0.0000,87.0600,186.2600,75.7900,0.0000,291.7500,0.0000,0.0000,115.7800,100.5500,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,277.9100,0.0000,0.0000,17.5600,62.5500,93.4300,60.3600,404.2000,150.1800,21.0600,43.0600,27.0300,44.2400,143.1400,0.0000,0.0000,0.0000,0.0000,7.0100,27.2500,10.0800,6.0900,0.0000,24.4100,0.0000,0.0000,3.0300,66.5000,7.5200,0.0000,0.0000,0.0000,50.6200,36.8300,27.1200,15.7300,11.2900,0.0000,56.7500,16.3100,49.3500,1.3600,6.2900,1.7500,0.0000,0.0000,0.0000,0.0000,1.0900,3.3500,11.8100,0.0000,0.0000,2.0600,3.7000,0.0000,0.0000,0.0000,40.9900,13.6700,13.6700,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,33.3300,33.3300,6.0900,8.4600,0.0000,15.3400,12.2000,23.7200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.9300,10.2800,7.0700,24.9300,0.0000
8,71IS2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.5900,0.0000,33.0000,265.0000,0.0000,0.0000,0.0000,0.0000,87.0600,179.5100,75.7900,0.0000,291.7500,0.0000,0.0000,115.7800,100.5500,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,277.9100,0.0000,0.0000,17.5600,62.5500,93.4300,60.3600,404.2000,150.1800,21.0600,43.0600,27.0300,44.2400,143.1400,0.0000,0.0000,0.0000,0.0000,7.0100,27.2500,10.0800,5.4000,0.0000,24.4100,0.0000,0.0000,3.0300,66.5000,7.5200,0.0000,0.0000,0.0000,50.6200,36.8300,27.1200,15.7300,11.2900,0.0000,56.7500,16.3100,49.3500,1.3600,6.2900,1.7500,0.0000,0.0000,0.0000,0.0000,1.0900,3.3500,12.2100,0.0000,0.0000,2.0600,3.7000,0.0000,0.0000,0.0000,40.0100,13.3300,13.3300,0.0000,0.0000,0.0000,0.0000,0.0000,11.0000,33.3300,33.3300,6.0900,8.4600,0.0000,15.3400,12.2000,23.7200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.9300,10.2800,7.0700,24.9300,0.0000
9,71IS2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.5900,0.0000,33.0000,264.9999,0.0000,0.0000,0.0000,0.0000,87.0600,150.5500,75.7900,0.0000,270.0000,0.0000,0.0000,115.7800,100.5500,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,292.0900,0.0000,0.0000,17.5600,61.9300,92.4700,59.7700,404.2000,150.1800,21.0600,43.0600,27.0300,44.2400,143.1400,0.0000,0.0000,0.0000,0.0000,7.0100,27.2500,10.0800,5.0400,0.0000,24.4100,0.0000,0.0000,3.0300,66.5000,8.6500,0.0000,0.0000,0.0000,50.6200,36.8300,25.8400,15.7300,11.2900,0.0000,56.7500,16.3100,49.3500,1.3600,6.2900,2.3100,0.0000,0.0000,0.0000,0.0000,1.0900,3.3500,18.0100,0.0000,0.0000,1.9700,3.6200,0.0000,0.0000,0.0000,34.5000,11.5000,11.5000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4700,33.3300,33.3300,6.0900,8.4600,0.0000,15.3400,12.2000,23.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.9300,10.2800,7.0700,24.9300,0.0000
10,71IS2025/06/06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,130.5900,0.0000,33.0000,264.9999,0.0000,0.0000,0.0000,0.0000,87.0600,144.7600,75.7900,0.0000,270.0000,0.0000,0.0000,115.7800,100.5500,272.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,292.0900,0.0000,0.0000,17.5600,61.9300,92.4700,59.7700,404.2000,150.1800,21.0600,43.0600,27.0300,44.2400,143.1400,0.0000,0.0000,0.0000,0.0000,7.0100,27.2500,10.0800,0.0000,0.0000,24.4100,0.0000,0.0000,3.0300,66.5000,8.6500,0.0000,0.0000,0.0000,50.6200,36.8300,25.7700,15.7300,11.2900,0.0000,56.7500,16.3100,49.3500,1.3600,6.2900,2.3100,0.0000,0.0000,0.0000,0.0000,1.0900,3.3500,18.2100,0.0000,0.0000,1.9700,3.6200,0.0000,0.0000,0.0000,33.4900,11.1700,11.1700,0.0000,0.0000,0.0000,0.0000,0.0000,8.0700,33.3300,33.3300,6.0900,8.4600,0.0000,15.3400,12.2000,23.2100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.9300,10.2800,7.0700,24.9300,0.0000
