Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,0.00,0.00,-1.30,1.92,-70.00,0.00,-88.00
00:15 - 00:30,0.00,0.00,-1.30,0.96,-70.00,0.00,-82.00
00:30 - 00:45,-54.00,0.00,-1.30,0.96,-70.00,0.00,-81.00
00:45 - 01:00,-54.00,0.00,-1.30,0.96,-70.00,0.00,-81.00
01:00 - 01:15,-24.00,0.00,-1.30,0.96,-75.00,0.00,-90.00
01:15 - 01:30,-18.00,0.00,-1.30,0.00,-75.00,0.00,-90.00
01:30 - 01:45,-18.00,0.00,-1.30,0.00,-75.00,0.00,-90.00
01:45 - 02:00,-42.00,0.00,-1.30,0.00,-75.00,0.00,-90.00
02:00 - 02:15,-38.00,0.00,-1.50,0.00,-75.00,0.00,-88.00
02:15 - 02:30,-33.00,0.00,-1.50,0.00,-75.00,0.00,-87.00
02:30 - 02:45,-24.00,0.00,-1.50,0.00,-75.00,0.00,-87.00
02:45 - 03:00,-19.00,0.00,-1.50,0.00,-75.00,0.00,-86.00
03:00 - 03:15,-36.00,-8.00,-1.50,0.00,-75.00,0.00,-88.00
03:15 - 03:30,-42.00,-18.00,-1.50,0.00,-75.00,0.00,-88.00
03:30 - 03:45,-49.00,-16.00,-1.50,0.00,-75.00,0.00,-88.00
03:45 - 04:00,-51.00,-18.00,-1.50,0.00,-75.00,0.00,-88.00
04:00 - 04:15,-31.00,-17.00,-1.50,0.96,-75.00,0.00,-89.00
04:15 - 04:30,-30.00,-20.00,-1.50,0.96,-75.00,0.00,-90.00
04:30 - 04:45,-33.00,-62.00,-1.50,1.92,-75.00,0.00,-91.00
04:45 - 05:00,-94.00,-61.00,-1.50,2.88,-75.00,0.00,-90.00
05:00 - 05:15,-106.00,-28.00,-1.50,3.84,-70.00,0.00,-63.00
05:15 - 05:30,-188.00,-20.00,-1.50,4.81,-70.00,0.00,-78.00
05:30 - 05:45,-176.00,-42.00,-1.50,6.73,-70.00,0.00,-136.00
05:45 - 06:00,-231.00,-76.00,-1.50,7.69,-70.00,0.00,-201.00
06:00 - 06:15,-239.00,-102.00,-1.50,8.65,-50.00,0.00,-226.00
06:15 - 06:30,-191.00,-100.00,-1.50,8.21,-50.00,0.00,-94.00
06:30 - 06:45,-196.00,-86.00,-1.50,4.00,-50.00,1.78,-94.00
06:45 - 07:00,-192.00,-81.00,-1.50,3.54,-50.00,1.55,-102.00
07:00 - 07:15,-122.00,-80.00,-1.50,1.29,-30.00,0.33,-103.00
