Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,10.58,0.00,-1.80,4.23,0.00,-47.00
00:15 - 00:30,-19.00,0.00,-1.80,3.75,0.00,-47.00
00:30 - 00:45,0.00,0.00,-1.80,3.56,0.00,-66.00
00:45 - 01:00,0.00,0.00,-1.80,3.46,0.00,-66.00
01:00 - 01:15,2.89,0.00,-1.80,3.36,0.00,-56.00
01:15 - 01:30,9.62,0.00,-1.80,3.27,0.00,-54.00
01:30 - 01:45,-13.00,0.00,-1.80,3.27,0.00,-54.00
01:45 - 02:00,-7.00,0.00,-1.80,3.27,0.00,-48.00
02:00 - 02:15,-18.00,0.00,-1.80,3.08,0.00,-59.00
02:15 - 02:30,-18.00,0.00,-1.80,3.08,0.00,-59.00
02:30 - 02:45,0.00,0.00,-1.80,3.08,0.00,-62.00
02:45 - 03:00,0.00,0.00,-1.80,3.08,0.00,-63.00
03:00 - 03:15,-33.00,0.00,-1.80,3.08,0.00,-47.00
03:15 - 03:30,-36.00,0.00,-1.80,3.08,0.00,-47.00
03:30 - 03:45,-38.00,0.00,-1.80,3.08,0.00,-49.00
03:45 - 04:00,-38.00,0.00,-1.80,3.27,0.00,-50.00
04:00 - 04:15,-42.00,0.00,-1.80,3.56,0.00,-54.00
04:15 - 04:30,-35.00,0.00,-1.80,3.85,0.00,-54.00
04:30 - 04:45,-133.00,0.00,-1.80,4.33,0.00,-50.00
04:45 - 05:00,-106.00,0.00,-1.80,5.77,0.00,-53.00
05:00 - 05:15,-126.00,0.00,-1.80,3.85,0.00,-57.00
05:15 - 05:30,-136.00,0.00,-1.80,5.96,0.00,-77.00
05:30 - 05:45,-26.00,0.00,-1.80,0.00,0.00,-13.00
05:45 - 06:00,27.89,0.00,-1.80,2.12,0.00,-25.00
06:00 - 06:15,12.50,-30.00,-1.80,4.62,0.00,-16.00
06:15 - 06:30,20.20,-20.00,-1.80,5.29,0.00,19.23
06:30 - 06:45,12.50,-5.00,-1.80,5.87,0.00,-5.00
06:45 - 07:00,7.70,-5.00,-1.80,6.44,0.00,-37.00
07:00 - 07:15,-34.00,-15.00,-1.80,7.02,0.00,28.85
07:15 - 07:30,-36.00,-62.00,-1.80,7.69,0.00,-30.00
07:30 - 07:45,10.58,-55.00,-1.80,9.04,0.67,-31.00
07:45 - 08:00,22.12,-30.00,-1.80,10.29,0.96,-61.00
08:00 - 08:15,29.81,-15.00,-1.80,10.10,0.00,-60.00
08:15 - 08:30,28.85,-10.00,-1.80,9.81,0.00,-56.00
08:30 - 08:45,9.61,-15.00,-1.80,18.92,0.00,-11.00
08:45 - 09:00,15.39,-5.00,-1.80,18.75,0.00,-103.00
09:00 - 09:15,-49.00,-14.00,-1.10,14.81,0.00,-37.00
09:15 - 09:30,-43.00,-12.00,-1.10,14.14,0.00,-44.00
09:30 - 09:45,51.94,-40.00,-1.10,13.46,0.00,-44.00
09:45 - 10:00,55.78,-45.00,-1.10,13.08,0.00,-2.00
10:00 - 10:15,26.93,-29.00,-1.10,11.54,0.00,-101.00
10:15 - 10:30,26.93,-31.00,-1.10,11.35,0.00,-17.00
10:30 - 10:45,0.00,-70.00,-1.10,10.19,0.00,23.08
10:45 - 11:00,0.00,-61.00,-1.10,9.62,0.00,24.04
11:00 - 11:15,-46.00,-32.00,-1.10,11.25,0.00,-45.00
11:15 - 11:30,-77.00,-42.00,-1.10,10.96,0.00,-20.00
11:30 - 11:45,-73.00,-6.00,-1.10,10.67,0.00,-10.00
11:45 - 12:00,-97.00,-6.00,-1.10,10.00,0.00,-15.00
12:00 - 12:15,-97.00,19.23,-1.10,9.62,0.00,-20.00
12:15 - 12:30,-65.00,19.23,-1.10,9.14,0.00,-30.00
12:30 - 12:45,-49.00,-10.00,-1.10,8.66,0.00,-55.00
12:45 - 13:00,-74.00,-10.00,-1.10,8.66,0.00,-45.00
13:00 - 13:15,-99.00,-46.00,-1.10,8.66,0.00,-40.00
13:15 - 13:30,-106.00,-16.00,-1.10,8.66,0.00,-35.00
13:30 - 13:45,-118.00,-23.00,-1.10,7.21,0.00,-35.00
13:45 - 14:00,-131.00,-28.00,-1.10,6.73,0.00,-40.00
14:00 - 14:15,-121.00,-10.00,-1.10,6.25,0.00,-50.00
14:15 - 14:30,-117.00,-12.00,-1.10,6.25,0.00,-60.00
14:30 - 14:45,-6.00,-10.00,-1.10,5.77,0.00,-75.00
14:45 - 15:00,-22.00,-10.00,-1.10,5.29,0.00,-75.00
15:00 - 15:15,-8.00,0.00,-1.10,5.29,0.00,-15.00
15:15 - 15:30,11.54,0.00,-1.10,5.29,0.00,-20.00
15:30 - 15:45,13.46,-30.00,-1.10,5.29,0.00,0.00
15:45 - 16:00,42.31,-43.00,-1.10,5.29,0.00,-50.00
16:00 - 16:15,38.47,-40.00,-1.10,7.69,0.00,57.70
16:15 - 16:30,31.74,-43.00,-1.10,7.69,0.00,19.23
16:30 - 16:45,60.58,25.97,-1.10,8.66,0.00,-130.00
16:45 - 17:00,48.08,9.62,-1.10,10.58,0.00,-140.00
17:00 - 17:15,83.66,9.62,-1.10,9.14,0.00,-207.00
17:15 - 17:30,51.93,28.85,-1.10,10.58,1.44,-272.00
17:30 - 17:45,-24.00,42.31,-1.10,11.54,2.60,-261.00
17:45 - 18:00,-8.00,33.66,-1.10,12.02,0.87,-337.00
18:00 - 18:15,9.10,16.03,-1.10,6.50,2.82,9.97
18:15 - 18:30,5.19,10.39,-1.10,5.93,1.52,-18.00
18:30 - 18:45,14.09,18.19,-1.10,7.50,2.13,-51.00
18:45 - 19:00,0.00,10.43,-1.10,11.49,1.05,-255.00
19:00 - 19:15,61.55,23.08,-1.10,15.87,0.00,-199.00
19:15 - 19:30,75.97,25.97,-1.10,15.68,0.00,-194.00
19:30 - 19:45,42.31,27.89,-1.10,15.39,0.00,-200.99
19:45 - 20:00,32.69,27.89,-1.10,15.39,0.00,-133.00
20:00 - 20:15,18.27,22.12,-1.10,15.39,0.00,-88.00
20:15 - 20:30,0.00,19.24,-1.10,15.00,0.00,-42.00
20:30 - 20:45,42.31,37.51,-1.10,14.43,0.00,-34.00
20:45 - 21:00,52.89,49.05,-1.10,14.04,0.00,-14.00
21:00 - 21:15,19.23,76.94,-1.10,13.46,0.00,-13.00
21:15 - 21:30,23.08,65.40,-1.10,12.50,0.00,10.58
21:30 - 21:45,24.04,59.63,-1.10,12.50,0.00,17.31
21:45 - 22:00,25.00,59.63,-1.10,10.58,0.00,15.39
22:00 - 22:15,27.89,56.74,-1.80,13.46,0.00,-19.00
22:15 - 22:30,24.04,50.01,-1.80,12.50,0.00,-20.00
22:30 - 22:45,75.02,30.77,-1.80,10.58,0.00,-35.00
22:45 - 23:00,55.78,11.54,-1.80,9.62,0.00,-35.00
23:00 - 23:15,43.27,20.20,-1.80,7.98,0.00,-20.00
23:15 - 23:30,49.99,37.51,-1.80,7.02,0.00,-10.00
23:30 - 23:45,52.90,52.89,-1.80,5.77,0.00,0.00
