genconame,ANTA_CRF,ANTA_GF,ANTA_LF,ANTA_RF,AURY_CRF,AURY_GF,AURY_LF,AURY_RF,BRBCL,BSIUL,CHAMERA1,CHAMERA2,CHAMERA3,DADR_CRF,DADRI_GF,DADRI_LF,DADRI_RF,DADRI_T2,DHAULIGNGA,DULHASTI,FARAKKA,JHAJJAR,KGSU1AND2,KGSU3AND4,KAHLGAN1,KAHLGAN2,KISHANGANGA,KKNP,KKNPPU2,KOLDAM,KOTESHWR,KUDGI,MAPS,NAPP,NJPC,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI2,PARBATI3,RAMPUR,RAPPB,RAPPC,RIHAND1,RIHAND2,RIHAND3,RSTPS1TO6,RSTOSU7,SALAL,SASAN,SEWA2,SIMHST1,SIMHST2,SNGRAULI,SINGRAULI_HYDRO,TALA,TALST2,TANAKPUR,TANDA2,TEHRI,TelanganaSTPP,UNCHHAR1,UNCHHAR2,UNCHHAR3,UNCHAHAR4,URI,URI2,VALLURNTECL
1,0,0,0,13.6849152,0,0,0,21.81417975,,3.1499424,6.787836,4.14968125,0,0,0,0,19.0349577,280.2856375,0,5.02827325,2.826252,7.54019695,,,10.9982268,35.823348,,,,0,,0,,19.2549357,20.9529342,,,,,,,0,1.0891452,1.0276629,0,17.5512018,36.7034283,30.5061141,42.543435,,,5.481608,28.4645537,4.7849472,,,18.5108,,0,,0,1.7756255,,,5.28323565,5.1040198,6.7783199,0.7165356,12.4016904,10.0394679,
2,0,0,0,13.6849152,0,0,0,21.81417975,,3.1499424,6.787836,4.14968125,0,0,0,0,19.0349577,280.2856375,0,5.02827325,2.826252,7.54019695,,,10.9982268,35.823348,,,,0,,0,,19.2549357,13.9686228,,,,,,,0,1.0891452,0.6851086,0,17.5512018,36.7034283,30.5061141,42.543435,,,5.481608,28.4645537,4.7849472,,,18.5108,,0,,0,1.7756255,,,5.28323565,5.1040198,6.7783199,0.7165356,12.4016904,10.0394679,
3,0,0,0,13.6849152,0,0,0,21.81417975,,3.1499424,6.787836,4.14968125,0,0,0,0,19.0349577,280.2856375,0,5.02827325,2.826252,7.54019695,,,10.9982268,35.823348,,,,0,,0,,19.2549357,13.9686228,,,,,,,0,1.0891452,0.6851086,0,17.5512018,36.7034283,30.5061141,42.543435,,,5.481608,28.4645537,4.7849472,,,18.5108,,0,,0,1.7756255,,,5.28323565,5.1040198,6.7783199,0.7165356,12.4016904,10.0394679,
4,0,0,0,13.6849152,0,0,0,21.81417975,,3.1499424,6.787836,4.14968125,0,0,0,0,19.0349577,280.2856375,0,5.02827325,2.826252,7.54019695,,,10.9982268,35.823348,,,,0,,0,,19.2549357,13.9686228,,,,,,,0,1.0891452,0.6851086,0,17.5512018,36.7034283,30.5061141,42.543435,,,5.481608,28.4645537,4.7849472,,,18.5108,,0,,0,1.7756255,,,5.28323565,5.1040198,6.7783199,0.7165356,12.4016904,10.0394679,
5,0,0,0,13.6849152,0,0,0,21.81417975,,3.1499424,6.787836,1.04955015,0,0,0,0,19.0349577,280.2856375,0,5.02827325,2.826252,7.54019695,,,10.9982268,35.823348,,,,0,,0,,19.2549357,13.9686228,,,,,,,0,4.2804168,0.6851086,0,17.5512018,36.7034283,30.5061141,42.543435,,,5.481608,28.4645537,4.7849472,,,18.5108,,0,,0.1860012,1.7756255,,,5.28323565,5.1040198,6.7783199,0.7165356,11.7325692,9.5530743,
6,0,0,0,13.6849152,0,0,0,21.81417975,,3.1499424,6.787836,1.04955015,0,0,0,0,19.0349577,282.07504325,0,5.02827325,2.826252,7.54019695,,,10.9982268,35.823348,,,,0,,0,,19.2549357,13.9686228,,,,,,,0,4.2804168,0.6851086,0,17.5512018,36.7034283,30.5061141,42.543435,,,5.481608,28.4645537,3.1908096,,,18.5108,,0,,1.5145812,1.7756255,,,5.28323565,5.1040198,6.7783199,0.7165356,11.7325692,9.5530743,
7,0,0,0,13.6849152,0,0,0,21.81417975,,3.1499424,6.787836,1.04955015,0,0,0,0,19.0349577,282.07504325,0,5.02827325,2.826252,7.54019695,,,10.9982268,35.823348,,,,0,,0,,19.2549357,13.9686228,,,,,,,0,4.2804168,0.6851086,0,17.5512018,36.7034283,30.5061141,42.543435,,,10.967319,28.4645537,3.1908096,,,18.5108,,0,,1.5145812,1.7756255,,,5.28323565,5.1040198,6.7783199,0.7165356,11.7325692,9.5530743,
8,0,0,0,13.6849152,0,0,0,21.81417975,,3.1499424,6.787836,1.04955015,0,0,0,0,19.0349577,282.07504325,0,5.02827325,2.826252,7.54019695,,,10.9982268,35.823348,,,,0,,0,,19.2549357,13.9686228,,,,,,,0,4.2804168,0.6851086,0,17.5512018,36.7034283,30.5061141,42.543435,,,32.569614,28.4645537,3.1908096,,,18.5108,,0,,1.5145812,1.7756255,,,5.28323565,5.1040198,6.7783199,0.7165356,11.7325692,9.5530743,
9,0,0,0,13.6849152,0,0,0,21.81417975,,3.1499424,6.787836,4.14968125,0,0,0,0,19.0349577,282.07504325,0,5.02827325,2.826252,7.86909695,,,10.9982268,35.823348,,,,0,,0,,19.2549357,13.9686228,,,,,,,0,0,0.6851086,0,17.5512018,36.7034283,30.5061141,42.543435,,,32.569614,28.4645537,3.1908096,,,18.5108,,0,,1.5145812,1.7756255,,,5.28323565,5.1040198,6.7783199,0.7165356,11.7325692,9.5530743,
10,0,0,0,13.6849152,0,0,0,21.81417975,,3.1499424,6.787836,4.14968125,0,0,0,0,19.0349577,282.07504325,0,5.02827325,2.826252,7.86909695,,,10.9982268,35.823348,,,,0,,0,,19.2549357,13.9686228,,,,,,,0,0,0.6851086,0,17.5512018,36.7034283,30.5061141,42.543435,,,32.569614,28.4645537,3.1908096,,,18.5108,,0,,1.5145812,1.7756255,,,5.28323565,5.1040198,6.7783199,0.7165356,11.7325692,9.5530743,
11,0,0,0,13.6849152,0,0,0,21.81417975,,3.1499424,6.787836,4.14968125,0,0,0,0,19.0349577,282.07504325,0,5.02827325,2.826252,7.86909695,,,10.9982268,35.823348,,,,0,,0,,19.2549357,13.9686228,,,,,,,0,0,0.6851086,0,17.5512018,36.7034283,30.5061141,42.543435,,,32.569614,28.4645537,3.1908096,,,18.5108,,0,,1.5145812,1.7756255,,,5.28323565,5.1040198,6.7783199,0.7165356,11.7325692,9.5530743,
