Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,54.68,0.00,0.00,6.72,0.00,-32.00
00:15 - 00:30,30.69,0.00,0.00,6.72,0.00,-32.00
00:30 - 00:45,16.31,0.00,0.00,6.52,0.00,-23.00
00:45 - 01:00,13.43,0.00,0.00,6.43,0.00,-27.00
01:00 - 01:15,6.72,0.00,0.00,6.33,0.00,-40.00
01:15 - 01:30,19.18,0.00,0.00,6.24,0.00,-44.00
01:30 - 01:45,17.26,0.00,0.00,6.24,0.00,-46.00
01:45 - 02:00,-7.00,0.00,0.00,6.24,0.00,-43.00
02:00 - 02:15,0.00,-20.00,0.00,6.24,0.00,-43.00
02:15 - 02:30,-13.00,-30.00,0.00,6.14,0.00,-41.00
02:30 - 02:45,-12.00,0.00,0.00,6.14,0.00,-40.00
02:45 - 03:00,28.78,0.00,0.00,6.04,0.00,-41.00
03:00 - 03:15,65.24,0.00,0.00,6.04,0.00,-41.00
03:15 - 03:30,66.19,0.00,0.00,5.95,0.00,-41.00
03:30 - 03:45,76.74,0.00,0.00,5.95,0.00,-43.00
03:45 - 04:00,80.58,0.00,0.00,5.95,0.00,-43.00
04:00 - 04:15,60.44,0.00,0.00,6.14,0.00,-45.00
04:15 - 04:30,62.36,0.00,0.00,6.52,0.00,-45.00
04:30 - 04:45,42.20,5.76,0.00,6.72,0.00,-32.00
04:45 - 05:00,37.41,2.88,0.00,7.87,0.00,-36.00
05:00 - 05:15,16.30,0.00,0.00,6.72,0.00,-63.00
05:15 - 05:30,18.23,0.00,0.00,8.63,0.00,-82.00
05:30 - 05:45,33.57,0.00,0.00,2.40,0.00,-93.00
05:45 - 06:00,25.90,0.00,0.00,3.84,0.00,-90.00
06:00 - 06:15,-7.00,-4.00,0.00,5.28,0.00,-5.00
06:15 - 06:30,-4.00,-25.00,0.00,6.72,0.00,-55.00
06:30 - 06:45,-11.00,-70.00,0.00,7.87,0.00,-105.00
06:45 - 07:00,-42.00,-127.00,0.00,9.40,4.51,-100.00
07:00 - 07:15,-30.00,-140.00,0.00,10.17,0.00,-85.00
07:15 - 07:30,-22.00,-124.00,0.00,10.11,0.00,-90.00
07:30 - 07:45,36.45,-117.00,0.00,10.17,0.00,-90.00
07:45 - 08:00,45.09,-118.00,0.00,9.78,0.00,-82.00
08:00 - 08:15,45.08,-104.00,0.00,9.31,0.00,-75.00
08:15 - 08:30,21.11,-112.00,0.00,8.63,0.00,-83.00
08:30 - 08:45,45.09,-137.00,0.00,17.56,2.97,-81.00
08:45 - 09:00,11.51,-168.00,0.00,16.12,0.00,-106.00
09:00 - 09:15,0.00,-151.00,0.00,12.47,0.00,-150.00
09:15 - 09:30,75.79,-52.00,0.00,11.03,0.00,-60.00
09:30 - 09:45,82.50,-25.00,0.00,10.17,0.00,-60.00
09:45 - 10:00,102.65,0.00,0.00,9.88,0.00,22.06
10:00 - 10:15,92.10,0.00,0.00,8.63,0.00,0.00
10:15 - 10:30,74.83,0.00,0.00,8.63,0.00,19.19
10:30 - 10:45,29.74,0.00,0.00,8.25,0.00,-28.00
10:45 - 11:00,8.64,0.00,0.00,7.67,0.00,-43.00
11:00 - 11:15,41.25,0.00,0.00,9.59,0.00,-30.00
11:15 - 11:30,28.78,0.00,0.00,9.59,0.00,-19.00
11:30 - 11:45,88.26,0.00,0.00,9.59,0.00,-16.00
11:45 - 12:00,59.48,0.00,0.00,9.59,0.00,-17.00
12:00 - 12:15,85.38,0.00,0.00,7.67,0.00,-13.00
12:15 - 12:30,84.42,0.00,0.00,7.67,0.00,4.80
12:30 - 12:45,53.73,0.00,0.00,7.67,0.00,22.06
12:45 - 13:00,47.96,0.00,0.00,7.67,0.00,20.15
13:00 - 13:15,38.37,-22.00,0.00,7.67,0.00,29.74
13:15 - 13:30,47.97,-23.00,0.00,7.67,0.00,28.78
