Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
13:30 - 13:45,49.88,0.00,0.00,6.72,0.00,30.70
13:45 - 14:00,47.96,0.00,0.00,6.72,0.00,15.35
14:00 - 14:15,30.69,0.00,0.00,5.76,0.00,-5.00
14:15 - 14:30,27.82,0.00,0.00,5.76,0.00,-4.00
14:30 - 14:45,41.25,-14.00,0.00,5.76,0.00,-20.00
14:45 - 15:00,32.61,-25.00,0.00,4.80,0.00,-16.00
15:00 - 15:15,59.47,-24.00,0.00,4.80,0.00,-21.00
15:15 - 15:30,25.90,-25.00,0.00,4.80,0.00,-12.00
15:30 - 15:45,25.90,-16.00,0.00,4.80,0.00,-2.00
15:45 - 16:00,24.93,-28.00,0.00,4.80,0.00,4.80
16:00 - 16:15,26.86,-63.00,-3.00,6.72,0.00,-12.00
16:15 - 16:30,16.31,-140.00,-3.00,7.19,0.00,27.82
16:30 - 16:45,-36.00,-155.00,-3.00,7.19,0.00,-45.00
16:45 - 17:00,-20.00,-110.00,-3.00,8.15,0.00,-31.00
17:00 - 17:15,-21.00,-82.00,-3.00,7.67,0.00,-168.00
17:15 - 17:30,-20.00,-72.00,-3.00,7.71,2.92,239.89
17:30 - 17:45,-38.00,-50.00,-3.00,6.55,4.05,172.68
17:45 - 18:00,-41.00,-60.00,-3.00,7.58,2.66,157.91
18:00 - 18:15,0.00,71.16,-3.00,3.54,2.16,42.26
18:15 - 18:30,8.85,78.50,-3.00,3.84,1.56,45.74
18:30 - 18:45,3.26,46.08,-3.00,4.36,1.34,0.00
18:45 - 19:00,-20.00,27.70,-3.00,7.07,1.41,0.00
19:00 - 19:15,-27.00,56.60,-3.00,12.47,4.22,-189.00
19:15 - 19:30,-23.00,102.65,-3.00,12.47,4.89,-81.00
19:30 - 19:45,0.00,135.26,-3.00,11.51,6.43,-53.00
19:45 - 20:00,0.00,39.33,-3.00,11.51,5.28,-124.00
20:00 - 20:15,0.00,0.00,0.00,0.00,0.00,0.00
20:15 - 20:30,0.00,0.00,0.00,0.00,0.00,0.00
20:30 - 20:45,0.00,91.14,-3.00,11.51,0.00,21.10
20:45 - 21:00,0.00,81.55,-3.00,10.55,0.00,23.02
21:00 - 21:15,28.78,159.24,-3.00,10.55,0.00,73.87
21:15 - 21:30,25.90,149.65,-3.00,9.59,0.00,73.87
21:30 - 21:45,0.00,104.56,-3.00,8.63,0.00,4.80
21:45 - 22:00,0.00,90.17,-3.00,8.73,0.00,14.39
22:00 - 22:15,0.00,104.56,-3.00,8.15,0.00,5.76
22:15 - 22:30,0.00,94.01,-3.00,8.15,0.00,101.69
22:30 - 22:45,0.00,17.27,-3.00,10.74,0.00,142.94
22:45 - 23:00,0.00,4.80,-3.00,9.78,0.00,143.90
23:00 - 23:15,47.97,7.67,-3.00,9.59,0.00,143.90
23:15 - 23:30,98.80,15.35,-3.00,8.83,0.00,47.97
23:30 - 23:45,111.28,17.27,-3.00,7.77,0.00,43.17
23:45 - 24:00,131.42,17.27,-3.00,7.67,0.00,33.58
