Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
08:30 - 08:45,-80.00,-220.00,-1.50,22.73,0.00,0.00,-74.00
08:45 - 09:00,-72.00,-286.00,-1.50,21.68,0.00,0.00,-122.00
09:00 - 09:15,-68.00,-195.00,-1.10,21.01,0.00,0.00,-67.00
09:15 - 09:30,-41.00,-213.00,-1.10,20.62,0.00,0.00,-152.00
09:30 - 09:45,-33.00,-135.00,-1.10,20.05,0.00,0.00,-140.00
09:45 - 10:00,-27.00,-135.00,-1.10,19.86,0.00,0.00,-134.00
10:00 - 10:15,-42.00,-138.00,-0.50,19.28,0.00,0.00,-137.00
10:15 - 10:30,-58.00,-139.00,-0.50,18.99,0.00,0.00,-140.00
10:30 - 10:45,0.00,-116.00,-0.50,18.70,0.00,0.00,-127.00
10:45 - 11:00,-15.00,-108.00,-0.50,18.42,0.00,0.00,-130.00
11:00 - 11:15,-82.00,-121.00,-0.50,18.22,0.00,0.00,-61.00
11:15 - 11:30,-99.00,-169.00,-0.50,17.94,0.00,0.00,-59.00
11:30 - 11:45,-109.00,-175.00,-0.50,17.27,0.00,0.00,-63.00
11:45 - 12:00,-132.00,-170.00,-0.50,17.27,-10.00,0.00,-76.00
12:00 - 12:15,-168.00,-127.00,-0.50,16.79,-10.00,0.00,-68.00
12:15 - 12:30,-151.00,-124.00,-0.50,16.79,-10.00,0.00,-81.00
12:30 - 12:45,-113.00,-100.00,-0.50,16.31,-10.00,0.00,-158.00
12:45 - 13:00,-138.00,-108.00,-0.50,15.83,-10.00,0.00,-123.00
13:00 - 13:15,-115.00,-99.00,-0.50,15.35,-10.00,0.00,-63.00
13:15 - 13:30,-113.00,-103.00,-0.50,14.87,-10.00,0.00,-67.00
13:30 - 13:45,-96.00,-103.00,-0.50,14.10,-10.00,0.00,-46.00
13:45 - 14:00,-90.00,-105.00,-0.50,13.91,-10.00,0.00,-51.00
14:00 - 14:15,-51.00,-104.00,-0.50,13.43,-10.00,0.00,-52.00
14:15 - 14:30,-45.00,-109.00,-0.50,12.95,-10.00,0.00,-40.00
14:30 - 14:45,-40.00,-186.00,-0.50,12.95,-10.00,0.00,-71.00
14:45 - 15:00,-92.00,-181.00,-0.50,13.43,-10.00,0.00,-130.00
15:00 - 15:15,-109.00,-151.00,-0.50,12.95,-10.00,0.00,-149.00
15:15 - 15:30,-96.00,-148.00,-0.50,12.95,-10.00,0.00,-128.00
15:30 - 15:45,-185.00,-124.00,-0.50,12.95,-10.00,0.10,-57.00
15:45 - 16:00,-177.00,-71.00,-0.50,12.95,-10.00,0.00,-139.00
16:00 - 16:15,-195.00,-152.00,-0.50,13.43,-10.00,0.00,-166.00
16:15 - 16:30,-191.00,-244.00,-0.50,13.43,-10.00,0.00,-25.00
16:30 - 16:45,-120.00,-250.00,-0.50,13.91,-10.00,0.00,-175.00
16:45 - 17:00,-166.00,-119.00,-0.50,14.39,-10.00,0.00,-34.00
17:00 - 17:15,-168.00,-100.00,-0.50,13.43,0.00,0.00,-45.00
17:15 - 17:30,-169.00,-167.00,-0.50,13.91,0.00,0.00,-185.00
17:30 - 17:45,-158.00,-169.00,-0.50,14.87,0.00,0.00,-127.00
17:45 - 18:00,-131.00,-173.00,-0.50,14.87,0.00,0.00,-121.00
18:00 - 18:15,-102.00,-105.00,-0.50,15.83,0.00,0.00,-100.00
18:15 - 18:30,-98.00,-117.00,-0.50,15.65,0.00,2.58,-100.00
18:30 - 18:45,-106.00,-120.00,-0.50,6.67,0.00,1.29,-80.00
18:45 - 19:00,-94.00,-139.99,-0.50,4.05,0.00,0.41,-75.00
19:00 - 19:15,-34.00,-131.00,-0.50,3.45,0.00,0.43,-79.00
19:15 - 19:30,-23.00,-129.00,-0.50,3.97,0.00,0.71,-90.00
19:30 - 19:45,-71.00,-148.00,-0.50,5.56,-11.00,1.14,-88.00
19:45 - 20:00,-92.00,-158.00,-0.50,7.05,-13.00,1.88,-49.00
20:00 - 20:15,-96.00,-166.00,-0.50,12.73,-15.00,1.60,-63.00
20:15 - 20:30,-97.00,-165.00,-0.50,16.30,-17.00,0.58,-60.00
20:30 - 20:45,-128.00,-182.00,-0.50,16.31,-21.00,0.00,-30.00
20:45 - 21:00,-45.00,-177.00,-0.50,15.92,-24.00,0.10,-24.00
21:00 - 21:15,-51.00,-176.00,-0.50,15.82,0.00,0.10,-25.00
21:15 - 21:30,-24.00,-186.00,-0.50,14.96,0.00,0.00,-20.00
21:30 - 21:45,-20.00,-143.00,-0.50,14.10,0.00,0.00,-25.00
21:45 - 22:00,0.00,-132.00,-0.50,13.14,0.00,0.00,-19.00
22:00 - 22:15,106.47,-103.00,-0.50,12.28,0.00,0.00,-23.00
22:15 - 22:30,123.74,-116.00,-0.50,11.89,0.00,0.00,-20.00
22:30 - 22:45,110.31,-134.00,-0.50,11.51,0.00,0.00,-25.00
22:45 - 23:00,76.73,-137.00,-0.50,10.65,-10.00,0.00,-22.00
23:00 - 23:15,44.12,-114.00,-0.50,10.55,-12.00,0.00,-149.00
23:15 - 23:30,9.59,-96.00,-0.50,10.07,-15.00,0.00,-85.00
23:30 - 23:45,0.00,-88.00,-0.50,9.59,-17.00,0.00,-64.00
23:45 - 24:00,-28.00,-75.00,-0.50,9.59,-19.00,0.00,-63.00
