Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-10.00,86.32,-1.50,9.02,0.00,0.00,-24.00
00:15 - 00:30,0.00,0.00,-1.50,8.82,0.00,0.00,-26.00
00:30 - 00:45,-18.00,-27.00,-1.50,8.73,-17.00,0.00,-26.00
00:45 - 01:00,7.67,51.80,-1.50,8.63,-17.00,0.00,-25.00
01:00 - 01:15,-10.00,0.00,-1.50,8.63,-16.00,0.00,-23.00
01:15 - 01:30,-31.00,-30.00,-1.50,8.54,-17.00,0.00,-26.00
01:30 - 01:45,-18.00,-28.00,-1.50,8.44,-16.00,0.00,-27.00
01:45 - 02:00,-30.00,-20.00,-1.50,8.44,-17.00,0.00,-30.00
02:00 - 02:15,3.84,45.07,-1.50,8.35,-16.00,0.00,-40.00
02:15 - 02:30,45.08,62.35,-1.50,8.25,-17.00,0.00,-25.00
02:30 - 02:45,57.55,5.76,-1.50,8.25,-17.00,0.00,-26.00
02:45 - 03:00,48.91,11.51,-1.50,8.35,-17.00,0.00,-26.00
03:00 - 03:15,27.82,29.73,-1.50,8.44,-15.00,0.00,-26.00
03:15 - 03:30,29.73,23.98,-1.50,8.54,-14.00,0.00,-20.00
03:30 - 03:45,5.76,9.59,-1.50,8.63,-17.00,0.00,-21.00
03:45 - 04:00,14.39,-24.00,-1.50,8.73,-18.00,0.00,-17.00
04:00 - 04:15,82.49,0.00,-1.50,9.11,-17.00,0.00,-25.00
04:15 - 04:30,107.43,-58.00,-1.50,9.50,-18.00,0.00,-23.00
04:30 - 04:45,128.53,-63.00,-1.50,9.69,-18.00,0.00,-61.00
04:45 - 05:00,94.00,-64.00,-1.50,10.74,-17.00,0.00,-117.00
05:00 - 05:15,78.66,46.04,-1.50,12.18,-17.00,0.00,-182.00
05:15 - 05:30,83.45,-71.00,-1.50,15.06,-17.00,0.00,9.59
05:30 - 05:45,69.06,-110.00,-1.50,17.27,-17.00,0.00,-3.00
05:45 - 06:00,75.78,-132.00,-1.50,18.22,-13.00,0.00,-28.00
06:00 - 06:15,-241.00,-148.00,-1.50,20.53,-50.00,0.00,-49.00
06:15 - 06:30,-235.00,-158.00,-1.50,22.35,-45.00,3.84,-65.00
06:30 - 06:45,-234.00,-173.00,-1.50,22.54,-41.00,1.73,-83.00
06:45 - 07:00,-184.00,-167.00,-1.50,17.66,-36.00,0.36,-85.00
07:00 - 07:15,-157.00,-170.00,-1.50,6.98,-31.00,0.00,-84.00
07:15 - 07:30,-131.00,-169.00,-1.50,5.24,-25.00,0.00,-81.00
07:30 - 07:45,-154.00,-230.00,-1.50,7.47,-20.00,0.00,-94.00
07:45 - 08:00,-155.00,-223.00,-1.50,10.86,-17.00,0.00,-98.00
08:00 - 08:15,-131.00,-213.00,-1.50,22.75,-11.00,0.00,-90.00
08:15 - 08:30,-139.00,-217.00,-1.50,23.12,0.00,0.00,-91.00
