Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,49.90,14.40,11.52,0.00,0.00,0.00,-40.00
00:15 - 00:30,83.50,33.59,11.52,0.00,0.00,0.00,67.19
00:30 - 00:45,77.74,33.59,11.52,0.00,0.00,0.00,62.39
00:45 - 01:00,65.26,17.28,10.56,0.00,0.00,0.00,19.20
01:00 - 01:15,40.31,26.87,10.56,-10.00,0.00,0.00,47.99
01:15 - 01:30,19.20,25.91,9.60,-10.00,0.00,0.00,47.99
01:30 - 01:45,19.20,28.79,9.60,-10.00,0.00,0.00,28.79
01:45 - 02:00,0.00,26.87,8.64,-10.00,0.00,0.00,28.80
02:00 - 02:15,27.83,0.00,8.64,-10.00,0.00,0.00,-25.00
02:15 - 02:30,30.71,14.40,7.68,-10.00,0.00,0.00,-5.00
02:30 - 02:45,30.71,0.00,7.68,-10.00,0.00,0.00,19.20
02:45 - 03:00,40.31,0.00,7.68,-10.00,0.00,0.00,19.20
03:00 - 03:15,66.23,72.94,6.72,-10.00,0.00,0.00,14.40
03:15 - 03:30,36.47,60.46,6.72,-10.00,0.00,0.00,19.20
03:30 - 03:45,15.36,46.06,5.76,-10.00,0.00,0.00,12.48
03:45 - 04:00,22.08,47.98,5.76,-10.00,0.00,0.00,12.48
04:00 - 04:15,0.00,78.70,4.80,-10.00,0.00,0.00,4.80
04:15 - 04:30,0.00,69.10,4.80,-10.00,0.00,0.00,4.80
04:30 - 04:45,46.07,82.54,3.84,-10.00,0.00,0.00,12.48
04:45 - 05:00,58.55,83.50,3.84,-10.00,0.00,0.00,12.48
05:00 - 05:15,101.73,60.47,3.84,-10.00,1.92,0.00,12.48
05:15 - 05:30,112.29,52.79,3.84,-10.00,1.92,0.00,12.48
05:30 - 05:45,47.03,-38.00,3.84,-10.00,1.92,0.00,-5.00
05:45 - 06:00,0.00,-74.00,3.84,-10.00,0.96,0.00,-105.00
06:00 - 06:15,0.00,-45.00,14.40,-10.00,0.96,0.00,38.39
06:15 - 06:30,0.00,-60.00,15.36,-10.00,1.92,0.00,-13.00
06:30 - 06:45,-54.00,-56.00,15.36,-10.00,1.92,0.00,33.59
06:45 - 07:00,-45.00,-105.00,15.36,-10.00,0.00,0.00,-70.00
07:00 - 07:15,-53.00,-52.00,16.32,-10.00,1.92,0.00,-45.00
07:15 - 07:30,-9.00,-38.00,16.32,-10.00,0.96,0.00,-55.00
07:30 - 07:45,-24.00,43.19,16.32,-10.00,0.00,0.00,-45.00
07:45 - 08:00,0.00,43.19,15.36,-10.00,0.96,0.00,-75.00
08:00 - 08:15,71.03,33.59,15.36,-10.00,0.00,0.00,-60.00
08:15 - 08:30,56.63,29.75,14.40,-10.00,0.00,0.00,-55.00
08:30 - 08:45,47.99,6.72,17.28,-10.00,0.00,0.00,-50.00
08:45 - 09:00,28.79,8.64,18.24,0.00,0.00,0.00,-40.00
09:00 - 09:15,24.95,13.44,18.91,0.00,0.00,0.00,-50.00
09:15 - 09:30,47.03,26.87,18.24,0.00,0.00,0.00,-50.00
09:30 - 09:45,71.98,16.32,19.20,0.00,0.00,0.00,-10.00
09:45 - 10:00,90.21,17.28,19.20,0.00,1.92,0.00,-5.00
10:00 - 10:15,152.61,4.80,20.73,0.00,0.96,0.00,-20.00
10:15 - 10:30,181.40,14.40,21.40,0.00,0.00,0.00,-10.00
10:30 - 10:45,172.75,19.20,17.95,0.00,0.00,0.00,24.00
10:45 - 11:00,174.67,19.20,16.80,0.00,0.00,0.00,24.00
11:00 - 11:15,238.02,24.00,15.36,0.00,0.00,0.00,36.47
11:15 - 11:30,239.95,43.19,14.40,0.00,0.00,0.00,55.67
11:30 - 11:45,239.95,76.78,12.77,0.00,0.00,0.00,42.23
11:45 - 12:00,242.83,89.26,11.52,0.00,0.00,0.00,43.19
12:00 - 12:15,239.95,95.98,10.46,0.00,0.96,0.00,71.99
12:15 - 12:30,254.35,100.78,10.17,0.00,0.96,0.00,78.70
12:30 - 12:45,206.36,107.50,9.89,0.00,0.00,0.00,72.94
12:45 - 13:00,207.31,119.98,9.60,0.00,0.96,0.00,82.54
13:00 - 13:15,199.64,81.58,20.54,0.00,0.00,0.00,106.54
13:15 - 13:30,205.39,91.18,20.54,0.00,0.00,0.00,110.38
13:30 - 13:45,207.31,111.34,20.54,0.00,0.96,0.00,105.58
13:45 - 14:00,217.87,131.49,20.54,0.00,0.96,0.00,110.38
14:00 - 14:15,167.01,131.49,20.54,0.00,1.92,0.00,52.79
14:15 - 14:30,163.16,107.50,20.54,0.00,0.00,0.00,91.18
14:30 - 14:45,152.61,132.45,20.54,0.00,0.96,0.00,76.78
14:45 - 15:00,166.05,154.53,20.54,0.00,0.00,0.00,76.78
15:00 - 15:15,187.16,167.97,18.91,0.00,0.00,0.00,81.58
15:15 - 15:30,195.79,183.32,18.91,0.00,0.96,0.00,67.19
15:30 - 15:45,215.95,211.16,18.91,0.00,0.96,0.00,77.74
15:45 - 16:00,216.91,217.88,18.91,0.00,0.96,0.00,73.90
16:00 - 16:15,215.00,239.94,19.20,0.00,0.96,0.00,71.99
16:15 - 16:30,200.60,235.15,19.20,0.00,0.96,0.00,86.38
16:30 - 16:45,198.68,252.42,18.24,-6.00,0.00,0.00,71.99
16:45 - 17:00,213.08,247.62,19.20,-6.00,0.00,0.00,71.99
17:00 - 17:15,123.81,221.71,9.60,-15.00,1.92,0.00,71.99
17:15 - 17:30,65.27,191.95,8.16,-23.00,1.92,0.00,57.59
17:30 - 17:45,2.88,203.48,7.20,-32.00,1.92,0.00,124.77
17:45 - 18:00,-122.00,124.78,5.76,-17.00,1.92,0.00,76.78
18:00 - 18:15,-182.00,0.00,3.84,-18.00,1.92,0.00,-55.00
18:15 - 18:30,-133.00,-40.00,4.99,-18.00,0.96,0.00,-58.00
18:30 - 18:45,-157.00,-61.00,6.14,-18.00,0.96,0.00,-48.00
18:45 - 19:00,-241.00,-63.00,7.47,-25.00,0.00,0.00,-80.00
19:00 - 19:15,-249.00,-35.00,6.30,-23.00,0.00,-12.40,-65.00
19:15 - 19:30,-217.00,-8.00,4.18,-23.00,0.00,-12.40,-50.00
19:30 - 19:45,-180.00,0.00,2.36,-23.00,0.00,-12.40,-42.00
19:45 - 20:00,-147.00,0.00,2.58,-23.00,0.43,-12.40,-40.00
20:00 - 20:15,-118.00,-37.00,1.97,-23.00,0.32,-12.40,-55.00
20:15 - 20:30,-92.00,-23.00,2.02,-23.00,0.31,-12.40,-50.00
20:30 - 20:45,-72.00,-30.00,2.57,-23.00,0.38,-12.40,-45.00
20:45 - 21:00,-30.00,-30.00,2.22,-23.00,0.32,-12.40,-40.00
21:00 - 21:15,-56.00,-55.00,3.00,-23.00,0.43,0.00,-69.00
21:15 - 21:30,2.18,-50.00,3.05,-23.00,0.43,0.00,-50.00
21:30 - 21:45,44.38,-29.00,4.43,-23.00,0.63,0.00,-13.00
21:45 - 22:00,104.38,0.00,4.64,-23.00,0.66,0.00,49.05
22:00 - 22:15,48.68,-30.00,7.10,0.00,0.51,0.00,0.00
22:15 - 22:30,57.60,0.00,6.61,0.00,0.47,0.00,11.81
22:30 - 22:45,99.82,17.15,8.57,0.00,0.61,0.00,25.11
22:45 - 23:00,98.80,37.58,9.74,0.00,0.69,0.00,50.09
23:00 - 23:15,49.91,69.10,13.44,0.00,1.92,0.00,14.40
23:15 - 23:30,36.47,69.10,13.44,0.00,1.92,0.00,-10.00
23:30 - 23:45,-17.00,19.20,13.44,0.00,0.96,0.00,67.18
23:45 - 24:00,-65.00,0.00,13.44,0.00,0.00,0.00,67.18
