Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-66.00,0.00,-1.00,14.12,0.00,-105.00
00:15 - 00:30,-52.00,0.00,-1.00,13.45,0.00,-105.00
00:30 - 00:45,-57.00,0.00,-1.00,9.61,0.00,-95.00
00:45 - 01:00,-73.00,0.00,-1.00,9.61,0.00,-95.00
01:00 - 01:15,-125.00,0.00,-1.00,9.61,0.00,-97.00
01:15 - 01:30,-122.00,0.00,-1.00,9.61,0.00,-98.00
01:30 - 01:45,-118.00,0.00,-1.00,9.61,0.00,-112.00
01:45 - 02:00,-116.00,0.00,-1.00,9.61,0.00,-114.00
02:00 - 02:15,-100.00,-8.00,-1.00,9.61,0.00,-106.00
02:15 - 02:30,-98.00,-8.00,-1.00,9.61,0.00,-105.00
02:30 - 02:45,-81.00,0.00,-1.00,9.61,0.00,-109.00
02:45 - 03:00,-78.00,0.00,-1.00,9.61,0.00,-109.00
03:00 - 03:15,-72.00,0.00,-1.50,5.28,0.00,-111.00
03:15 - 03:30,-70.00,0.00,-1.50,5.28,0.00,-110.00
03:30 - 03:45,-37.00,11.53,-1.50,5.28,0.00,-112.00
03:45 - 04:00,-41.00,11.53,-1.50,5.28,0.00,-111.00
04:00 - 04:15,-15.00,-6.00,-1.50,5.76,0.00,-104.00
04:15 - 04:30,-18.00,-5.00,-1.50,6.72,0.00,-104.00
04:30 - 04:45,-14.00,-6.00,-1.50,7.69,0.00,-98.00
04:45 - 05:00,-27.00,-8.00,-1.50,8.65,0.00,-98.00
05:00 - 05:15,-41.00,-12.00,-1.50,4.80,0.00,-97.00
05:15 - 05:30,-36.00,-10.00,-1.50,5.76,0.00,-60.00
05:30 - 05:45,-44.00,-9.00,-1.00,7.69,0.00,-77.00
05:45 - 06:00,-15.00,-9.00,-1.00,9.61,0.00,-97.00
06:00 - 06:15,0.00,9.61,-1.00,11.53,0.00,-65.00
06:15 - 06:30,-59.00,-51.00,-1.00,13.45,0.00,-123.00
06:30 - 06:45,61.49,0.00,-1.00,15.37,0.00,-110.00
06:45 - 07:00,27.86,-11.00,-1.00,17.29,0.00,-210.00
07:00 - 07:15,-71.00,-25.00,-1.00,19.21,0.00,12.49
07:15 - 07:30,-20.00,-15.00,-1.00,20.26,1.66,-42.00
07:30 - 07:45,55.92,-18.00,-1.00,13.57,0.64,0.00
07:45 - 08:00,55.12,-24.00,-1.00,10.40,0.77,7.70
08:00 - 08:15,46.09,8.50,-1.00,3.14,0.08,14.09
08:15 - 08:30,53.84,14.68,-1.00,3.06,0.28,19.53
08:30 - 08:45,16.92,10.71,-1.00,1.63,0.28,19.18
08:45 - 09:00,17.37,10.47,-1.00,1.55,0.00,18.74
09:00 - 09:15,23.03,-70.00,-1.00,2.40,0.00,-6.00
09:15 - 09:30,27.19,-60.00,-1.00,3.11,0.00,-6.00
09:30 - 09:45,33.30,-29.00,-1.00,5.20,0.00,-161.00
09:45 - 10:00,76.98,-11.00,-1.00,8.77,0.00,-173.00
10:00 - 10:15,361.22,0.00,-0.50,21.14,0.00,-90.00
10:15 - 10:30,332.41,0.00,-0.50,20.17,0.00,-30.00
10:30 - 10:45,159.48,0.00,-0.50,16.33,0.00,-94.00
10:45 - 11:00,136.42,0.00,-0.50,15.37,0.00,-101.00
11:00 - 11:15,-132.00,-80.00,-0.50,13.45,0.00,-90.00
11:15 - 11:30,-105.00,-80.00,-0.50,12.49,0.00,-80.00
11:30 - 11:45,-156.00,-61.00,-0.50,11.53,0.00,-100.00
11:45 - 12:00,-54.00,-76.00,-0.50,10.57,0.00,-130.00
12:00 - 12:15,38.43,-60.00,-0.50,13.45,0.00,-70.00
12:15 - 12:30,47.07,-42.00,-0.50,13.45,0.00,-65.00
12:30 - 12:45,60.52,-95.00,-0.50,11.53,0.00,-100.00
12:45 - 13:00,77.81,-89.00,-0.50,10.57,0.00,-110.00
13:00 - 13:15,37.47,-140.00,-0.50,10.57,0.00,-90.00
13:15 - 13:30,-32.00,-118.00,-0.50,10.57,0.00,-60.00
13:30 - 13:45,-61.00,-115.00,-0.50,10.57,0.00,-25.00
13:45 - 14:00,-105.00,-127.00,-0.50,9.61,0.00,-20.00
14:00 - 14:15,-131.00,-101.00,-0.50,7.69,0.00,-40.00
14:15 - 14:30,-164.00,-110.00,-0.50,6.72,0.00,-40.00
14:30 - 14:45,-43.00,-81.00,-0.50,5.76,0.00,-30.00
14:45 - 15:00,-105.00,-70.00,-0.50,5.76,0.00,-40.00
15:00 - 15:15,-93.00,-45.00,-0.50,4.80,0.00,-45.00
15:15 - 15:30,-72.00,-34.00,-0.50,4.80,0.00,-45.00
15:30 - 15:45,-48.00,-48.00,-0.50,2.88,0.00,-30.00
15:45 - 16:00,-9.00,-54.00,-0.50,2.88,0.00,-60.00
16:00 - 16:15,-1.00,-61.00,-0.50,5.76,0.00,-90.00
16:15 - 16:30,-46.00,-48.00,-0.50,5.76,0.00,-135.00
16:30 - 16:45,-15.00,-34.00,-0.50,5.76,0.00,-220.00
16:45 - 17:00,-10.00,-71.00,-0.50,7.69,0.00,-130.00
17:00 - 17:15,-19.00,-134.00,-0.50,10.57,0.00,-125.00
17:15 - 17:30,-77.00,-129.00,-0.50,13.45,0.10,-68.00
17:30 - 17:45,-112.00,-138.00,-0.50,15.38,3.55,-81.00
17:45 - 18:00,-143.00,-151.00,-0.50,13.51,0.80,-104.00
18:00 - 18:15,-45.00,-23.00,-0.50,6.00,1.45,-49.00
18:15 - 18:30,-27.00,6.56,-0.50,4.16,0.68,-38.00
18:30 - 18:45,2.23,56.25,-0.50,2.34,0.22,-100.00
18:45 - 19:00,12.49,132.36,-0.50,2.50,0.33,-53.00
19:00 - 19:15,-27.00,90.31,-0.50,3.61,0.47,-143.00
19:15 - 19:30,-29.00,78.92,-0.50,4.41,0.33,-179.00
19:30 - 19:45,45.66,76.11,-0.50,9.14,0.96,-144.00
19:45 - 20:00,23.18,79.93,-0.50,13.58,1.28,-182.00
20:00 - 20:15,-36.00,38.43,-0.50,15.37,0.00,-168.00
20:15 - 20:30,16.33,25.94,-0.50,15.37,0.00,-114.00
20:30 - 20:45,20.18,0.00,-0.50,15.37,0.00,-152.00
20:45 - 21:00,64.37,17.29,-0.50,15.37,0.00,-176.00
21:00 - 21:15,-19.00,14.41,-0.50,17.29,0.00,-148.00
21:15 - 21:30,-40.00,0.00,-0.50,16.33,0.00,-61.00
21:30 - 21:45,-30.00,18.26,-0.50,15.56,0.00,-42.00
21:45 - 22:00,-23.00,24.98,-0.50,14.70,0.00,-49.00
22:00 - 22:15,-30.00,10.57,-0.50,12.87,0.00,-79.00
22:15 - 22:30,-14.00,14.41,-0.50,11.34,0.00,-79.00
22:30 - 22:45,-22.00,15.37,-0.50,10.57,0.00,-81.00
22:45 - 23:00,12.49,20.18,-0.50,8.93,0.00,-83.00
23:00 - 23:15,-24.00,17.29,-0.50,7.30,0.00,-79.00
23:15 - 23:30,-35.00,0.00,-0.50,5.96,0.00,-75.00
23:30 - 23:45,-16.00,0.00,-0.50,5.00,0.00,-74.00
23:45 - 24:00,-58.00,0.00,-0.50,4.80,0.00,-69.00
