Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-29.00,0.00,4.38,-67.00,0.00,0.00,131.45
00:15 - 00:30,-49.00,0.00,4.51,-66.00,0.00,0.00,126.69
00:30 - 00:45,-124.00,14.50,5.31,-66.00,0.00,0.00,0.00
00:45 - 01:00,-150.00,-4.00,5.12,0.00,0.00,0.00,0.00
01:00 - 01:15,-221.00,-18.00,6.76,0.00,0.00,0.00,164.28
01:15 - 01:30,-255.00,-36.00,6.76,-65.00,0.00,0.00,120.79
01:30 - 01:45,-273.00,-43.00,6.47,-66.00,0.00,0.00,61.85
01:45 - 02:00,-261.00,-59.00,6.38,-66.00,0.00,0.00,76.34
02:00 - 02:15,-268.99,-85.00,6.28,-66.00,0.00,0.00,34.79
02:15 - 02:30,-258.00,-98.00,6.09,-65.00,0.00,0.00,57.01
02:30 - 02:45,-267.00,-92.00,5.80,-67.00,0.00,0.00,33.82
02:45 - 03:00,-259.99,-95.00,5.80,-67.00,0.00,0.00,11.59
03:00 - 03:15,44.45,-94.00,5.51,-67.00,0.00,0.00,-56.00
03:15 - 03:30,15.47,-96.00,5.31,-66.00,0.00,0.00,-84.00
03:30 - 03:45,-20.00,-29.00,5.22,-66.00,0.00,0.00,-149.99
03:45 - 04:00,-20.00,-17.00,5.12,-66.00,0.00,0.00,-146.00
04:00 - 04:15,-14.00,-5.00,0.97,-68.00,0.00,0.00,17.39
04:15 - 04:30,-51.00,-15.00,0.97,-68.00,0.00,0.00,15.46
04:30 - 04:45,16.43,-25.00,0.97,-69.00,0.00,0.00,28.02
04:45 - 05:00,-18.00,-42.00,0.97,-68.00,0.00,0.00,19.32
05:00 - 05:15,-34.00,-110.00,0.97,-69.00,0.00,0.00,72.47
05:15 - 05:30,11.60,-83.00,0.97,-67.00,0.00,0.00,48.31
05:30 - 05:45,-50.00,-57.00,0.97,-67.00,0.00,0.00,57.97
05:45 - 06:00,-96.00,49.28,0.97,-67.00,0.00,0.00,33.82
06:00 - 06:15,-81.00,55.08,1.06,-65.00,0.00,0.00,48.32
