Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
06:15 - 06:30,-78.00,53.15,1.45,-63.00,0.00,0.00,14.49
06:30 - 06:45,-49.00,89.87,1.93,-63.00,0.00,0.00,-50.00
06:45 - 07:00,-88.00,86.96,2.42,-63.00,0.00,0.00,-80.00
07:00 - 07:15,-98.00,57.97,3.58,-63.00,0.00,0.00,-85.00
07:15 - 07:30,-79.00,16.43,4.25,-62.00,0.00,0.00,-52.00
07:30 - 07:45,-69.00,105.32,5.51,-62.00,0.00,0.00,-91.00
07:45 - 08:00,-50.00,112.09,6.38,-62.00,0.00,0.00,-121.00
08:00 - 08:15,-10.00,67.64,2.61,-62.00,0.00,0.00,-140.00
08:15 - 08:30,-10.00,67.64,2.42,-47.00,0.00,0.00,-154.00
08:30 - 08:45,-45.00,67.64,3.19,-32.00,0.00,0.00,-142.00
08:45 - 09:00,-27.00,-45.00,4.25,-11.00,0.00,0.00,-139.00
09:00 - 09:15,-17.00,39.61,11.60,-43.00,0.00,0.00,-132.00
09:15 - 09:30,-17.00,56.05,12.27,-56.00,0.00,0.00,-74.00
09:30 - 09:45,7.73,-9.00,13.24,-42.00,0.00,0.00,-10.00
09:45 - 10:00,4.83,23.20,14.20,-27.00,0.00,0.00,-10.00
10:00 - 10:15,-84.00,40.59,14.49,-13.00,0.00,0.00,-38.00
10:15 - 10:30,-82.00,40.59,15.46,-5.00,0.00,0.00,-44.00
10:30 - 10:45,-42.00,54.11,17.88,0.00,0.00,0.00,-56.00
10:45 - 11:00,-44.00,49.28,18.84,0.00,0.00,0.00,-59.00
11:00 - 11:15,-90.00,14.49,19.33,0.00,0.00,0.00,-90.00
11:15 - 11:30,-94.00,13.53,19.81,0.00,0.00,0.00,-70.00
11:30 - 11:45,-86.00,10.63,20.29,0.00,0.00,0.00,-60.00
11:45 - 12:00,-100.00,14.49,20.30,0.00,0.00,0.00,-55.00
12:00 - 12:15,-89.00,24.16,17.39,0.00,0.00,0.00,-56.00
12:15 - 12:30,-95.00,16.43,17.39,0.00,0.00,0.00,-60.00
12:30 - 12:45,-124.00,39.62,17.39,0.00,0.00,0.00,-45.00
12:45 - 13:00,-108.00,51.22,17.39,0.00,0.00,0.00,-21.00
13:00 - 13:15,-111.00,41.55,18.36,0.00,0.00,0.00,-45.00
13:15 - 13:30,-112.00,48.31,18.36,0.00,0.00,0.00,-17.00
13:30 - 13:45,-18.00,41.55,19.33,0.00,0.00,0.00,62.81
13:45 - 14:00,42.52,46.38,19.33,0.00,0.00,0.00,52.18
14:00 - 14:15,-120.00,82.13,18.36,0.00,0.00,0.00,0.97
14:15 - 14:30,-78.00,87.93,18.36,0.00,0.00,0.00,5.80
14:30 - 14:45,20.29,31.89,15.46,0.00,0.00,0.00,0.00
14:45 - 15:00,61.84,18.36,15.46,0.00,0.00,0.00,0.00
15:00 - 15:15,25.12,28.03,17.39,0.00,2.13,0.00,-57.00
15:15 - 15:30,52.18,49.28,18.36,0.00,2.13,0.00,-62.00
15:30 - 15:45,87.93,68.61,18.36,0.00,2.13,0.00,-72.00
15:45 - 16:00,104.35,82.14,18.36,0.00,2.13,0.00,-52.00
16:00 - 16:15,113.05,42.52,12.85,-28.00,2.13,0.00,-32.00
16:15 - 16:30,71.51,17.39,12.56,-31.00,2.13,0.00,-30.00
16:30 - 16:45,82.13,17.39,11.60,-35.00,2.13,0.00,-25.00
16:45 - 17:00,72.47,17.39,10.63,-42.00,2.13,0.00,-39.00
17:00 - 17:15,56.05,75.36,12.56,-25.00,2.13,0.00,-28.00
17:15 - 17:30,53.15,87.93,12.56,-25.00,2.13,0.00,-29.00
17:30 - 17:45,0.00,88.90,12.56,-25.00,1.06,0.00,-45.00
17:45 - 18:00,0.00,96.63,10.63,-40.00,1.06,0.00,-70.00
18:00 - 18:15,-276.00,31.89,8.70,-55.00,1.06,0.00,86.96
18:15 - 18:30,-275.00,-4.00,8.70,-70.00,1.06,0.00,53.15
18:30 - 18:45,-187.00,-65.00,10.63,-81.00,1.06,0.00,-5.00
18:45 - 19:00,-213.00,-104.00,10.63,-92.00,1.06,0.00,-5.00
19:00 - 19:15,-83.00,-72.00,10.63,-96.00,1.06,0.00,-78.00
19:15 - 19:30,-100.00,-77.00,10.63,-111.00,2.03,0.00,-98.00
19:30 - 19:45,-118.00,-97.00,10.62,-114.00,3.29,0.00,-161.00
19:45 - 20:00,-76.00,-116.00,10.63,-119.00,5.12,0.00,-215.00
20:00 - 20:15,-195.00,0.00,10.55,-120.00,5.47,-15.00,-260.00
20:15 - 20:30,-257.00,0.00,9.32,-120.00,2.97,-15.00,-220.00
20:30 - 20:45,-300.00,0.00,10.62,-121.00,3.87,-14.30,-227.00
20:45 - 21:00,-293.00,0.00,9.96,-121.00,6.24,-15.00,-215.00
21:00 - 21:15,-206.00,0.00,9.38,-121.00,3.92,-7.80,-169.00
21:15 - 21:30,-74.00,20.12,7.38,-114.00,4.22,-7.80,-34.00
21:30 - 21:45,-13.00,38.21,5.60,-114.00,0.97,-2.80,14.77
21:45 - 22:00,-41.00,45.37,4.99,-121.00,1.36,-2.80,54.44
22:00 - 22:15,-22.00,16.68,3.33,-20.00,1.00,-6.30,66.70
22:15 - 22:30,0.00,33.36,2.78,-20.00,1.17,-6.30,111.18
22:30 - 22:45,0.00,51.36,1.46,-20.00,0.18,-6.30,85.60
22:45 - 23:00,4.69,60.72,1.42,-20.00,0.38,0.00,69.40
23:00 - 23:15,0.00,88.23,1.36,-20.00,0.92,0.00,-19.00
23:15 - 23:30,0.00,98.67,1.44,-20.00,0.21,0.00,-20.00
23:30 - 23:45,7.73,121.41,2.01,-20.00,0.30,0.00,-18.00
23:45 - 24:00,3.33,112.04,2.21,-20.00,0.33,0.00,-20.00
