timeslot,revisionno,discomcode,BTPS,PRAGATI,RPH,DADRI_T,GT_OC,CSGS,GT_RLNG,PRG_RLNG,DVC,GT_LF,GT_CC,PRG_G_CC,GT_RLG_C,GT_LF_CC,PG_RLG_C,REGULATE,MTPS6,JHAJJAR,NJPC,CCGT_OC,CCGT_CC,CCGT_RCC,CCGT_ROC,CLPJHAJR,MEJIA7,MAITHON,SECI,RITHL_CC,RITHL_OC,RITHL_RC,RITHL_RO,NHPC,DADRI_T2,ANTA_GF,AURY_GF,FARAKKA,RIHAND1,RIHAND2,RIHAND3,SASAN,SNGRAULI,UNCHHAR1,UNCHHAR2,UNCHHAR3,KAHLGAN1,KAHLGAN2,DADRI_GF,ANTA_RF,AURY_RF,DADRI_RF,KOLDAM,TH_HPP,KTWR_HEP,SEWA2,DMSWSL,NAPP,RAPPB,MUNDRA,RAMPUR,RAPPC,TALA,ANTA_LF,AURY_LF,DADRI_LF,URI,URI2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,DULHASTI,PARBATI3,SALAL,TANAKPUR,BSIUL,UNCHAHAR4,PRG_CCLF,PRG_OCLF,CCGTCCSPOT,CCGTOCSPOT,SNG_HYDRO,SHEP,GIREL,RUMS_DMRC,SEIPL,THPPL,NHPPL,ANTA_CRF,AURY_CRF,DADR_CRF,ALFANR_I,ALFANR_II,ALFANR_III,ERCPL_FTG,ERPCL_FTG2,AP41PL_BHDL,ASE4PL,KUDGI,SRIJAN_M,SITAC_BRPL,SITAC_BYPL,TANDA2,KSHNGNGA,SOLAPUR,MEJA,TWEPL,GBHHPL,THAR_BYPL,THAR_BRPL,ASEJ2PL_BYPL,ASEJ2PL_TPDDL,CHANJUII,SECI_BRPL,SECI_BYPL,SECI_TPDDL,APSEPL_FTG,PARBATI2,KHURJA,GHATAMPUR
1,65EnNDPL2025/04/12,NDPL,0.0000,0.0000,0.0000,0.0000,17.8020,0.0000,0.0000,0.0000,38.8446,0.0000,0.0000,29.8840,0.0000,0.0000,29.8840,0.0000,27.6734,376.4290,21.5182,0.0000,65.2500,0.0000,0.0000,115.0900,0.0000,192.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3686,0.0000,0.0000,5.5838,13.4978,36.4250,0.0000,128.4786,42.8513,6.3938,6.0046,8.0935,13.9686,45.4984,0.0000,13.1302,21.1412,18.3198,0.0000,3.0523,2.7201,4.8465,0.0000,12.7401,0.0000,0.0000,0.0000,5.5640,0.0000,0.0000,0.0000,0.0000,14.9013,10.1889,12.9316,12.1168,5.9368,2.8014,10.1071,4.2959,0.0000,1.9236,4.0007,0.0000,0.0000,0.0000,139.2000,0.0000,0.8800,3.4900,0.0000,0.0000,200.0000,2.8000,3.6100,0.0000,0.0000,0.0000,0.0000,0.0000,30.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6730,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,2.7693,0.0000,0.0000
2,65EnNDPL2025/04/12,NDPL,0.0000,0.0000,0.0000,0.0000,17.8020,0.0000,0.0000,0.0000,38.8446,0.0000,0.0000,29.8840,0.0000,0.0000,29.8840,0.0000,27.6734,376.4290,11.6145,0.0000,65.2500,0.0000,0.0000,115.0900,0.0000,231.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3686,0.0000,0.0000,5.5838,13.4978,36.4250,0.0000,128.4786,42.8513,6.3938,6.0046,8.0935,13.9686,45.4984,0.0000,13.1302,21.1412,18.3198,0.0000,3.0523,2.7201,4.8465,0.0000,12.7401,0.0000,0.0000,0.0000,5.5640,0.0000,0.0000,0.0000,0.0000,14.9013,10.1889,12.9316,12.1168,5.9368,2.8014,10.1071,4.2959,0.0000,1.9236,4.0007,0.0000,0.0000,0.0000,139.2000,0.0000,0.8800,3.4900,0.0000,0.0000,200.0000,2.8000,3.6100,0.0000,0.0000,0.0000,0.0000,0.0000,30.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6730,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,2.7693,0.0000,0.0000
3,65EnNDPL2025/04/12,NDPL,0.0000,0.0000,0.0000,0.0000,17.8020,0.0000,0.0000,0.0000,38.8446,0.0000,0.0000,29.8840,0.0000,0.0000,29.8840,0.0000,27.6734,376.4290,11.6145,0.0000,65.2500,0.0000,0.0000,70.1900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3686,0.0000,0.0000,5.5838,13.4978,36.4250,0.0000,128.4786,42.8513,6.3938,6.0046,8.0935,13.9686,45.4984,0.0000,13.1302,21.1412,18.3198,0.0000,0.0000,2.7201,4.8465,0.0000,12.7401,0.0000,0.0000,0.0000,5.5640,0.0000,0.0000,0.0000,0.0000,14.9013,10.1889,12.9316,12.1168,5.9368,2.8014,10.1071,1.0931,0.0000,1.9236,2.0003,0.0000,0.0000,0.0000,139.2000,0.0000,0.8800,3.4900,0.0000,0.0000,200.0000,2.8000,3.6100,0.0000,0.0000,0.0000,0.0000,0.0000,30.8300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6730,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,2.7693,0.0000,0.0000
4,65EnNDPL2025/04/12,NDPL,0.0000,0.0000,0.0000,0.0000,17.8020,0.0000,0.0000,0.0000,38.8446,0.0000,0.0000,29.8840,0.0000,0.0000,29.8840,0.0000,27.6734,376.4290,11.6145,0.0000,65.2500,0.0000,0.0000,70.1900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3686,0.0000,0.0000,5.5838,13.4978,36.4250,0.0000,128.4786,42.8513,6.3938,6.0046,8.0935,13.9686,45.4984,0.0000,13.1302,21.1412,18.3198,0.0000,0.0000,2.7201,4.8465,0.0000,12.7401,0.0000,0.0000,0.0000,5.5640,0.0000,0.0000,0.0000,0.0000,14.9013,10.1889,12.9316,12.1168,5.9368,2.8014,10.1071,1.0931,0.0000,1.9236,2.0003,0.0000,0.0000,0.0000,139.2000,0.0000,0.8800,3.4900,0.0000,0.0000,200.0000,2.8000,3.6100,0.0000,0.0000,0.0000,0.0000,0.0000,30.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6730,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,2.7693,0.0000,0.0000
5,65EnNDPL2025/04/12,NDPL,0.0000,0.0000,0.0000,0.0000,17.8020,0.0000,0.0000,0.0000,38.8446,0.0000,0.0000,29.8840,0.0000,0.0000,29.8840,0.0000,27.6734,376.4290,11.6145,0.0000,65.2500,0.0000,0.0000,70.1900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3686,0.0000,0.0000,5.5838,13.4978,36.4250,0.0000,128.4786,42.8513,6.3938,6.0046,8.0935,13.9686,45.4984,0.0000,13.1302,21.1412,18.3198,0.0000,0.0000,2.7201,4.8465,0.0000,12.7401,0.0000,0.0000,0.0000,5.5640,0.0000,0.0000,0.0000,0.0000,14.9013,10.1889,8.6211,12.1168,5.9368,2.8014,10.1071,0.0000,0.0000,1.9236,2.0003,0.0000,0.0000,0.0000,139.2000,0.0000,0.8800,3.4900,0.0000,0.0000,200.0000,2.8000,3.5300,0.0000,0.0000,0.0000,0.0000,0.0000,29.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6730,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,2.7693,0.0000,0.0000
6,65EnNDPL2025/04/12,NDPL,0.0000,0.0000,0.0000,0.0000,17.8020,0.0000,0.0000,0.0000,38.8446,0.0000,0.0000,29.8840,0.0000,0.0000,29.8840,0.0000,27.6734,376.4290,11.6145,0.0000,65.2500,0.0000,0.0000,70.1900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3686,0.0000,0.0000,5.5838,13.4978,36.4250,0.0000,128.4786,42.8513,6.3938,6.0046,8.0935,13.9686,45.4984,0.0000,13.1302,21.1412,18.3198,0.0000,0.0000,2.7201,4.8465,0.0000,12.7401,0.0000,0.0000,0.0000,5.5640,0.0000,0.0000,0.0000,0.0000,14.9013,10.1889,8.6211,12.1168,5.9368,2.8014,10.1071,0.0000,0.0000,1.9236,2.0003,0.0000,0.0000,0.0000,139.2000,0.0000,0.8800,3.4900,0.0000,0.0000,200.0000,2.8000,3.5300,0.0000,0.0000,0.0000,0.0000,0.0000,29.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6730,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,2.7693,0.0000,0.0000
7,65EnNDPL2025/04/12,NDPL,0.0000,0.0000,0.0000,0.0000,17.8020,0.0000,0.0000,0.0000,38.8446,0.0000,0.0000,29.8840,0.0000,0.0000,29.8840,0.0000,27.6734,376.4290,11.6145,0.0000,65.2500,0.0000,0.0000,70.1900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3686,0.0000,0.0000,5.5838,13.4978,36.4250,0.0000,128.4786,42.8513,6.3938,6.0046,8.0935,13.9686,45.4984,0.0000,13.1302,21.1412,18.3198,0.0000,0.0000,2.7201,4.8465,0.0000,12.7401,0.0000,0.0000,0.0000,5.5640,0.0000,0.0000,0.0000,0.0000,4.0651,10.1889,8.6211,12.1168,5.9368,2.8014,10.1071,0.0000,0.0000,1.9236,2.0003,0.0000,0.0000,0.0000,139.2000,0.0000,0.8800,3.4900,0.0000,0.0000,200.0000,2.8000,3.5300,0.0000,0.0000,0.0000,0.0000,0.0000,28.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6730,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,2.7693,0.0000,0.0000
8,65EnNDPL2025/04/12,NDPL,0.0000,0.0000,0.0000,0.0000,17.8020,0.0000,0.0000,0.0000,38.8446,0.0000,0.0000,29.8840,0.0000,0.0000,29.8840,0.0000,27.6734,376.4290,11.6145,0.0000,65.2500,0.0000,0.0000,70.1900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3686,0.0000,0.0000,5.5838,13.4978,36.4250,0.0000,128.4786,42.8513,6.3938,6.0046,8.0935,13.9686,45.4984,0.0000,13.1302,21.1412,18.3198,0.0000,0.0000,2.7201,4.8465,0.0000,12.7401,0.0000,0.0000,0.0000,5.5640,0.0000,0.0000,0.0000,0.0000,1.6935,10.1889,4.3105,12.1168,5.9368,2.8014,10.1071,0.0000,0.0000,1.9236,2.0003,0.0000,0.0000,0.0000,139.2000,0.0000,0.8800,3.4900,0.0000,0.0000,200.0000,2.8000,3.5300,0.0000,0.0000,0.0000,0.0000,0.0000,27.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6730,0.0000,0.0000,0.0000,0.0000,200.0000,18.7000,0.0000,0.0000,100.0000,0.0000,2.7693,0.0000,0.0000
9,65EnNDPL2025/04/12,NDPL,0.0000,0.0000,0.0000,0.0000,17.8020,0.0000,0.0000,0.0000,38.8446,0.0000,0.0000,29.8840,0.0000,0.0000,29.8840,0.0000,27.6734,376.4290,14.3455,0.0000,65.2500,0.0000,0.0000,70.1900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3686,0.0000,0.0000,5.5838,13.4978,36.4250,0.0000,128.4786,42.8513,6.3938,6.0046,8.0935,13.9686,45.4984,0.0000,13.1302,21.1412,18.3198,0.0000,0.0000,2.7201,4.8465,0.0000,12.7401,0.0000,0.0000,0.0000,5.9924,0.0000,0.0000,0.0000,0.0000,1.6935,10.1889,4.3105,8.0770,5.9368,2.8014,10.1071,0.0000,0.0000,0.0000,2.0003,0.0000,0.0000,0.0000,139.2000,0.0000,0.8800,3.3400,0.0000,0.0000,200.0000,2.6600,3.4600,0.0000,0.0000,0.0000,0.0000,0.0000,27.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6730,0.0000,0.0000,0.0000,0.0000,200.0000,18.5100,0.0000,0.0000,100.0000,0.0000,2.7693,0.0000,0.0000
10,65EnNDPL2025/04/12,NDPL,0.0000,0.0000,0.0000,0.0000,17.8020,0.0000,0.0000,0.0000,38.8446,0.0000,0.0000,29.8840,0.0000,0.0000,29.8840,0.0000,27.6734,376.4290,14.3455,0.0000,65.2500,0.0000,0.0000,70.1900,0.0000,272.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.3686,0.0000,0.0000,5.5838,13.4978,36.4250,0.0000,128.4786,42.8513,6.3938,6.0046,8.0935,13.9686,45.4984,0.0000,13.1302,21.1412,18.3198,0.0000,0.0000,2.7201,4.8465,0.0000,12.7401,0.0000,0.0000,0.0000,5.9924,0.0000,0.0000,0.0000,0.0000,4.0651,10.1889,0.0000,8.0770,5.9368,2.8014,10.1071,0.0000,0.0000,0.0000,2.0003,0.0000,0.0000,0.0000,139.2000,0.0000,0.8800,3.3400,0.0000,0.0000,200.0000,2.6600,3.4600,0.0000,0.0000,0.0000,0.0000,0.0000,26.6700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6730,0.0000,0.0000,0.0000,0.0000,200.0000,18.5100,0.0000,0.0000,100.0000,0.0000,2.7693,0.0000,0.0000
