Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,33.60,-32.00,0.00,5.28,-10.00,0.00,-165.00
00:15 - 00:30,29.76,-33.00,0.00,5.28,-10.00,0.00,-35.00
00:30 - 00:45,30.72,-30.00,0.00,5.09,-15.00,0.00,-40.00
00:45 - 01:00,32.64,-26.00,0.00,4.80,-15.00,0.00,-35.00
01:00 - 01:15,34.57,-26.00,0.00,4.22,-19.00,0.00,-30.00
01:15 - 01:30,37.44,-21.00,0.00,3.84,-19.00,0.00,-25.00
01:30 - 01:45,39.36,-26.00,0.00,3.84,-19.00,0.00,-15.00
01:45 - 02:00,35.52,-23.00,0.00,3.84,-19.00,0.00,-10.00
02:00 - 02:15,28.80,-34.00,0.00,3.84,-19.00,0.00,-5.00
02:15 - 02:30,29.76,-29.00,0.00,3.84,-19.00,0.00,-15.00
02:30 - 02:45,21.12,-30.00,0.00,3.84,-19.00,0.00,-15.00
02:45 - 03:00,26.88,-28.00,0.00,3.84,-19.00,0.00,-20.00
03:00 - 03:15,40.33,26.88,0.00,3.84,-20.00,0.00,-15.00
03:15 - 03:30,39.37,26.88,0.00,3.84,-20.00,0.00,-15.00
03:30 - 03:45,46.09,21.12,0.00,3.84,-20.00,0.00,-15.00
03:45 - 04:00,45.13,22.08,0.00,4.32,-20.00,0.00,-15.00
04:00 - 04:15,36.48,0.00,0.00,5.09,-20.00,0.00,-15.00
04:15 - 04:30,34.56,0.00,0.00,5.76,-20.00,0.00,-15.00
04:30 - 04:45,32.64,0.00,0.00,5.76,-20.00,0.00,-20.00
04:45 - 05:00,-28.00,0.00,0.00,7.39,-20.00,0.00,-110.00
05:00 - 05:15,-66.00,-19.00,0.00,9.60,-20.00,0.00,-25.00
05:15 - 05:30,0.00,-9.00,0.00,11.52,-20.00,0.00,-20.00
05:30 - 05:45,52.81,-19.00,0.00,14.40,-15.00,0.00,-55.00
