Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
05:45 - 06:00,29.76,-12.00,0.00,17.28,-10.00,0.00,-95.00
06:00 - 06:15,103.69,-11.00,-1.00,16.32,-20.00,0.00,4.80
06:15 - 06:30,136.33,-36.00,-1.00,17.57,-10.00,0.00,0.00
06:30 - 06:45,27.55,-39.00,-1.00,12.42,0.00,0.00,10.08
06:45 - 07:00,-59.00,-36.00,-1.00,11.01,0.00,0.00,-10.00
07:00 - 07:15,-46.00,-30.00,-1.00,1.88,0.00,0.07,0.91
07:15 - 07:30,-63.00,-24.00,-1.00,1.77,0.00,0.18,-20.00
07:30 - 07:45,0.00,-52.00,-1.00,1.36,0.00,0.05,-40.00
07:45 - 08:00,2.06,-37.00,-1.00,1.48,0.00,0.09,-50.00
08:00 - 08:15,0.00,-31.00,-1.00,2.60,0.00,0.07,-80.00
08:15 - 08:30,5.78,-31.00,-1.00,3.28,0.00,0.42,-70.00
08:30 - 08:45,-57.00,-35.00,-1.00,6.81,0.00,0.48,-75.00
08:45 - 09:00,-125.00,-24.00,-1.00,10.03,0.00,0.00,-80.00
09:00 - 09:15,-62.00,-27.00,-1.00,10.42,0.00,0.12,-70.00
09:15 - 09:30,-32.00,-38.00,-1.00,11.13,0.00,0.07,-70.00
09:30 - 09:45,-23.00,-28.00,-1.00,13.71,0.00,0.00,-65.00
09:45 - 10:00,-31.00,-30.00,-1.00,15.36,0.00,0.00,-50.00
10:00 - 10:15,-215.00,-47.00,-0.50,18.24,0.00,0.00,-50.00
10:15 - 10:30,-135.00,-75.00,-0.50,18.24,0.00,0.00,-60.00
10:30 - 10:45,-35.00,-82.00,-0.50,17.28,0.00,0.00,-160.00
10:45 - 11:00,-24.00,-35.00,-0.50,17.28,0.00,0.00,-129.00
11:00 - 11:15,17.28,-34.00,-0.50,16.32,-10.00,0.00,-50.00
11:15 - 11:30,19.20,-18.00,-0.50,16.32,-10.00,0.00,-40.00
11:30 - 11:45,9.60,-62.00,-0.50,15.36,-10.00,0.00,-32.00
11:45 - 12:00,10.56,-52.00,-0.50,15.36,-10.00,0.00,-49.00
12:00 - 12:15,-20.00,-66.00,-0.50,12.48,-10.00,0.00,-50.00
12:15 - 12:30,19.20,-62.00,-0.50,11.52,-15.00,0.00,-50.00
12:30 - 12:45,12.48,-77.00,-0.50,11.52,-15.00,0.00,-42.00
12:45 - 13:00,-20.00,-76.00,-0.50,11.52,-15.00,0.00,-34.00
13:00 - 13:15,-22.00,-62.00,-0.50,11.04,-15.00,0.00,-69.00
13:15 - 13:30,16.32,-44.00,-0.50,11.04,-15.00,0.00,-130.00
13:30 - 13:45,41.29,-50.00,-0.50,9.60,-23.00,0.00,-39.00
13:45 - 14:00,36.49,-67.00,-0.50,9.12,-26.00,0.00,9.60
14:00 - 14:15,38.41,-79.00,-0.50,8.64,-28.00,0.00,28.80
14:15 - 14:30,44.17,-82.00,-0.50,8.16,-29.00,0.00,9.60
14:30 - 14:45,36.48,-78.00,-0.50,8.16,-28.00,0.00,0.00
14:45 - 15:00,-15.00,-81.00,-0.50,8.64,-29.00,0.00,-35.00
15:00 - 15:15,-10.00,-66.00,-0.50,8.64,-30.00,0.00,-35.00
15:15 - 15:30,8.64,-57.00,-0.50,8.64,-30.00,0.00,-30.00
15:30 - 15:45,0.00,-83.00,-0.50,8.64,-30.00,0.10,-11.00
15:45 - 16:00,0.00,-86.00,-0.50,8.64,-30.00,0.00,-5.00
16:00 - 16:15,-34.00,-82.00,-0.50,8.16,-30.00,0.00,-19.00
16:15 - 16:30,-10.00,-77.00,-0.50,8.16,-30.00,0.00,-46.00
16:30 - 16:45,-58.00,-67.00,-0.50,8.64,-30.00,0.00,-25.00
16:45 - 17:00,-10.00,-62.00,-0.50,9.60,-26.00,0.00,-30.00
17:00 - 17:15,33.60,-67.00,-0.50,5.76,0.00,0.00,-37.00
17:15 - 17:30,-23.00,-81.00,-0.50,5.76,0.00,0.00,-90.00
17:30 - 17:45,-27.00,-46.00,-0.50,6.72,0.00,0.00,-205.00
17:45 - 18:00,-13.00,-127.00,-0.50,6.72,0.00,0.00,-133.00
18:00 - 18:15,9.60,-50.00,-0.50,8.64,0.00,0.00,-80.00
18:15 - 18:30,-74.00,-14.00,-0.50,2.94,0.00,0.00,-60.00
18:30 - 18:45,-37.00,-30.00,-0.50,1.08,0.00,0.24,-47.00
18:45 - 19:00,-49.00,-29.00,-0.50,1.05,0.00,0.18,-38.00
19:00 - 19:15,-228.00,-22.00,-0.50,1.45,0.00,0.74,-45.00
19:15 - 19:30,-59.00,-17.00,-0.50,1.91,0.00,1.16,-51.00
19:30 - 19:45,63.81,0.00,-0.50,8.79,0.00,4.91,-40.00
19:45 - 20:00,67.20,0.00,-0.50,10.85,0.00,6.82,-36.00
20:00 - 20:15,17.28,0.00,-0.50,15.36,0.00,0.00,-50.00
20:15 - 20:30,48.97,0.00,-0.50,15.36,0.00,0.00,-55.00
20:30 - 20:45,37.45,0.00,-0.50,14.88,0.00,0.00,-125.00
20:45 - 21:00,71.05,0.00,-0.50,14.40,0.00,0.00,-92.00
21:00 - 21:15,-19.00,-23.00,-0.50,13.44,0.00,0.00,-38.00
21:15 - 21:30,-10.00,-21.00,-0.50,12.96,0.00,0.00,-25.00
21:30 - 21:45,35.52,-20.00,-0.50,12.00,0.00,0.00,-40.00
21:45 - 22:00,111.37,0.00,-0.50,11.04,0.00,0.00,-18.00
22:00 - 22:15,106.57,0.00,-0.50,9.60,-10.00,0.00,-10.00
22:15 - 22:30,110.41,0.00,-0.50,8.64,-10.00,0.00,-3.00
22:30 - 22:45,74.89,9.60,-0.50,8.64,-15.00,0.00,-25.00
22:45 - 23:00,79.69,11.52,-0.50,7.20,-15.00,0.00,-14.00
23:00 - 23:15,89.29,-10.00,-0.50,5.76,-15.00,0.00,-73.00
23:15 - 23:30,46.09,-10.00,-0.50,5.28,-15.00,0.00,-50.00
23:30 - 23:45,9.60,-10.00,-0.50,4.32,-15.00,0.00,-29.00
23:45 - 24:00,-22.00,-10.00,-0.50,4.13,-15.00,0.00,-42.00
