Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,38.49,0.00,10.58,0.00,0.00,28.86
00:15 - 00:30,48.11,0.00,10.58,0.00,0.00,28.86
00:30 - 00:45,96.21,-20.00,10.58,0.00,0.00,48.11
00:45 - 01:00,113.53,-20.00,10.58,0.00,0.00,48.11
01:00 - 01:15,62.54,-18.00,9.62,-10.00,0.00,28.86
01:15 - 01:30,67.35,-9.00,9.62,-10.00,0.00,38.48
01:30 - 01:45,97.17,0.00,9.62,-10.00,0.00,14.43
01:45 - 02:00,137.59,0.00,9.62,-10.00,0.00,38.48
02:00 - 02:15,93.33,0.00,9.62,-10.00,0.00,33.67
02:15 - 02:30,102.95,0.00,9.62,-10.00,0.00,38.48
02:30 - 02:45,136.61,0.00,9.62,-10.00,0.00,52.92
02:45 - 03:00,156.83,0.00,9.62,-10.00,0.00,43.29
03:00 - 03:15,129.89,0.00,8.66,-10.00,0.00,43.29
03:15 - 03:30,115.45,0.00,8.66,-10.00,0.00,-10.00
03:30 - 03:45,122.19,-12.00,8.66,-10.00,0.00,-25.00
03:45 - 04:00,121.22,-15.00,8.66,-10.00,0.00,-40.00
04:00 - 04:15,134.70,0.00,8.66,-10.00,0.00,33.67
04:15 - 04:30,125.07,0.00,8.66,-10.00,0.00,24.05
04:30 - 04:45,135.66,0.00,8.66,-10.00,0.00,24.05
04:45 - 05:00,136.62,0.00,8.66,-10.00,0.00,24.05
05:00 - 05:15,110.65,0.00,9.62,-15.00,0.00,28.86
05:15 - 05:30,105.84,0.00,9.62,-15.00,0.00,28.86
05:30 - 05:45,39.45,0.00,9.62,-15.00,0.00,9.62
05:45 - 06:00,13.47,0.00,10.58,-15.00,0.00,9.62
06:00 - 06:15,-26.00,9.62,19.24,-15.00,0.00,-20.00
