Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
06:15 - 06:30,37.52,4.81,20.20,-15.00,1.64,-20.00
06:30 - 06:45,3.85,-12.00,20.20,-14.00,0.48,-20.00
06:45 - 07:00,15.39,0.00,20.21,-14.00,0.00,-20.00
07:00 - 07:15,-55.00,0.00,21.17,-15.00,0.00,-20.00
07:15 - 07:30,-17.00,20.20,22.13,-16.00,0.00,33.68
07:30 - 07:45,91.40,43.29,22.13,-15.00,0.00,48.11
07:45 - 08:00,124.11,91.40,21.17,0.00,0.00,4.81
08:00 - 08:15,219.35,76.97,21.17,0.00,0.00,67.35
08:15 - 08:30,161.63,99.10,20.20,0.00,0.00,52.92
08:30 - 08:45,173.18,81.78,24.05,0.00,0.00,67.35
08:45 - 09:00,168.37,76.97,24.05,0.00,0.00,81.78
09:00 - 09:15,223.21,96.21,25.01,0.00,0.00,72.16
09:15 - 09:30,233.79,105.83,24.05,0.00,0.00,91.40
09:30 - 09:45,264.58,115.45,24.05,0.00,0.00,72.16
09:45 - 10:00,274.20,120.26,23.09,0.00,0.00,110.64
10:00 - 10:15,73.12,124.11,23.09,0.00,0.00,86.59
10:15 - 10:30,85.63,133.72,23.09,0.00,0.00,52.92
10:30 - 10:45,253.03,163.56,19.24,0.00,0.00,62.54
10:45 - 11:00,336.73,200.12,18.28,0.00,0.00,52.92
11:00 - 11:15,390.60,281.90,17.32,0.00,0.00,49.07
11:15 - 11:30,356.93,292.48,16.36,0.00,0.00,50.99
11:30 - 11:45,392.53,318.46,14.91,0.00,0.00,96.21
11:45 - 12:00,339.62,320.38,13.47,0.00,0.00,86.59
12:00 - 12:15,270.35,324.23,6.73,0.00,0.00,96.21
12:15 - 12:30,247.26,330.00,6.73,0.00,0.00,96.21
12:30 - 12:45,133.73,337.71,6.73,0.00,0.00,38.48
12:45 - 13:00,136.62,327.12,6.73,0.00,0.00,19.24
13:00 - 13:15,92.36,311.72,17.32,0.00,0.00,14.43
13:15 - 13:30,95.25,312.67,17.32,0.00,0.00,48.11
13:30 - 13:45,177.03,297.29,17.32,0.00,0.00,24.05
13:45 - 14:00,108.72,281.89,17.32,0.00,0.00,38.48
14:00 - 14:15,100.06,264.57,17.32,0.00,0.00,48.11
14:15 - 14:30,25.01,252.07,17.32,0.00,0.00,72.16
14:30 - 14:45,70.23,176.06,17.32,0.00,0.00,72.16
14:45 - 15:00,48.11,170.28,17.32,0.00,0.00,76.97
15:00 - 15:15,75.04,187.61,15.39,0.00,0.00,67.35
15:15 - 15:30,96.21,202.04,15.39,0.00,0.00,67.35
15:30 - 15:45,177.99,192.42,15.39,0.00,0.00,81.78
15:45 - 16:00,208.78,198.19,15.39,0.00,0.00,76.97
16:00 - 16:15,188.57,174.14,14.43,0.00,0.00,67.35
16:15 - 16:30,178.95,179.91,14.43,0.00,0.00,52.92
16:30 - 16:45,226.09,185.69,13.47,0.00,0.00,67.35
16:45 - 17:00,230.90,196.27,14.43,0.00,0.00,81.78
17:00 - 17:15,114.49,189.53,6.73,0.00,0.00,62.54
17:15 - 17:30,74.08,203.01,5.77,0.00,0.00,43.29
17:30 - 17:45,52.92,141.42,4.81,0.00,0.00,-20.00
17:45 - 18:00,9.62,133.73,3.85,0.00,0.10,-10.00
18:00 - 18:15,-49.00,110.64,3.85,0.00,0.00,81.78
18:15 - 18:30,18.28,79.85,5.77,0.00,0.00,52.92
18:30 - 18:45,19.24,-32.00,5.77,0.00,0.00,-2.00
18:45 - 19:00,0.00,-28.00,9.62,0.00,0.00,-13.00
19:00 - 19:15,32.57,-47.00,6.73,-10.00,2.94,6.73
19:15 - 19:30,39.08,-51.00,4.62,-10.00,1.32,-60.00
19:30 - 19:45,40.60,-41.00,3.30,-10.00,0.79,-50.00
19:45 - 20:00,40.18,-54.00,3.46,-10.00,1.81,-70.00
20:00 - 20:15,62.32,-72.00,4.52,-10.00,2.07,-50.00
20:15 - 20:30,42.35,-76.00,4.95,-10.00,1.44,-55.00
20:30 - 20:45,60.97,-43.00,6.67,-10.00,2.19,-45.00
20:45 - 21:00,52.20,-40.00,6.97,-16.00,1.69,-40.00
21:00 - 21:15,47.53,-40.00,11.67,-20.00,0.41,-13.00
21:15 - 21:30,48.85,-21.00,11.40,-24.00,1.39,-13.00
21:30 - 21:45,16.35,-25.00,13.47,-28.00,0.87,-45.00
21:45 - 22:00,0.00,0.00,13.47,-29.00,0.10,-45.00
22:00 - 22:15,-60.00,-10.00,8.66,-38.00,0.00,-85.00
22:15 - 22:30,-68.00,-10.00,8.66,-40.00,0.00,-85.00
22:30 - 22:45,-107.00,-27.00,7.70,-39.00,0.00,-80.00
22:45 - 23:00,-107.00,-26.00,7.70,-42.00,0.00,-80.00
23:00 - 23:15,-73.00,-50.00,7.70,-45.00,0.00,-215.00
23:15 - 23:30,-76.00,-50.00,7.70,-47.00,0.00,-65.00
23:30 - 23:45,-35.00,-51.00,6.73,-49.00,0.00,-48.00
23:45 - 24:00,-46.00,-18.00,6.73,-51.00,0.00,-41.00
