Generator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
Revision No,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCGT-Bawana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Schedule,822.3264,822.3264,803.9264,798.9264,803.9264,773.9264,793.9264,763.9264,670.0000,613.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,473.0001,472.9999,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,505.0000,504.9999,504.9999,504.9999,504.9999,504.9999,472.9999,473.0000,473.0000,473.0000,473.0000,473.0000,473.0000,523.0000,573.0000,523.0000,573.0000,646.9264,646.9264,646.9264,646.9264,646.9264,646.9264,795.9264,814.9264,696.9264,676.9264
DC Considered for Schedule,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1210.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1180.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00
