Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
09:00 - 09:15,28.81,-22.00,-1.00,19.68,0.00,0.00,-158.00
09:15 - 09:30,73.93,-96.00,-1.00,19.20,0.00,0.00,-140.00
09:30 - 09:45,120.01,-107.00,-1.00,19.20,0.00,0.00,-95.00
09:45 - 10:00,151.70,-111.00,-1.00,17.76,0.00,0.00,-130.00
10:00 - 10:15,-13.00,0.00,-0.50,21.60,0.00,0.00,-50.00
10:15 - 10:30,41.29,6.72,-0.50,21.12,0.00,0.00,-40.00
10:30 - 10:45,138.26,20.16,-0.50,20.16,0.00,0.00,-25.00
10:45 - 11:00,118.10,14.40,-0.50,19.20,0.00,0.00,-65.00
11:00 - 11:15,84.49,19.20,-0.50,19.20,0.00,0.00,-96.00
11:15 - 11:30,92.17,14.40,-0.50,18.24,0.00,0.00,-58.00
11:30 - 11:45,48.01,0.00,-0.50,17.28,-15.00,0.00,-96.00
11:45 - 12:00,29.76,0.00,-0.50,16.32,-15.00,0.00,-111.00
12:00 - 12:15,33.61,12.48,-0.50,14.40,-15.00,0.00,-83.00
12:15 - 12:30,45.13,11.52,-0.50,13.44,-15.00,0.00,-70.00
12:30 - 12:45,30.73,21.12,-0.50,12.48,-15.00,0.00,-54.00
12:45 - 13:00,-10.00,0.00,-0.50,12.48,-15.00,0.00,-53.00
13:00 - 13:15,62.41,-11.00,-0.50,11.52,-26.00,0.00,-92.00
13:15 - 13:30,48.01,-11.00,-0.50,11.04,-30.00,0.00,-108.00
13:30 - 13:45,28.80,-14.00,-0.50,10.08,-33.00,0.00,-80.00
13:45 - 14:00,29.76,-12.00,-0.50,8.64,-27.00,0.00,-67.00
14:00 - 14:15,51.85,-19.00,-0.50,8.16,-28.00,0.00,-96.00
14:15 - 14:30,48.96,-20.00,-0.50,8.16,-29.00,0.00,-99.00
14:30 - 14:45,79.69,-25.00,-0.50,8.16,-30.00,0.00,-92.00
14:45 - 15:00,31.68,-25.00,-0.50,8.16,-31.00,0.00,-90.00
15:00 - 15:15,-35.00,-40.00,-0.50,8.64,-30.00,0.00,-125.00
15:15 - 15:30,-34.00,-5.00,-0.50,8.64,-31.00,0.00,-31.00
15:30 - 15:45,-11.00,0.00,-0.50,8.64,-31.00,0.00,-71.00
15:45 - 16:00,-10.00,0.00,-0.50,9.60,-31.00,0.00,-59.00
16:00 - 16:15,-16.00,0.00,-0.50,9.60,-31.00,0.10,-42.00
16:15 - 16:30,14.40,0.00,-0.50,9.60,-33.00,0.00,-53.00
16:30 - 16:45,51.85,0.00,-0.50,9.60,-35.00,0.00,-27.00
16:45 - 17:00,94.09,0.00,-0.50,9.60,-24.00,0.00,-24.00
17:00 - 17:15,24.00,-10.00,-0.50,5.76,-15.00,0.00,-106.00
17:15 - 17:30,0.00,-36.00,-0.50,6.72,-10.00,0.00,-178.00
17:30 - 17:45,0.00,-55.00,-0.50,6.72,-10.00,0.00,-235.00
17:45 - 18:00,7.68,-41.00,-0.50,7.68,0.00,0.00,-308.00
18:00 - 18:15,12.07,-15.00,-0.50,8.62,0.00,0.00,-138.00
18:15 - 18:30,6.04,7.55,-0.50,3.01,0.00,0.39,-109.00
18:30 - 18:45,9.81,-287.00,-0.50,1.21,0.00,0.22,-83.00
18:45 - 19:00,10.98,-276.00,-0.50,1.33,0.00,0.22,-65.00
19:00 - 19:15,24.76,-341.00,-0.50,1.75,0.00,0.48,-68.00
19:15 - 19:30,21.50,-330.00,-0.50,2.74,0.00,0.90,-116.00
19:30 - 19:45,68.75,21.09,-0.50,10.16,0.00,6.17,-136.00
19:45 - 20:00,70.09,24.96,-0.50,12.48,0.00,10.75,-137.00
20:00 - 20:15,48.97,-33.00,-0.50,17.28,0.00,9.89,-159.00
20:15 - 20:30,77.77,-45.00,-0.50,17.28,0.00,9.70,-171.00
20:30 - 20:45,124.81,0.00,-0.50,16.32,0.00,0.00,-203.00
20:45 - 21:00,162.26,0.00,-0.50,15.36,0.00,0.00,-245.00
21:00 - 21:15,-10.00,0.00,-0.50,15.36,0.00,0.00,-211.00
21:15 - 21:30,11.52,0.00,-0.50,15.17,0.00,0.00,-31.00
21:30 - 21:45,48.96,0.00,-0.50,14.21,0.00,0.00,0.00
21:45 - 22:00,89.29,0.00,-0.50,12.48,0.00,0.00,-13.00
22:00 - 22:15,94.09,0.00,-0.50,11.52,0.00,0.00,-60.00
22:15 - 22:30,93.13,-16.00,-0.50,10.56,0.00,0.00,-59.00
22:30 - 22:45,91.21,-19.00,-0.50,9.60,0.00,0.00,-61.00
22:45 - 23:00,90.25,-39.00,-0.50,8.93,0.00,0.00,-80.00
23:00 - 23:15,130.57,-42.00,-0.50,8.16,-10.00,0.00,-80.00
23:15 - 23:30,100.82,-40.00,-0.50,7.10,-10.00,0.00,-75.00
23:30 - 23:45,73.93,-46.00,-0.50,6.53,-10.00,0.00,-82.00
23:45 - 24:00,42.24,-38.00,-0.50,5.86,-10.00,0.00,-82.00
