Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,63.31,167.86,-1.50,8.15,0.00,0.00,28.78
00:15 - 00:30,69.06,158.27,-1.50,8.15,0.00,0.00,28.78
00:30 - 00:45,70.02,129.50,-1.50,7.67,-14.00,0.00,33.57
00:45 - 01:00,69.06,129.50,-1.50,7.67,-14.00,0.00,33.57
01:00 - 01:15,76.74,127.57,-1.50,7.67,-14.00,0.00,38.37
01:15 - 01:30,73.86,125.65,-1.50,7.67,-14.00,0.00,40.29
01:30 - 01:45,80.57,52.76,-1.50,7.67,-14.00,0.00,35.49
01:45 - 02:00,46.04,57.56,-1.50,7.67,-14.00,0.00,34.53
02:00 - 02:15,70.02,61.39,-1.50,7.67,-10.00,0.00,48.92
02:15 - 02:30,61.39,65.23,-1.50,7.67,-10.00,0.00,48.92
02:30 - 02:45,23.98,56.60,-1.50,7.67,-10.00,0.00,43.16
02:45 - 03:00,22.06,56.60,-1.50,7.67,-10.00,0.00,48.92
03:00 - 03:15,27.82,63.31,-1.50,7.67,-10.00,0.00,65.22
03:15 - 03:30,29.74,53.72,-1.50,7.67,-10.00,0.00,65.22
03:30 - 03:45,9.59,60.43,-1.50,7.67,-10.00,0.00,65.23
03:45 - 04:00,52.76,77.70,-1.50,7.67,-10.00,0.00,66.18
04:00 - 04:15,67.14,75.78,-1.50,7.67,-10.00,0.00,74.82
04:15 - 04:30,80.57,86.34,-1.50,8.63,-10.00,0.00,78.65
04:30 - 04:45,77.70,80.58,-1.50,8.63,-10.00,0.00,78.65
04:45 - 05:00,5.76,82.48,-1.50,9.59,-10.00,0.00,77.70
05:00 - 05:15,-31.00,54.68,-1.50,11.51,-10.00,0.00,30.69
05:15 - 05:30,83.45,61.39,-1.50,12.47,-10.00,0.00,-35.00
05:30 - 05:45,71.94,67.14,-1.50,15.35,-10.00,0.00,-94.00
05:45 - 06:00,9.59,61.38,-1.50,17.27,-10.00,0.00,27.82
06:00 - 06:15,-90.00,47.97,-1.50,18.70,-17.00,0.00,10.55
06:15 - 06:30,-38.00,52.76,-1.50,21.10,-17.00,0.00,-13.00
06:30 - 06:45,-76.00,39.01,-1.50,20.39,-17.00,5.41,-30.00
06:45 - 07:00,-33.00,20.46,-1.50,14.45,-17.00,0.30,-46.00
07:00 - 07:15,-23.00,8.69,-1.50,5.65,-4.00,0.11,-39.00
07:15 - 07:30,-18.00,5.74,-1.50,4.11,-4.00,0.14,-33.00
07:30 - 07:45,-22.00,5.75,-1.50,3.47,-4.00,0.24,0.00
07:45 - 08:00,0.00,7.93,-1.50,5.16,-4.00,0.30,0.00
08:00 - 08:15,-26.00,5.80,-1.50,10.07,-4.00,0.00,-31.00
08:15 - 08:30,-63.00,0.00,-1.50,18.68,-4.00,0.00,-43.00
08:30 - 08:45,-14.00,0.00,-1.50,23.02,-4.00,0.00,-37.00
08:45 - 09:00,-21.00,0.00,-1.50,22.06,-4.00,0.00,-133.00
09:00 - 09:15,0.00,20.14,-1.10,21.11,-4.00,0.00,-38.00
09:15 - 09:30,86.33,0.00,-1.10,20.14,-4.00,0.00,-43.00
09:30 - 09:45,-72.00,-35.00,-1.10,20.14,-4.00,0.00,-143.00
09:45 - 10:00,-66.00,-50.00,-1.10,19.38,-15.00,0.00,-65.00
10:00 - 10:15,-22.00,-48.00,-0.50,19.18,-14.00,0.00,-35.00
10:15 - 10:30,-6.00,28.78,-0.50,19.18,-13.00,0.00,-44.00
10:30 - 10:45,46.04,51.80,-0.50,19.18,-13.00,0.00,-73.00
10:45 - 11:00,53.72,49.88,-0.50,19.18,-13.00,0.00,-92.00
11:00 - 11:15,17.27,50.84,-0.50,18.22,-14.00,0.00,-60.00
11:15 - 11:30,20.14,55.64,-0.50,18.22,-15.00,0.00,-68.00
11:30 - 11:45,-4.00,100.71,-0.50,17.27,-15.00,0.00,-58.00
11:45 - 12:00,-31.00,89.20,-0.50,17.27,-15.00,0.00,-69.00
