Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
12:00 - 12:15,-104.00,76.73,-0.50,16.31,-15.00,0.00,-63.00
12:15 - 12:30,-50.00,36.45,-0.50,16.31,-15.00,0.00,-81.00
12:30 - 12:45,-78.00,26.85,-0.50,15.83,-14.00,0.00,-85.00
12:45 - 13:00,-102.00,9.59,-0.50,15.35,-14.00,0.00,-85.00
13:00 - 13:15,-56.00,62.35,-0.50,14.10,-14.00,0.00,-152.00
13:15 - 13:30,-93.00,67.15,-0.50,13.14,-14.00,0.00,-104.00
13:30 - 13:45,-95.00,67.15,-0.50,13.14,-13.00,0.00,-47.00
13:45 - 14:00,-102.00,65.23,-0.50,12.18,-14.00,0.00,-96.00
14:00 - 14:15,-96.00,86.33,-0.50,12.18,-14.00,0.00,-102.00
14:15 - 14:30,-80.00,38.37,-0.50,11.22,-14.00,0.00,-133.00
14:30 - 14:45,-109.00,43.17,-0.50,11.22,-14.00,0.00,-23.00
14:45 - 15:00,-183.00,33.57,-0.50,11.22,-14.00,0.00,-27.00
15:00 - 15:15,-191.00,40.29,-0.50,11.22,-14.00,0.00,-36.00
15:15 - 15:30,-192.00,32.61,-0.50,12.18,-14.00,0.00,-33.00
15:30 - 15:45,-179.00,80.57,-0.50,12.18,-14.00,0.00,-45.00
15:45 - 16:00,-143.00,87.29,-0.50,12.18,-13.00,0.00,-40.00
16:00 - 16:15,-123.00,71.94,-0.50,13.14,-13.00,0.00,-113.00
16:15 - 16:30,-158.00,-30.00,-0.50,13.81,-14.00,0.00,-136.00
16:30 - 16:45,-108.00,0.00,-0.50,13.81,-14.00,0.00,-14.00
16:45 - 17:00,-123.00,0.00,-0.50,13.81,-11.00,0.00,-26.00
17:00 - 17:15,-101.00,9.59,-0.50,13.81,-10.00,0.00,-45.00
17:15 - 17:30,-105.00,-65.00,-0.50,14.87,-10.00,0.00,-45.00
17:30 - 17:45,-165.00,-70.00,-0.50,14.39,-10.00,0.00,-35.00
17:45 - 18:00,-177.00,0.00,-0.50,14.87,-10.00,0.00,-30.00
18:00 - 18:15,-140.00,-20.00,-0.50,15.63,0.00,0.00,-55.00
18:15 - 18:30,-68.00,0.00,-0.50,9.66,0.00,0.00,-25.00
18:30 - 18:45,-59.00,32.87,-0.50,2.84,0.00,0.15,-12.00
18:45 - 19:00,-51.00,37.73,-0.50,1.89,0.00,0.14,-15.00
19:00 - 19:15,-64.00,94.33,-0.50,1.83,0.00,0.27,-27.00
19:15 - 19:30,-85.00,68.57,-0.50,2.37,0.00,0.42,-37.00
19:30 - 19:45,-64.00,62.72,-0.50,4.46,0.00,0.42,-30.00
19:45 - 20:00,-54.00,53.15,-0.50,7.47,0.00,0.00,-33.00
20:00 - 20:15,-66.00,62.05,-0.50,10.86,0.00,0.00,-28.00
20:15 - 20:30,-85.00,75.21,-0.50,13.87,0.00,0.00,-28.00
20:30 - 20:45,-66.00,71.93,-0.50,17.27,0.00,7.39,-22.00
20:45 - 21:00,-67.00,74.83,-0.50,17.07,0.00,5.08,-32.00
21:00 - 21:15,0.00,128.53,-0.60,16.79,0.00,2.01,-5.00
21:15 - 21:30,-11.00,176.49,-0.60,16.21,0.00,1.44,38.37
21:30 - 21:45,-38.00,193.76,-0.60,15.35,0.00,0.00,42.20
21:45 - 22:00,-32.00,207.19,-0.60,14.87,0.00,0.00,43.16
22:00 - 22:15,60.43,199.52,-0.60,14.48,0.00,0.00,47.00
22:15 - 22:30,50.84,196.63,-0.60,13.62,0.00,0.00,47.96
22:30 - 22:45,48.92,203.35,-0.60,13.33,0.00,0.00,41.25
22:45 - 23:00,61.39,202.39,-0.60,12.85,0.00,0.00,41.25
23:00 - 23:15,-62.00,63.31,-0.60,11.80,0.00,0.00,-76.00
23:15 - 23:30,-39.00,78.65,-0.60,11.32,0.00,0.00,-20.00
23:30 - 23:45,-26.00,36.45,-0.60,10.55,0.00,0.00,29.74
23:45 - 24:00,-58.00,35.49,-0.60,9.69,0.00,0.00,31.65
