Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
00:00 - 00:15,-22.00,90.48,-1.00,6.35,0.00,0.00,-3.00
00:15 - 00:30,-11.00,85.66,-1.00,5.97,0.00,0.00,-4.00
00:30 - 00:45,-13.00,54.86,-1.00,5.49,-19.00,0.00,-7.00
00:45 - 01:00,-15.00,49.08,-1.00,5.49,-19.00,0.00,-8.00
01:00 - 01:15,-31.00,70.27,-1.00,5.29,-19.00,0.00,-12.00
01:15 - 01:30,-32.00,69.30,-1.00,5.10,-19.00,0.00,-14.00
01:30 - 01:45,-15.00,48.12,-1.00,4.91,-19.00,0.00,-29.00
01:45 - 02:00,-11.00,46.20,-1.00,4.81,-19.00,0.00,-29.00
02:00 - 02:15,-8.00,51.01,-1.00,5.20,-19.00,0.00,-25.00
02:15 - 02:30,-11.00,51.98,-1.00,5.10,-19.00,0.00,-25.00
02:30 - 02:45,-14.00,71.23,-1.00,5.10,-19.00,0.00,-30.00
02:45 - 03:00,-15.00,72.19,-1.00,5.10,-19.00,0.00,-30.00
03:00 - 03:15,-12.00,70.26,-1.00,5.10,-19.00,0.00,-12.00
03:15 - 03:30,-14.00,73.15,-1.00,5.10,-19.00,0.00,-12.00
03:30 - 03:45,0.00,79.89,-1.00,5.10,-19.00,0.00,-4.00
03:45 - 04:00,0.00,79.85,-1.00,5.29,-19.00,0.00,-4.00
04:00 - 04:15,-5.00,86.62,-1.00,5.78,-19.00,0.00,4.81
04:15 - 04:30,-5.00,85.66,-1.00,6.74,-19.00,0.00,4.81
04:30 - 04:45,18.29,47.16,-1.00,7.41,-19.00,0.00,4.81
04:45 - 05:00,-54.00,53.86,-1.00,8.66,-19.00,0.00,9.63
05:00 - 05:15,-83.00,40.43,-1.00,10.78,-19.00,0.00,101.06
05:15 - 05:30,-46.00,34.65,-1.00,13.48,-19.00,0.00,99.13
05:30 - 05:45,-112.00,17.33,-1.00,15.88,-19.00,0.00,102.02
05:45 - 06:00,-88.00,10.59,-1.00,18.00,-19.00,0.00,97.21
06:00 - 06:15,-104.00,14.44,-1.00,17.33,-19.00,0.00,44.27
06:15 - 06:30,45.24,-7.00,-1.00,19.25,-19.00,0.00,15.40
06:30 - 06:45,-75.00,52.94,-1.00,21.18,0.00,0.00,121.27
06:45 - 07:00,-15.00,67.38,-1.00,22.91,0.00,0.00,105.87
07:00 - 07:15,20.09,44.08,-1.00,11.51,0.00,1.62,44.08
07:15 - 07:30,25.61,25.35,-1.00,5.96,0.00,0.11,22.82
07:30 - 07:45,84.70,9.60,-1.00,3.47,0.00,0.19,88.53
07:45 - 08:00,66.32,9.11,-1.00,3.60,0.00,0.23,128.98
08:00 - 08:15,63.56,0.00,-1.00,8.65,0.00,0.70,204.81
08:15 - 08:30,77.98,-18.00,-1.00,8.56,0.00,0.11,201.02
08:30 - 08:45,36.21,-20.00,-1.00,15.80,0.00,0.86,72.42
08:45 - 09:00,90.48,-32.00,-1.00,22.14,0.00,0.48,115.49
09:00 - 09:15,87.03,-50.00,-1.00,18.13,0.00,0.00,81.39
09:15 - 09:30,102.03,-70.00,-1.00,20.21,0.00,0.00,70.26
09:30 - 09:45,66.41,-70.00,-1.00,19.25,0.00,0.00,121.28
09:45 - 10:00,109.73,-70.00,-1.00,18.29,0.00,0.00,126.08
10:00 - 10:15,-70.00,48.13,-0.50,22.14,0.00,0.00,131.86
10:15 - 10:30,0.00,49.09,-0.50,21.66,0.00,0.00,108.76
10:30 - 10:45,63.53,0.00,-0.50,21.18,0.00,0.00,105.87
10:45 - 11:00,76.04,0.00,-0.50,21.18,0.00,0.00,110.68
11:00 - 11:15,126.09,0.00,-0.50,20.21,0.00,0.00,144.38
11:15 - 11:30,127.05,0.00,-0.50,19.25,0.00,0.00,120.31
11:30 - 11:45,80.85,-18.00,-0.50,18.29,0.00,0.00,86.62
11:45 - 12:00,77.00,-31.00,-0.50,17.61,0.00,0.00,72.19
12:00 - 12:15,50.04,-55.00,-0.50,17.33,0.00,0.00,28.88
12:15 - 12:30,74.11,-60.00,-0.50,16.84,0.00,0.00,28.88
12:30 - 12:45,71.23,-60.00,-0.50,16.36,-15.00,0.00,24.06
12:45 - 13:00,23.10,-30.00,-0.50,15.40,-15.00,0.00,101.06
13:00 - 13:15,48.13,-15.00,-0.50,15.40,-15.00,0.00,4.81
13:15 - 13:30,10.59,-19.00,-0.50,14.44,-15.00,0.00,4.81
13:30 - 13:45,41.38,-9.00,-0.50,13.48,-15.00,0.00,-5.00
13:45 - 14:00,32.72,-13.00,-0.50,13.48,-15.00,0.00,-5.00
14:00 - 14:15,28.88,11.55,-0.50,11.55,-10.00,0.00,4.81
14:15 - 14:30,30.80,4.81,-0.50,11.07,-18.00,0.00,19.25
14:30 - 14:45,9.63,0.00,-0.50,11.07,-13.00,0.00,33.68
