Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
14:45 - 15:00,-48.00,-35.00,-0.50,11.07,-12.00,0.00,52.94
15:00 - 15:15,-82.00,-86.00,-0.50,10.11,-11.00,0.00,52.93
15:15 - 15:30,-59.00,-86.00,-0.50,10.11,-10.00,0.00,-15.00
15:30 - 15:45,-71.00,-80.00,-0.50,10.11,-10.00,0.00,-35.00
15:45 - 16:00,-38.00,-49.00,-0.50,10.11,-10.00,0.00,-30.00
16:00 - 16:15,-95.00,-64.00,-0.50,8.66,-13.00,0.00,-15.00
16:15 - 16:30,-95.00,-67.00,-0.50,9.63,-14.00,0.00,0.00
16:30 - 16:45,-94.00,-55.00,-0.50,10.11,0.00,0.00,19.25
16:45 - 17:00,-75.00,-80.00,-0.50,11.07,0.00,0.00,24.06
17:00 - 17:15,-41.00,-120.00,-0.50,7.22,0.00,0.00,0.00
17:15 - 17:30,-17.00,-108.00,-0.50,8.18,0.00,0.00,-42.00
17:30 - 17:45,-61.00,-103.00,-0.50,9.14,0.00,0.00,-89.00
17:45 - 18:00,4.26,-105.00,-0.50,7.12,0.00,0.00,-58.00
18:00 - 18:15,-34.00,-37.00,-0.50,4.53,0.00,0.34,35.91
18:15 - 18:30,-63.00,-51.00,-0.50,1.56,0.00,0.24,18.46
18:30 - 18:45,-11.00,-47.00,-0.50,0.74,0.00,0.10,99.13
18:45 - 19:00,-43.00,-59.00,-0.50,0.79,0.00,0.06,101.59
19:00 - 19:15,-76.00,-63.00,-0.50,1.20,0.00,0.18,124.26
19:15 - 19:30,-67.00,-59.00,-0.50,1.66,0.00,0.24,159.55
19:30 - 19:45,-5.00,-38.00,-0.50,9.19,0.00,0.65,118.24
19:45 - 20:00,17.33,-29.00,-0.50,13.48,0.00,0.00,96.24
20:00 - 20:15,14.44,-26.00,-0.50,18.10,0.00,0.00,81.81
20:15 - 20:30,-153.00,-6.00,-0.50,16.27,0.00,0.00,79.88
20:30 - 20:45,-38.00,-34.00,-0.50,15.88,0.00,0.00,119.35
20:45 - 21:00,0.00,-57.00,-0.50,15.50,0.00,0.00,135.71
21:00 - 21:15,0.00,-30.00,-0.50,15.98,0.00,0.00,114.54
21:15 - 21:30,0.00,-29.00,-0.50,15.40,0.00,0.00,134.75
21:30 - 21:45,0.00,-10.00,-0.50,14.73,0.00,0.00,137.63
21:45 - 22:00,46.20,-27.00,-0.50,13.96,0.00,0.00,128.97
22:00 - 22:15,135.71,-16.00,-0.50,12.51,0.00,0.00,110.69
22:15 - 22:30,130.91,-34.00,-0.50,10.97,0.00,0.00,93.36
22:30 - 22:45,151.12,-34.00,-0.50,9.43,0.00,0.00,69.30
22:45 - 23:00,118.39,-36.00,-0.50,8.86,0.00,0.00,66.41
23:00 - 23:15,110.69,-26.00,-0.50,8.18,0.00,0.00,38.50
23:15 - 23:30,99.14,-27.00,-0.50,6.93,0.00,0.00,38.50
23:30 - 23:45,47.17,-44.00,-0.50,6.35,0.00,0.00,38.50
23:45 - 24:00,5.78,-41.00,-0.50,5.87,0.00,0.00,38.50
