Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
05:15 - 05:30,53.96,81.89,-3.70,-30.00,0.00,0.00,9.64
05:30 - 05:45,0.00,88.64,-4.00,-30.00,0.00,0.00,4.82
05:45 - 06:00,0.00,92.49,-4.00,-30.00,0.00,0.00,43.36
06:00 - 06:15,-17.00,9.64,5.78,-50.00,0.00,0.00,28.90
06:15 - 06:30,36.61,0.00,6.74,-50.00,0.00,0.00,43.37
06:30 - 06:45,0.00,0.00,7.03,-50.00,0.00,0.00,86.72
06:45 - 07:00,0.00,0.00,7.71,-50.00,0.00,0.00,62.63
07:00 - 07:15,0.00,-30.00,7.71,-50.00,0.00,0.00,19.27
07:15 - 07:30,0.00,-30.00,7.42,-50.00,0.00,0.00,19.27
07:30 - 07:45,7.71,0.00,7.71,-50.00,0.00,0.00,9.63
07:45 - 08:00,11.56,60.70,6.74,-50.00,0.00,0.00,4.82
08:00 - 08:15,5.78,113.70,6.74,-50.00,0.00,0.00,-20.00
08:15 - 08:30,21.20,120.43,4.82,-50.00,0.00,0.00,-20.00
08:30 - 08:45,109.84,140.67,8.67,-40.00,0.00,0.00,4.82
08:45 - 09:00,130.07,146.45,9.64,-23.00,0.00,0.00,24.09
09:00 - 09:15,124.29,180.17,10.60,-40.00,0.00,0.00,-13.00
09:15 - 09:30,151.27,192.69,10.60,-40.00,0.00,0.00,12.53
09:30 - 09:45,228.34,183.07,11.56,-28.00,0.00,0.00,86.72
09:45 - 10:00,248.58,210.04,10.89,-18.00,0.00,0.00,134.89
10:00 - 10:15,182.09,95.39,11.18,-9.00,0.00,0.00,154.16
10:15 - 10:30,222.57,64.55,11.18,0.00,0.00,0.00,154.16
10:30 - 10:45,134.89,49.14,0.00,0.00,0.00,0.00,81.90
10:45 - 11:00,146.45,46.25,-1.50,0.00,0.00,0.00,81.90
11:00 - 11:15,96.34,82.86,0.39,0.00,0.00,0.00,48.18
11:15 - 11:30,180.18,112.73,-1.20,0.00,0.00,0.00,36.61
11:30 - 11:45,308.32,154.16,5.78,0.00,0.00,0.00,92.50
11:45 - 12:00,323.73,153.20,4.43,0.00,0.00,0.00,95.39
12:00 - 12:15,322.77,239.91,3.37,0.00,0.00,0.00,126.22
12:15 - 12:30,365.16,264.00,3.18,0.00,0.00,0.00,120.44
12:30 - 12:45,251.47,275.57,-5.40,0.00,0.00,0.00,105.02
12:45 - 13:00,257.25,274.60,-5.70,0.00,0.00,0.00,107.91
13:00 - 13:15,288.08,242.80,12.24,0.00,0.00,0.00,67.45
13:15 - 13:30,289.05,237.98,12.24,0.00,0.00,0.00,62.63
13:30 - 13:45,294.82,221.61,13.49,0.00,0.00,0.00,74.19
13:45 - 14:00,319.88,237.98,13.49,0.00,0.00,0.00,84.79
14:00 - 14:15,340.11,239.91,13.49,0.00,0.00,0.00,70.34
14:15 - 14:30,351.68,236.06,13.49,0.00,0.00,0.00,8.67
14:30 - 14:45,235.08,175.36,12.53,0.00,0.00,0.00,48.18
14:45 - 15:00,253.40,196.55,12.53,0.00,0.00,0.00,67.45
15:00 - 15:15,319.88,241.84,8.67,0.00,0.00,0.00,86.72
15:15 - 15:30,331.44,242.80,8.67,0.00,0.00,0.00,86.72
15:30 - 15:45,220.64,245.70,8.67,0.00,0.00,0.00,38.54
15:45 - 16:00,229.31,240.88,7.71,0.00,0.00,0.00,57.81
16:00 - 16:15,193.66,240.88,7.71,0.00,0.00,0.00,11.56
16:15 - 16:30,176.32,235.09,7.71,-11.00,0.00,0.00,38.54
16:30 - 16:45,180.17,211.98,6.74,-16.00,0.00,0.00,24.09
16:45 - 17:00,184.03,221.60,8.67,-19.00,0.00,0.00,18.31
17:00 - 17:15,127.18,102.13,0.00,-27.00,0.00,0.00,9.64
17:15 - 17:30,135.85,43.36,0.00,-37.00,0.00,0.00,14.45
17:30 - 17:45,255.32,24.09,-0.50,-46.00,0.00,0.00,28.91
17:45 - 18:00,254.36,31.80,-1.00,-57.00,0.00,0.00,38.54
18:00 - 18:15,307.35,92.50,-2.90,-34.00,0.00,0.00,96.35
18:15 - 18:30,430.68,98.28,-2.00,-36.00,0.00,0.00,96.35
18:30 - 18:45,400.82,127.18,0.00,-36.00,0.00,0.00,149.34
18:45 - 19:00,362.28,132.00,1.93,-39.00,0.00,0.00,226.42
19:00 - 19:15,343.00,76.12,6.36,-29.00,0.00,0.00,163.80
19:15 - 19:30,246.26,72.84,6.07,-29.00,0.00,-30.00,104.06
19:30 - 19:45,115.82,25.12,5.10,-30.00,2.79,-30.00,55.82
19:45 - 20:00,163.09,17.69,5.93,-30.00,2.92,-30.00,30.77
20:00 - 20:15,0.00,-7.00,8.57,-31.00,2.23,0.00,0.00
20:15 - 20:30,-60.00,-47.00,8.79,-34.00,2.90,0.00,0.00
20:30 - 20:45,-68.00,0.00,10.60,-36.00,0.00,0.00,0.00
20:45 - 21:00,-85.00,0.00,10.60,-31.00,0.00,0.00,0.00
21:00 - 21:15,-137.00,-10.00,9.64,-32.00,0.00,0.00,0.00
21:15 - 21:30,-137.00,-15.00,9.63,-33.00,0.87,0.00,0.00
21:30 - 21:45,-126.00,0.00,9.64,-38.00,0.00,0.00,-40.00
21:45 - 22:00,-141.00,-5.00,9.64,-42.00,0.00,0.00,-40.00
22:00 - 22:15,57.81,-20.00,9.64,-46.00,0.00,0.00,-70.00
22:15 - 22:30,-128.00,-55.00,9.64,-22.00,0.00,0.00,-70.00
22:30 - 22:45,-156.00,0.00,9.64,-20.00,0.00,0.00,-70.00
22:45 - 23:00,9.64,0.00,9.63,-20.00,0.00,0.00,-70.00
23:00 - 23:15,158.02,0.00,5.78,-20.00,0.00,0.00,-60.00
23:15 - 23:30,208.12,0.00,5.78,-20.00,0.00,0.00,-55.00
23:30 - 23:45,157.05,0.00,4.82,-20.00,0.00,0.00,-72.00
23:45 - 24:00,132.96,0.00,4.82,-24.00,0.00,0.00,-187.99
